,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1682,Cheerleading,Yeah all her friends are doing it too. Hope she makes the team.,It can range from chanting slogans to intense physical activity.,"Is the team she trying out for one that is more chanting slogans, or is it highly physically demanding?","i agree . i like to watch the variety of talents , jumping , and throwing ."
1683,Elvis impersonator,I know. I can't believe how well known and popular he still is and has so many impersonators. ,Many impersonators sing Presley's songs.,What impresses me that a lot of Elvis impersonators actually sing his songs. I bet that's tough!,i like to listen to the iron maiden film . i like how he is on the radio .
1684,Goldendoodle,Yes they very much resemble golden poodles but with the ability to grow larger.,Poodles are considered to be hypoallergenic.,They look quite funny then.  I know one of the great thing about labradoodles is that they are considered hypoallergenic.,i think so too . they are the second most intelligent dog breed .
1685,Skiing,Skiing,Skiing has a history of almost five millennia.,I love skiing and I can't believe it has been around and has a history of almost five millennia!,i love to surf . it ' s a long time ago ! it ' s been described as a man ' s greatest sport !
1686,Dylan's Candy Bar,I don't think I have heard of them. I should probably check them out since I love candy!,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","There are currently locations in New York City, East Hampton, Los Angeles, Chicago and Miami Beach! Are you by one of those locations?",i ' ve never heard of them . i ' ve heard they are produced and produced in large form of production .
1687,Instagram,Instagram,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.","nstagram is a mobile, desktop, and Internet-based photo-sharing app, do you use instagram?",i ' m a big fan of facebook and instagram . it ' s maintained by facebook and instagram .
1688,Ten-pin bowling,"I play ten-pin the most, but I play duck-pin for fun","While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",So do you play in profesional tournament just in the U.S. or around the world?,i like to play 5 - 5 - 5 - 5 - 5 - 5 .
1689,Dirt track racing,Would you run on a dirt track?,Dirt track racing is the single most common form of auto racing in the United States.,"Yes of course, in fact, dirt track racing is one of the most common source of racing.",i am not sure but i know the host stars stars are the best .
1690,Hunting,"Yes I make my own sausage with deer meat and half pork it is very heart healthy and delicious, seasoned with red pepper",Hunting can also be a means of pest control.,"Sounds delicious, Hunting can also be a means of pest control, do you hunt for that?",i like to eat it because it is so fat and fat .
1691,You Make It Feel Like Christmas,"Yes, we agree to that. I do like Christmas and that time of the year though.",You Make It Feel Like Christmas is the fourth studio album by American singer-songwriter Gwen Stefani.,I love the song You Make It Feel Like Christmas by Gwen Stefani.,"i love spring spring spring , florida , and spring spring spring spring spring spring ."
1692,American football,"American football
I love watching the NFL. I'm anxious for the season to start, even though I think Houston (my team) will probably be terrible.","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",I don't know much about it just that its a team sport with eleven players but I always hope the Saints win!,i ' m not a fan of football but i do know it ' s called gridiron football .
1693,Japanese language,"omg, and how did you research that?","During the Heian period (794–1185), Chinese had considerable influence on the vocabulary and phonology of Old Japanese.","im on the internet! i can find anything! also, during the heian period, chinese had considerale influence on the vocabulary and phonology of old japanese","i was not sure , but i know that the imperial dynasty was the imperial dynasty of the 20th century ."
1694,Dylan Lauren,Who is Dylan Lauren?,"Dylan Lauren (born May 9, 1974) is an American entrepreneur.",She is an american entrepreneur!,she is one of the most popular songs of all time .
1695,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,There was a marathon of Harry Potter movies on TV a couple weeks ago and I watched all of them! Do you like Harry Potter?,"hi , i love harry potter . i read harry potter books ."
1696,Bowling,Yes I have only thrown a strike a few times.,It is one of the major forms of throwing sports.,"I have thrown my fair share of strikes in one of the major forms of throwing sports, bowling.","yes , it is . it ' s hard to believe that it ' s hard to hit . it ' s hard to believe that it ' s hard to have a line of 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 - 5 -"
1697,Guns N' Roses,"Guns N' Roses
Are you a fan of Guns N' Roses?","Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.",Not really a big fan. Are you? They are an American hard rock band originally from California. ,"i love roses , they were my favorite band . i love the song of the rolling stones ."
1698,Shades of green,Do you have any specific plants that you enjoy the most?,Many shades of green have been named after plants or are related to plants.,"Many shades of green are named after plants, such as evergreen, a dark shade I like.",i do not . green is the color of plants and plants .
1699,Preterm birth,"Really, I hope you have had a normal life.","Preterm birth, also known as premature birth, is the birth of a baby at fewer than 37 weeks gestational age.",I have a completely normal life thankfully. Any infant born before 37 weeks gestational age is considered a premature birth. ,i have a bad idea . i know that symptoms vary widely in ways .
1700,"Buy one, get one free",I haven't ridden a bike in so long. I need to buy one.,"""Buy one, get one free"", ""Buy one, get one"", ""two for the price of one"", ""two for one"" or ""2 for 1"" is a common form of sales promotion.","  Buy one, get one free""is a common form of sales promotion.",i agree . it requires a lot of balance and balance .
1701,National Football League on television,That's news to me! I had no idea college football came before the NFL. Do you know how many teams are currently in the NFL?,The television rights to broadcast National Football League (NFL) games are the most lucrative and expensive rights of any American sport.,I don't know how many teams but the television rights to broadcast NFL games are the most expensive of any sport.  ,i ' m not sure but i know that the league is played by two teams of two players .
1702,Cheerleading,i bet!,"It can be performed to motivate sports teams, entertain the audience, or for competition.",I like that  It can be performed to motivate sports teams,"it is a very important activity , and it is a wide variety of physical and physical benefits ."
1703,Wii,"Yeah, it is a really neat place. Have you ever played bowling on a gaming console like the Wii? It is pretty fun","The Wii ( ) is a home video game console released by Nintendo on November 19, 2006.",I have tried it a time or 2 and I did like it. I think I do much better on the Wii lol ,i have played the playstation 4 . i was a nintendo wii game . i love the wii game .
1704,Cod,Cod fish is very important to nations economies,"In the United Kingdom, Atlantic cod is one of the most common ingredients in fish and chips, along with haddock and plaice.","In the UK, it's the most common ingredient in fish and chips alon gwith haddock and plaice.","yes , they are a lot of meat and a lot of food ."
1705,no_passages_used,"Harry Potter
Harry Potter is my favorite book series.",no_passages_used,the order of the phoenix was my favorite,"i love the books , they have sold over 80 million copies ."
1706,The Walking Dead (TV series),"Since I had some catching up to do, I had to stream it on Netflix, or watch the new episodes at a friend's house.","Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",literally everybody likes it! the walkind dead attracted the most 18 to 49 year old viewers of any cable tv series,i ' ve never seen it . i ' ve seen it since it ' s a cable network .
1707,Elvis Presley,"I don't know much about him, my grandmother loves him though. Wasn't he from Memphis?","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","He was born in Tupelo, Mississippi actually, but later relocated to Memphis, Tennessee at only 13 years old.",he was born in 1987 and she was also a singer and actress .
1708,Honey bee,"Bee
I love bees but I am allergic to them.","A honey bee (or honeybee) is any member of the genus Apis, primarily distinguished by the production and storage of honey and the construction of perennial, colonial nests from wax.","I love bees too, very crucial little beings. Without their production and storage of honey, we wouldn't have breathable oxygen for everyone.",me too ! i ' m allergic to them . i ' m allergic to them . i ' m a female artist who is a member of the family family family tree .
1709,Guns N' Roses,Guns N' Roses,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.",Hi there! MY favourite band is the original hard rockers - Guns n Roses. What about you?,"i love roses , they ' re my favorite album ."
1710,Popcorn,i guess if you going to cut out starches it would make sense not to eat popcorn,"The kernel ruptures and forcefully expands, allowing the contents to expand, cool, and finally set in a popcorn puff 20 to 50 times the size of the original kernel.",I also do not like the fact that a popcorn puff is 20 to 50 times the size of the original kernel.,corn flour is flour and flour flour .
1711,Chihuahua (dog),"Ah, that's alright. I guess it's kind of cool that they've been around that long. They must have a long and rich heritage, huh? Have they done anything cool since they've been around for so long?","No records of the Techichi are available prior to the 9th century, although dog pots from Colima, Mexico, buried as part of the western Mexico shaft tomb tradition which date back to 300 BC are thought to depict Techichis.",Besides being fans of Taco Bell?  Well they were buried in ancient shaft tombs back in 300 BC,"i ' m not sure , but the origins of the dog originated in mexico and mexico ."
1712,Broken heart,What lead to the distress?where you jilted ?,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.","Not really, I left, it is believed to be part of the survival instinct.",it can lead to physical damage to your heart .
1713,no_passages_used,"oh I would love to go there one day, I hear it's the best! I live in the desert so fish here is definitely NOT fresh",no_passages_used,"That is too bad! I love sea food, especially cod because its flavor is a lot more mild than most fish","i ' ve never been to a wild ocean , but i ' ve never been to a wild ocean . i ' ve never been to a zoo before ."
1714,Elvis Presley,Did Elvis grow up playing music?,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",HIs music career began in 1954 with a record company that wanted to bring the sound of African American music to a wider audience. I had no idea!,"yes , she was born in 1987 and was also a singer and songwriter ."
1715,Green,"Oh that sounds interesting, can you tell me more about plants and chlorophyll?","Several minerals have a green color, including the emerald, which is colored green by its chromium content.","You might what to ask someone knowledgeable on those subjects. Since you are curious about green, There are minerals like the Emerald that take on the green color.",it is a plant that is produced in the orange plant .
1716,Nickelback,"Wow, that's incredible! Who is the lead singer of the band?","The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.","The lead singer of Nickelback is Chard Kroeger, but he is not only the lead singer. He is also a guitarist! ","they are a pop band , and they have won three billboard albums , and they have released three billboard albums ."
1717,Elvis Presley,"Yes, it was before I was born, but she told me about it.","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",I have always heard of Elvis as the King of Rock! He was an icon,he is a great singer . he is a singer and songwriter .
1718,The Walking Dead (TV series),The Walking Dead (TV series),"""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.","I love The Walking Dead, I've seen every episode since it premiered on October 31, 2010.","i love the show "" the tv series "" the tv series "" the tv show "" ."
1719,Bowling,Oh wow I have never heard that before.  I didn't know they had special names for them,"The term ""hambone"" has also been used to describe four consecutive strikes.","Yeah the names are quite weird too, like four strikes in a row is called a hambone.","they have three - line - up - line - ball , polo , white , and white ."
1720,Bowling,"Bowling
I want to learn more about bowling. I am supposed to go this weekend with friends.",Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,well it is considered a sport or a leisure activity where a player rolls a ball towards a target,"i like to mix them with a rubber hole , which is a mix of wood and rubber ."
1721,Make believe,"No, I'm not. Although, I do think that it is fun to dress up and pretend.",What separates play from other daily activities is its fun and creative aspect rather than being an action performed for the sake of survival or necessity.,"I guess it's like make blieve, where you get to do something fun and creative, not a chore.",i agree . i think that ' s why they ' ve sold over 80 million copies .
1722,no_passages_used,"Green
Green is my favorite color, its a good thing my eyes are also green. ",no_passages_used,"I love green as well. When everything outside is green, it is usually nice and warm out, and not freezing cold.","i love red , blue is a color that is red and blue ."
1723,John Grisham,That is a lot of languages.,John Grisham graduated from Mississippi State University before attending the University of Mississippi School of Law in 1981.,Yeah and it also means that a lot of people like he's books also. He actually graduated from Mississippi State University before attending the University of Mississippi School of Law in 1981,i think so too . there are over 800 languages worldwide .
1724,Popcorn,"Popcorn
Ive never been a huge fan of popcorn! it always gets stuck in my teeth","The kernel ruptures and forcefully expands, allowing the contents to expand, cool, and finally set in a popcorn puff 20 to 50 times the size of the original kernel.",I love it!  I love watching it burst as the hot air as the hot air expands.,i love corn corn corn and corn tortillas !
1725,Marketing,"Consulting firm
hi....I am the owner of a small marketing firm and I was curious about your thougths about marketing nowadays",Marketing is the study and management of exchange relationships.,Hi! Our conversation is about Marketing,"i ' m not sure , but marketing is the study of exchange relationships ."
1726,Blog,Absolutely and they keep expanding all the time!,"The rise of Twitter and other ""microblogging"" systems helps integrate MABs and single-author blogs into the news media.",And now with Twitter and other systems it helps to integrate the different blogs into the news media. The web is amazing!,"yes , and it is also a source of information and information and information ."
1727,J. K. Rowling,I didn't know J.K. Rowling wrote poetry. That is very interesting. ,"Born in Yate, Gloucestershire, England, Rowling was working as a researcher and bilingual secretary for Amnesty International when she conceived the idea for the ""Harry Potter"" series while on a delayed train from Manchester to London in 1990.","She is the shining star of Yate, Gloucestershire, England i'm sure.",i think so too . i think it ' s a lot of fun . i think it ' s sold over 100 million copies .
1728,Harry Potter,Cool.  What was the first Harry Potter book.  The stone one?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Yes  The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley!",i ' m not sure but i do know that he was first published in 1985 .
1729,Skiing,oh yea i bet.,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","If I had to choose though, I'd prefer to skii recreationally instead of for transport.",it is a sport that is used for recreational activity .
1730,Auto racing,"Wow, very long ago. It's hard to see those old fashioned cars racing around a track.","Many of the earliest events were effectively reliability trials, aimed at proving these new machines were a practical mode of transport, but soon became an important way for competing makers to demonstrate their machines.",Yeah it would be strange ! Many of the earliest events were effectively trials ,"yes , it is a sport that involves the sport of riding a horse to reach the fastest distance of all time ."
1731,Harry Potter, Yes I am enjoying it. but only finished the first two books for now,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",I can't believe that there have been over 500 million copies sold worldwide making it the best selling series in history!,i think so too . i think that books have sold over 100 million copies .
1732,Music festival,"Yeah, jazz is lovely too. But I'm so comfortable with blues",Some festivals are organized as for-profit concerts and others are benefits for a specific charitable cause.,Some festivals are benefits for a specific charitable cause.,i like classical music too . it ' s rooted in western culture and secular music .
1733,Paramedic,"That's pretty cool. I drew blood the other day and the guy I was talking with was a former paramedic. I'm actually like 2.5 years from completing a biological science degree, so I'm definitely interested in medical science stuff.","A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.","Paramedics have to go through so much training for the work environment they have, dealing with emergencies ","i ' m not sure , but i know it ' s a medical institution that deals with medical imaging ."
1734,Cardigan (sweater),That is very interesting. I do know they have become quite popular over the last few years.,The legend of the event and the fame that Lord Cardigan achieved after the war led to the rise of the garment's popularity., legend of the event and the fame that Lord Cardigan achieved after the war led to the rise of the popularity of garments,the british bulldog is a british british breed that was the most powerful breed of dog
1735,Snow,What about trees during the winter transition? They can definitely get overburdened with snow.,Snow refers to forms of ice crystals that precipitate from the atmosphere (usually from clouds) and undergo changes on the Earth's surface.,"Yeah, but hey I love snow and ice.","i ' m not sure , but i do know that the cold winters are cold and cold weather weather ."
1736,Washington Redskins,Very nice Big Cutie!   I grew up in Virginia so I prefer the Redskins,"The Redskins have played more than 1,000 games since 1932, and are one of only five franchises in the NFL to record over 600 regular season and postseason wins, reaching that mark in 2015.","Awesome, your team has over 600 regular season and postseason wins. Only 5 teams have done that. You should try to to cheer for them.","i ' m not sure , but i know that the rangers are the fastest game to win the playoffs in the 2007 world ."
1737,Vicuña,"No, Vicuna is a type of small Alpaca.  They are only bred in Peru by law, and they can't be exported.  their wool is the most expensive fabric in the world.  A scarf costs $1700.","Vicuñas produce small amounts of extremely fine wool, which is very expensive because the animal can only be shorn every three years, and has to be caught from the wild.",I think that must be because the vicunas can only be shorn every three years.,"they are bred to be bred to be llamas , but they are often bred to be llamas ."
1738,Instagram,"Yeah, I don't know. I'm a Facebook person. Been using it for about 12 years. I don't know much else. Except Twitter, but I rarely use that.",It is owned by Facebook.,I am a facebook person as well. I guess this is somewhat similar and i read that is owned by Facebook.,facebook and instagram have been around for a long time . facebook and instagram are not so big .
1739,Old Faithful,"Yes, I have heard of Old Faithful. Can you tell me more about this?","It is a highly predictable geothermal feature, and has erupted every 44 to 125 minutes since 2000.",It is a cone geyser and has erupted every 44 to 125 minutes since 2000.,"it is a great place to visit . it is known for its wildlife , wildlife , and wildlife ."
1740,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Did you ever read Harry Potter by J.K. Rowling? I've only seen the films.,"hi , i love harry potter . i read harry potter books ."
1741,Broken heart,Has it happened to you often,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.","Well it has happened a couple times in my life. The pain wasn't so severe as to cause physical damage, as happens in ""broken heart syndrome"".",i have never been able to do it . it is a great activity that is important to activity .
1742,Shades of green,"Yeah, for sure. My least favorite shade would have to be olive green. I had a really ugly chair that color when I was growing up. What shade do you think is the worst?",Many shades of green have been named after plants or are related to plants.,I like Olive green. Many shades of green are named after plants! Probably the one I don't like the most is sea foam green.,"i like blue because it is a hue that is associated with hue , chroma and lightness ."
1743,Elvis Presley,wow he is a whole lot,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","yes he is,  he was seen as one of the most significant cultural icons of the 20th century",he is a great singer . he is a singer and songwriter .
1744,no_passages_used,"No, but that be fun I think.",no_passages_used,"What type of music do you like? I actually agree with you, I'm more into Alternative.","i love that song too . i like the song "" the devil "" which is a very popular artist ."
1745,Elvis Presley,"Wow, I really didn't know that about him. What else do you know about Elvis then?","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","He was born in Tupelo, Mississippi but then moved to Memphis, Tennessee with his family when he was only 13 years old.",he is a canadian singer and songwriter .
1746,Cheerleading,I think they do both. They have floor routines and formations.,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.","She will have a blast.  I remember going to competitions and doing our three minute routines.  Has she chosen a specialty?  I used to specialize in dance, but some of the girls were tumblers, and jumps, and others were more cheer specialists.","yes , they do . they also perform variety of talents , jumping , and throwing ."
1747,American football,"American football
watching football is one of my favorite things to do.","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","I'm not a huge fan of American football, or the gridiron. ",i love football too . it is a sport where people call it soccer .
1748,Goldendoodle,"Yes, that is a great feature, the term Goldendoodle was also coined in 1992.",The goldendoodle is referred to as a designer dog.,"Do you know who first created this ""designer dog""?",i love poodles too ! they are the second most intelligent dog breed .
1749,Skiing,"Wow, that's a long time! Do you only ski recreationally?","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","Yes, I'm too slow to be a competitive skier! I like to see it as a means of transport in which a participant uses skis to glide on snow.",i have never been . it is a sport that is used for recreational activity .
1750,Dylan's Candy Bar,"Oh my, I am quite far from all these places. But I visit NYC every summer so I will check it out next time!","The New York City store, located on 60th Street and 3rd Avenue, is the flagship store.",The flagship location is the New York City store on 60th Street and 3rd Avenue! It's considered a must-see for many tourists and celebrities!,"i ' ve never been to miami , but i ' ve heard it ' s a great place to go to miami . it ' s a great place to visit ."
1751,Instagram,"Yeah,its as popular as Facebook","It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",It sure is!  It was created by Kevin Systrom and Mike Krieger.,i agree . it offers information on information and information and information .
1752,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,"I love Harry Potter, I've read every book in the series, do you like fantasy novels at all?","hi , i love harry potter . i read harry potter books ."
1753,Discovery Channel,Discovery Channel,"Programming on the flagship Discovery Channel in the U.S. is primarily focused on reality television series, such as speculative investigation (with shows such as ""MythBusters"", ""Unsolved History"", and ""Best Evidence""), automobiles, and occupations (such as ""Dirty Jobs"" and ""Deadliest Catch""); it also features documentaries specifically aimed at families and younger audiences.",Have you ever watched the Discovery Channel?  More in particular Mythbusters or even Dirty Jobs?,i love the internet channel channel channel channel channel channel channel . it ' s one of the most popular internet internet internet network .
1754,Hunting,Sometimes when the coyotes start getting cattle we will hunt them to protect the livestock,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.","Sounds about right, you don't kill too many though right? sometimes excessive hunting has heavily contributed to the endangerment of some animals.","i ' m not sure , but they were hunted to hunt animals ."
1755,Bowling,Bowling,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",I love bowling! I always try to knock all the pins down to get a strike :) do you go bowling?,"i love to use a wooden hole , which is a mix of wood and rubber ."
1756,American football,"Eleven players on the field, yeah, but you can never count out the 12th man: the crowd! Have you ever been to a football game?",Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal.,Yes and I know points are scored by getting the ball into the other teams endzone to touchdown then everyone cheers and drinks!,"i have played it a few times . i was a little bit of a game , but i ' ve been watching it since the world ' s most popular sport ."
1757,American football,American football,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","I love to watch American football, also known as gridiron.",i love football . it is a sport where people call it soccer .
1758,Dylan's Candy Bar,I see.  She is a fashion designer?  What kind of clothes does she make?,"Lauren said that her goal was to ""merge fashion, art and pop candy culture"".","She does not focus too much on clothes, her goal is to merge fashion and candy with art",she is a fashion designer and fashion designer . she is also a fashion designer and fashion designer . she is also a fashion designer .
1759,Harry Potter,"Wait, I missed a Harry Potter marathon? Why didn't you tell me sooner?? I love those stories! Which one's your favorite?","The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","Yeah!! Lol my favorite is probably the second one because I tend to get lost after that one, it gets so complicated with Voldemort and Ron and Hermione that I still enjoy watching but tend to get confused about whats going on! Oh and Hagrid, I like him haha. ","i like harry potter , harry potter is my favorite character . i like harry potter books ."
1760,Skiing,Skiing,Asymmetrical skis were used at least in northern Finland and Sweden until the late 19th century.,I enjoy skiing in northern Finland and Sweden!,i love to surf . it ' s a long time ago ! it ' s been described as a man ' s greatest sport !
1761,Guns N' Roses,I'm not really a fan either. When did they form?,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.","They formed in 1985, from Los Angeles!","i ' m not sure but i know they released their album album "" sun visions "" album , "" radioactive "" , sold records in 2008 ."
1762,Cannabis,I like the different shades of green within the cannabis plant variety.  From the light to the dark and everything in between.,Cannabis () is a genus of flowering plant in the family Cannabaceae.,"Haha, I bet that's not the only thing you like about cannabis.","i like the color hue , chroma and lightness ."
1763,Preterm birth,Does this mean you will not develop any prob;ems later in life? I hope not.,These risks are greater the earlier a baby is born.,Correct. I won't develop any problems related to being premature. Risks are greater the earlier a baby is born. ,i am not sure but i know that it is a lot of infants who are able to be able to meet the birth of the birth of the infant .
1764,Cycling,"Yes, it's one of my favorite promotions.",Bicycles were introduced in the 19th century and now number approximately one billion worldwide.,Bicycles were introduced in the 19th century ,i like the one that is free free . it is one of the best selling cars out there .
1765,NFL on CBS,I can believe that! I know Superbowl ads are ridiculously expensive! What other facts can you share about American football?,The network has aired NFL game telecasts since 1956 (with exception of a break from 1994 to 1997).,The Super Bowl ads are incredibly pricey.  CBS must make a lot of money since the network has aired the NFL games since 1956!,"well , i think it ' s a bit more popular . i think it ' s a bit more like football ."
1766,Cheerleading,that sounds interesting,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.","it really is, Competitive routines typically range anywhere from one to three minutes","yes , and they are often performed in three categories of dancing , jumping , and throwing ."
1767,Cheerleading,"Cheerleading
What do you think about cheerleaders?  I was a cheerleader in highschool!",It can range from chanting slogans to intense physical activity.,Yes I think it's cool and some of my male friends did it in college for the intense physical activity. . ,i do not know much about it but i do know that it is a professional martial arts in the united states .
1768,Guns N' Roses,Guns N' Roses,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.","Guns N' Roses is my favorite rock band! Have you heard of them? They're from Los Angeles, California.","i love roses , they ' re my favorite album ."
1769,Ministry of Magic,Really? I think that one is really good as well. It really changes the atmosphere of the wizarding world.,"The Ministry of Magic is the government of the Magical community of Britain in ""J. K. Rowling's Wizarding World"" .The magical government in Britain is  first mentioned in ""Harry Potter and the Philosopher's Stone,"" the Ministry makes its first proper appearance in ""Harry Potter and the Order of the Phoenix"".",its actually the first book to talk about the magic community in britain ,yea and it has sold over 100 million copies .
1770,no_passages_used,"Ireland
Hi! I'm such a big fan of Ireland it's my absolute favorite",no_passages_used,It's the third largest island in Europe,"i love ireland , it is the third - largest country in the european republic of ireland ."
1771,Elvis Presley,"Oh okay, interesting. Is it true he died on the toilet? Lol","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.","I'm really not sure about the details of his death. But on a lighter note, he had a series of successful network television appearances and chart-topping records which made he become the leading figure of the newly popular sound of rock and roll.",i think he is . he is also a singer and songwriter .
1772,Beekeeping,Yes I know they play a very important role in our ecosystem.,"Beekeeping (or apiculture) is the maintenance of honey bee colonies, commonly in man-made hives, by humans.","I actually have a grandfather who practices Beekeeping, he sells the honey from his colonies at the local fresh market!",i am a fan of the study of the organism management of cancer .
1773,Progressive metal,"They are pretty hard core for me, I do like some progressive metal though, namely Native Construct.","Dream Theater, Symphony X, Shadow Gallery, Angra, Enchant, Queensrÿche and Fates Warning are a few examples of progressive metal bands who achieved commercial success; additionally, many other thrash and death metal bands started to incorporate elements of progressive music in their work.","Like Dream Theatre, Shadow Gallery, that sort of thing?",i like the genre of rock music . it was developed in the late 1960s and early 1970s .
1774,Green,"Green
My favorite color is green! It represents all things natural in this world. ",Green is the color between blue and yellow on the visible spectrum.,"Oh yes, you can see a lot of green in nature. Green is between blue and yellow on the color  spectrum.",yellow is my favorite color . it is between green and orange on the spectrum of visible light .
1775,Western Mexico shaft tomb tradition,"Ah, that's kind of scary actually! Tombs? Were they considered royalty or something? Were they just really popular pets for everyone there?","The Western Mexico shaft tomb tradition or shaft tomb culture refers to a set of interlocked cultural traits found in the western Mexican states of Jalisco, Nayarit, and, to a lesser extent, Colima to its south, roughly dating to the period between 300 BCE and 400 CE, although there is not wide agreement on this end-date.",I don't think tombs were scary.  It was just the tradition back in western Mexico between 300 BC and 400 AD,"i ' m not sure , but they are often noted for their attractive appearances and their loyal personalities ."
1776,Broken heart,You mean having a broken heart is a survival tactics?,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.","No, I mean leaving on time when you notice any thing,The concept is believed to be universal,  ","yes , it is a great activity that is important to activity of humans ."
1777,Cardigan (sweater),"Cardigan (sweater)
hello  i wear cardigans because i think it makes me look more cultured",A more modern version of the garment has no buttons and hangs open by design.,"Me too, I like the more modern versions of cardigans that have no buttons and the ones that hang open, Do you have a favorite colored cardigan? ",i have a miniature spaniel . i also use a hand - sewing .
1778,Elvis Presley,Yea that is surprising. He also did movies right?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",Yes and several network television appearances which helped his career take off.,"i ' m not sure but i know that in the 1940s , "" hillbilly music "" gained popularity in the 1940s ."
1779,no_passages_used,Skiing,no_passages_used,Hello! Have you even been skiing?,i love to surf . i ' m not sure what i ' m doing .
1780,Green,Green,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",I love green since by far the largest contributor to green in nature is chlorophyll. Do you like green?,yellow is my favorite color . it is a color used in painting and color printing .
1781,Elvis Presley,Yes. I have seen a few of his movies.,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","He was born an hour from my place in Tupelo, Ms",he is a great singer . he is also a singer and songwriter .
