,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2194,Spaghetti with meatballs,Spaghetti with meatballs,"It is widely believed that spaghetti with meatballs was an innovation of early 20th-century Italian immigrants in New York City; the National Pasta Association (originally named the National Macaroni Manufacturers Association) is said to be the first organization to publish a recipe for it, in the 1920s.",Spaghetti with meatballs was an innovation of early 20th century Italian immigrants. Do you like spaghetti?,"I love spaghetti with meatballs! It is an American dish consisting of spaghetti, tomato sauce and meatballs."
2195,Marshal,"Interesting, can you tell me more about the Marshal Court? Not familiar with it.","As marshals became trusted members of the courts of Medieval Europe, the title grew in reputation.",Well marshals were originally trusted members of the Medieval courts in Europe.,The Marshal Court is a court that hears criminal cases in the United States. It was created by the Judiciary Act of 1789.
2196,Gibson Hummingbird,Yes I know. I have an acoustic guitar. It's made of mahogany. ,"Unlike the other flat-top Gibson acoustics, the Hummingbird was Gibson's first square-shoulder dreadnought, similar to the dreadnoughts produced by C.F.",What kind of guitar to you have?  I have always liked the Gibson Hummingbird.  It is their first square shoulder dreadnought," mahogany is a beautiful wood.  It is a type of wood and traditionally constructed from wood and strung with either gut, nylon or steel strings"
2197,Finance,that's really cool! I know nothing about finance. I've never invested,It includes the dynamics of assets and liabilities over time under conditions of different degrees of uncertainty and risk.,"Well, it includes the dynamics of assets and liabilities over time under conditions of different degrees of uncertainty and risk.",It is a field that deals with the study of investments... AND I LOVE INVESTING! 
2198,Obesity in the United States,that is sad. what can be done to help?,"An obese person in America incurs an average of $1,429 more in medical expenses annually.","I think education is the biggest factor if we want to change the way this epidemic is playing out.  It would be wise to start out telling people how much extra this disease is costing them, on average american spend approximately 1400$ a year on obesity related ailments.","I am not sure but I am sure there is something that can be done to help, the obesity epidemic is a major public health issue that affects the entire population of the united states."
2199,Violin,Violin,"The violin, also known informally as a fiddle, is a wooden string instrument in the violin family.","Violin is one of the best instruments out there, better than the fiddle in my opinion.","I play the violin, also known informally as a fiddle, is a wooden string instrument in the violin family."
2200,"Hermosa Beach, California",Is it it cheap or expensive to travel there?,"Hermosa Beach is a beachfront city in Los Angeles County, California, United States.",I am on the east coast of the United States so it's all the way across the country. It's kind of expensive but the biggest issue is that it is time consuming to get there and I just can't go right now. ,It's not too expensive to travel there. I've been there a few times. It's a beautiful place. 
2201,Amazon Prime,"They also own the Washington Post, WholeFoods and did I mention about Amazon Prime? ","Amazon Prime is a paid subscription service offered by Amazon.com that gives users access to free two-day delivery (one-day in select areas), streaming video/music and other benefits for a monthly or yearly fee.",Yeah and lots more!Amazon Prime is a paid subscription service offered by Amazon.com that gives users access to free two-day delivery,Amazon Prime is a subscription-based service that offers free shipping and other benefits to Amazon Prime members.
2202,Italian Americans,I think it tastes pretty damn good. Apparently the Italians were one of the first to adapt forks into their cuisine because of it.,"Italian Americans ( or ""italo-americani"" ) are an ethnic group consisting of Americans who have full or majority-ancestry from Italy.","Italian Americans are sometimes called ""italo-americani"". They come from Italy like mario chalmers.","Yes, forks were invented in the early 19th century. They were used to make a variety of dishes, such as spaghetti and meatballs."
2203,John Marshall,"Oh that's interesting, I thought you were talking about the Marshall Court ran by John Marshall.",His court opinions helped lay the basis for United States constitutional law and many say he made the Supreme Court of the United States a coequal branch of government along with the legislative and executive branches.,Yes his laws became the basis for many constitutional laws in the US.,"Yes, John Marshall was a US Supreme Court Justice. He was also a member of the United States Supreme Court."
2204,Washburn Guitars,"Wow, yeah that's a nice one. I have a Washburn guitar.","The original company was established in 1883 in Chicago, Illinois.",Nice.  They have been around a long time.  Since 1883 and were based out of Chicago.,Nice.  I like the acoustic guitar.  The tone of an acoustic guitar is produced by the strings' vibration
2205,no_passages_used,interesting. So do you have to study to work in finance?,no_passages_used,Yes!  ,"I don't think you have to, but it is a field that deals with the study of investments... AND I LOVE INVESTING!"
2206,Obesity in the United States,i agree education is very important. kids needs to be taught about the dangers from a young age,The United States contains one of the highest percentage of obese people in the world.,"Kids are most susceptible to obesity.  Kids in the US have the highest rates of obesity worldwide, educating them while they are young is key to beating this.","I agree, I think it would be wise to start by telling people how much extra this disease is costing them, on average american spend approximately 1400$ a year on obesity related ailments."
2207,Violin,"Isn't the fiddle the same as the violin, just different names?","The violin, also known informally as a fiddle, is a wooden string instrument in the violin family.","Oh yea you are correct, the fiddle is informal violin, I meant viola. ","Yes, they are the same instrument, but the violin is more prominent in the Western classical tradition."
2208,no_passages_used,Where would you like to visit abroad?,no_passages_used,"I would love to go to Italy, Spain, or France. I'd also really like to see Thailand. ",I would love to go to the Maldives. It's such a beautiful place. I'd love to see the coral reefs there. 
2209,Video game live streaming,Did you know Amazon Prime also gives you a free month subscription to Twitch Prime?  You can use that to subscribe to your favorite streamers free each month!,"People who live stream their video game play, either by hobby or profession, are known as streamers.","People who live stream their video game play, known as streamers.Its truly a whole new world in high-tech ","I did not know that!  In April 2018, Amazon reported that Prime had more than 100 million subscribers worldwide."
2210,History of the Miami Heat,"Mario Chalmers was not Italian, but he might as well have been. Just like Pat - ""the mob boss""- Riley.",The Miami Heat is an American professional basketball team based in Miami.,The Miami Heat is an American professional basketball that is in Miami Florida. They need LeBron.,"Yes, that's right. He was born and raised in the United States, but he was actually born in Italy."
2211,John Marshall,"Well that's very important then as our constitution is what guides the law of our land, ideally anyway. Do you know more about John Marshall?","John Marshall (September 24, 1755July 6, 1835) was an American politician and the fourth Chief Justice of the United States (1801–1835).",He was the fourth Chief Justice of the United States.,I know that he was a member of the Supreme Court of the United States from 1789 to 1797.
2212,Guitar,Really? I had no idea they were so old. Do you know how old guitars have been around for?,"The modern guitar was preceded by the gittern, the vihuela, the four-course Renaissance guitar, and the five-course baroque guitar, all of which contributed to the development of the modern six-string instrument.",I really do not.  I know it originated from something called the gittern,"They have been around for a long time.  The modern guitar was preceded by the gittern, the vihuela, the four-course Renaissance guitar, and the five-course baroque guitar"
2213,Finance,it sounds so complicated lol do you know anything interesting about finance? some cool facts?,"The six key areas of personal financial planning, as suggested by the Financial Planning Standards Board, are:  Corporate finance deals with the sources funding and the capital structure of corporations, the actions that managers take to increase the value of the firm to the shareholders, and the tools and analysis used to allocate financial resources.","The six key areas of personal financial planning, as suggested by the Financial Planning Standards Board, are: Corporate finance deals with the sources funding and the capital structure of corporations, the actions that managers take to increase the value of the firm to the shareholders, and the tools and analysis used to allocate financial resources.","Well, it includes the dynamics of assets and liabilities over time under conditions of different degrees of uncertainty and risk."
2214,Obesity in the United States,"i agree, it is really sad to see kids so young struggling with health issues","The overweight percentages for the overall US population are higher reaching 39.4% in 1997, 44.5% in 2004, 56.6% in 2007, and 63.8% (adults) and 17% (children) in 2008.",Its not only kids that have to be concerned about obesity.  In 2008 64% of adults have been reported as obese.,"Yes, it is.  It is a shame that kids in the US have the highest rates of obesity worldwide, educating them while they are young is key to beating this epidemic."
2215,Violin,"Ah okay, I thought so. Well how long has the violin or fiddle been around?","The violin, also known informally as a fiddle, is a wooden string instrument in the violin family.","Since its a slightly more complex string instrument, the violin has only been around for about 400 years but thats still a long time.","The violin has been around since the 16th century in Italy, and the fiddle since the 15th century. "
2216,Steak,"Steak
One of my favorite foods is a nice steak with wine","In a larger sense, there are also fish steaks, ground meat steaks, pork steak and many more varieties of steaks.","Which type of steak are you talking about as we have fish steaks, ground meat steaks, pork steak and many more varieties of steaks.",I love steak with a nice glass of red wine.  It's a great way to pair it with steak.
2217,Stock market,Amazon is such a great company for finding that many ways to diversify its portfolio.  No wonder it is doing so well on the stock market.,"A stock market, equity market or share market is the aggregation of buyers and sellers (a loose network of economic transactions, not a physical facility or discrete entity) of stocks (also called shares), which represent ownership claims on businesses; these may include ""securities"" listed on a public stock exchange as well as those only traded privately.","Amazon company has equity market or share market is the aggregation of buyers and sellers, known as share holders.","Amazon also offers international shipping of some of its products to certain other countries, like Germany, Poland and Turkey."
2218,Reading (process),Reading (process),"Reading is a means of language acquisition, communication, and of sharing information and ideas.",I love reading!  It's a means of sharing information and ideas,I love to read.  It's my favorite hobby.  I like to read books that are written for children.  Do you enjoy reading?
2219,Pig farming,Pig farming,Pigs are farmed principally to be eaten (e.g.,I live in an area where there are a lot of farms that raise pigs to be eaten. ,"Pig farming is the raising and breeding of domestic pigs as livestock, and is a branch of animal husbandry."
2220,Horse racing,"Horse racing
I am thinking on betting in horse racing.","While horses are sometimes raced purely for sport, a major part of horse racing's interest and economic importance lies in the gambling associated with it, an activity that in 2008 generated a worldwide market worth around US$115 billion.",I am not relly into betting but do kow that in 2008 horse betting generated 115 billion dollars,"Horse racing is an equestrian performance sport, typically involving two or more horses ridden by jockeys"
2221,Dwyane Wade,"Athletics (physical culture)
Do you know a lot about the NBA or other athletes?","Dwyane Tyrone Wade Jr. ( ; born January 17, 1982) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).","Yes! I love the NBA, I'm a big Dwyane Wade fan. What about you?","I know a little bit about the NBA, but I'm not a big fan of them. I know that basketball is a team sport played with a spherical ball between two teams of eleven players."
2222,no_passages_used,"Bulldog
I've always loved bulldogs - do you know much about that breed?",no_passages_used,"I don't know much about bulldogs, is it a big dog? ","I know that they are also known as the British Bulldog or English Bulldog, is a medium-sized breed of dog."
2223,Violin,"That's quite a long time, yeah. How is it compared to that of other string instruments>",Most violins have a hollow wooden body.,"Most violins have a hollow wooden body to use as an amplifier, they are cool little instruments.","It is the smallest and highest-pitched instrument in the family in regular use, so it is used in a wide variety of musical genres."
2224,Pork chop,Typically I would go with a meat or pork type steak.  I love bacon wrapped pork chops,Pork is one of the most commonly consumed meats in the world.,Definitely. Everyone like pork. It is  one of the most commonly consumed meats in the world.,"Bacon wrapped pork chops are a great way to use bacon in a variety of ways.  They can be cooked in sauce, such as in steak and kidney pie, or minced and formed into patties such as hamburgers."
2225,Alibaba Group,"At the worst of times, Amazon's stock price was in the $1 range, but thanks to Jeff Bezo, he has now increased the stock price to around $1,600 per share.  He is truly a great leader.","Alibaba Group Holding Limited () is a Chinese multinational e-commerce, retail, Internet, AI and technology conglomerate founded in 1999 that provides consumer-to-consumer, business-to-consumer and business-to-business sales services via web portals, as well as electronic payment services, shopping search engines and data-centric cloud computing services.","Do you know of Alibaba Group Holding Limited ,a Chinese multinational e-commerce platform?","Amazon Web Services is a division of Amazon.com, Inc., doing business as Amazon (), is a multinational technology company focusing in e-commerce, cloud computing, and artificial intelligence in Seattle, Washington."
2226,Reading (process),Reading is one of my favorite ways to spend my time. My favorite book series is Harry Potter by J.K. Rowling.,"The reading process requires continuous practice, development, and refinement.",Many people love that series! Reading requires continuous practice development and refinement,I love that the series is set in the wizarding world of Hogwarts School of Witchcraft and Wizardry.
2227,Pig farming,"Wow, that is good. I love eating pork meat",Pigs have been farmed to dispose of municipal garbage on a large scale.,Pork and bacon are delicious products that come from pig farming. They've even been farmed to dispose of food waste on a large scale. ,"Pigs are farmed principally to be eaten, but they can also be skinned and used to make bacon or gammon. "
2228,Horse racing,115 billion dollars is a lot of money.I want to grab some of that.,"Often, countries have developed their own particular horse racing traditions.","it also depends on what country you want to bet in, each country has developed their own horse racing traditions",I am not relly into betting but do kow that in 2008 horse betting generated 115 billion dollars worldwide
2229,Miami Heat,That's so cool I am too. I'm a huge Heat fan. I wish we did better this playoffs!,The Miami Heat are an American professional basketball team based in Miami.,Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left,"I'm a big fan of LeBron James too, he's a great player. I think he's the best point guard of all time!"
2230,Bulldog,I'm not sure - I was hoping you would know about them.  All I know is that one is the mascot for Georgia named UGA.,"It is a muscular, hefty dog with a wrinkled face and a distinctive pushed-in nose.","Oh, well I have done a bit of research, and apparently they are muscular, hefty dogs with wrinkly faces! I love dogs with wrinkly faces ","Georgia is a state in the southeastern region of the United States, and the Bulldog is a breed of dog. "
2231,Drum kit,Drum kit,"A drum kit — also called a drum set, trap set, or simply drums — is a collection of drums and other percussion instruments, typically cymbals, which are set up on stands to be played by a single player, with drumsticks held in both hands, and the feet operating pedals that control the hi-hat cymbal and the beater for the bass drum.","My neighbor bought a drum kit for my son.  There's cymblas, pedals, drums, drumsticks, and it came with a bottle of Excedrin.",I love to play the drums. I have a drum set and a drum machine.  Do you play drums?
2232,Steak,I know some religions don't eat pork though.,"Steaks are usually grilled, but they can be pan-fried, or broiled.","Of course yes, I know that. Which process do you adopt when making your steak. Do you rather grill it or  pan-fried, or broiled.","Yes, some religions do not eat pork.  It is a major part of the diet of many cultures."
2233,Homebrewing,"Homebrewing
Home brewing your own beer can be a fun and rewarding hobby, with a tasty treat at the end.","Homebrewing is the brewing of beer on a small scale for personal, non-commercial purposes.","That's very true, brewing your own beer seems very rewarding.","I love home brewing beer! It's been around for over 7,000 years and has been brewed domestically for thousands of years!"
2234,Reading (process),Is reading a means of learning how to do something you've never tried to do before?,"In addition, reading requires creativity and critical analysis.",It requires the reader to have creativity and critical analysis skills,"Yes, it can be!  It's a great way to learn new things and develop new skills!"
2235,Bacon,Bacon? what is it like?,"Bacon is prepared from several different cuts of meat, typically from the pork belly or from back cuts, which has less fat than the belly.","Bacon is made from several different cuts of meat, usually pork belly. It's salt-cured and sometimes smoked, then cooked. I like it cooked crispy. ",Bacon is delicious! It's a type of bacon made from the fat from the pig's stomach. 
2236,Horse racing,Do you know anything about the traditions here in the USA?,"Variations include restricting races to particular breeds, running over obstacles, running over different distances, running on different track surfaces and running in different gaits.",i do not but i do know there are often restrictions on certain breeds and running on different rack surfaces,I know that horse racing has a long and distinguished history and has been practised in civilisations across the world since ancient times
2237,LeBron James,LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player.,"LeBron Raymone James (; born December 30, 1984) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).","Well, I think Lebron James made the best choice, I mean he was able to give the Cavaliers a championship. Pretty amazing. ","Yea he should have stayed, he is the all time NBA playoffs scoring leader and has amassed fourteen NBA All-Star Game appearances, twelve All-NBA First Team designations"
2238,no_passages_used,"I do too, like those dogs called a Sharpei I think.  Do you know about the lifespan of a bulldog?",no_passages_used,"Bulldogs typically survive from 8-10 years, I think because of the pushed in nose, they have problems breathing later in life ","I'm not sure, but I do know that they can live up to 10 years! I love dogs with wrinkly faces!"
2239,Excedrin (brand),What is Excedrin?,"Excedrin is an over-the-counter headache pain reliever, typically in the form of tablets or caplets.",An over-the counter headache pain reliever!,"Excedrin is an over-the-counter pain reliever and anti-inflammatory medication.  It's used to treat muscle aches, headaches, and sore throats."
2240,Steak,"I tried pan fried, but I filled the house with smoke and set the smoke detectors off. Now its just grilling for me!","Steak can also be cooked in sauce, such as in steak and kidney pie, or minced and formed into patties, such as hamburgers.","Sometimes you can cook it in sauce too such as  in steak and kidney pie, or minced and formed into patties, such as hamburgers and i know by that you will not set your smoke detector on ",That sounds like a good idea. Do you like to cook your steak on the grill or do you prefer to broil it?
2241,Homebrewing,"When I got married, a friend of ours who was into home brewing made us beer and cream soda for our wedding.","Homebrewing is the brewing of beer on a small scale for personal, non-commercial purposes.",That sounds amazing haha. Must've been a pretty small scale operation though.,"That's very nice of her, it's interesting to think that beer has been brewed on the domestic level for thousands of years."
2242,Concert,Concert,A concert is a live music performance in front of an audience.,One of my favorite things to do in the summer is to attend a live concert. What about you?,I love going to concerts.  I love to see live music.  Have you ever been to a concert?
2243,Beauty salon,Beauty salon,"A beauty salon or beauty parlor (beauty parlour), or sometimes beauty shop, is an establishment dealing with cosmetic treatments for men and women.",I am opening a beauty salon in partnership with another woman. Everything will be low chemical and organic for the cosmetic treatments and for men and women.,I love going to the beauty salon.  It's a salon that specializes in hair and make-up services.
2244,Horseracing in Great Britain,Horse racing seems to be very complex and detailed.,"It generates over £3.7 billion for the British economy, and the major horseracing events such as Royal Ascot and Cheltenham Festival are important dates in the British and international sporting and society calendar.",yes horse racing alone in britain generates 3.7 billion euros,yes it is very complex and has been practised in civilisations across the world since ancient times.
2245,LeBron James,That is true. The Warriors are a formidable opponent!,"LeBron Raymone James (; born December 30, 1984) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).","Yep, and LeBron James along with Kyrie were able to take them down in 2016!","Yea, they are a great team. They are the best team in the NBA right now. I think they are going to be a tough team to beat. "
2246,Boston Terrier,Interesting - we have a Boston Terrier and he has a bit of a pushed in nose also.,"This ""American Gentleman"" was accepted in 1893 by the American Kennel Club as a non-sporting breed.","They're cool dogs, AKA ""American Gentleman"" ","Oh, well I have done a bit of research, and apparently they are muscular, hefty dogs with wrinkly faces!"
2247,Drum kit,But what has that have to do with a drum stick. Can you tell me more about it?,"If some or all of them are replaced by electronic drums, the scoring and most often positioning remains the same, allowing a standard teaching approach.",My neighbor knew I would get a headache from hearing a 6 year old beat on the drums!  At least it wasn't an electronic drum set!,Excedrin is an over-the-counter headache pain reliever.  It was invented in the United States in 1938.
2248,Steak,"Oh thats good to know, maybe I will try that next time.  I usually use sauces on it after its finished cooking","For some meats, such as pork, lamb and mutton, chevon and veal, these cuts are often referred to as chops.","In case you need some extra name to call your steak, you can say chops if you are using some meats, such as pork, lamb and mutton, chevon and veal","Yes, you can use a lot of different sauces on your steak. You can also use a variety of meats, fish steaks, ground meat steaks and pork steaks."
2249,Homebrewing,It was. He brewed in his basement. Just for personal use.,"Homebrewing is the brewing of beer on a small scale for personal, non-commercial purposes.","That makes sense, since home brewing is for non-commercial purposes.",That sounds amazing haha. It's interesting that women have dominated alcohol production on every continent until commercialization and industrialization of brewing occurred.
2250,Concert,I love concerts!  I especially enjoy music festivals!,"Indoor concerts held in the largest venues are sometimes called ""arena concerts"" or ""amphitheatre concerts"".",I agree! But living in Texas during the summer sometimes I like to attend indoor concerts in an amphitheater. Much cooler!,"I love going to music festivals! I love to see all kinds of music, but I especially love seeing the big bands."
2251,Cosmetics,That's fantastic.  I try to eat only organic due to the many benefits.,"They are generally mixtures of chemical compounds; some being derived from natural sources (such as coconut oil), and some being synthetics.","Yes, it can soak right into your body so I think that the mixtures should be derived from natural sources and avoid synthetics. Do you have any beauty treatments you like to get?","Yes, organic foods are great for the environment and the health of the human body. It is also a great way to save money."
2252,Seattle,Seattle,Seattle () is a seaport city on the west coast of the United States.,Seattle is my favorite seaport city.,"I live in Seattle, the capital of the united states. It's a great city.  Do you know much about it?"
2253,Autonomous car,"Autonomous car
I can't wait till autonomous cars are mainstream! Make my life so much easier!","An autonomous car (also known as a driverless car, self-driving car, robotic car) and unmanned ground vehicle is a vehicle that is capable of sensing its environment and navigating without human input.",Autonomous cars are the ones that are self driven without human input or intervention. Do you know that?,"Autonomous cars combine a variety of sensors to perceive their surroundings, such as radar, computer vision, Lidar, sonar, GPS, odometry and inertial measurement units."
2254,Skunk,Skunk,Skunks are mammals in the family Mephitidae.,skunks are in the family of mephtildae. ever seen a  skunk in real life?,Skunks are North and South American mammals in the family Mephitidae. They are known for their ability to spray a liquid with a strong unpleasant smell.
2255,Fantasy football (American),Fantasy football (American),"In a New York hotel room during a 1962 Raiders eastern cross-country trip, Winkenbach, along with Raiders Public Relations man Bill Tunnel and Tribune reporter Scotty Stirling, developed a system of organization and a rulebook, which would eventually be the basis of modern fantasy football.",Fantasy football traces its roots all the way back to 1962.,Have you ever played fantasy football? It's a form of football where players draft teams and try to win money by playing against each other.
2256,Horse,"Horse
Horses are beautiful animals and have been so useful to us humans for the past hundreds of years","Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",Yes they are. Humans started to use horses around 4000 BC and was believed to have become popularized by 3000 BC.,"Yes, they are.  They have evolved over the past 45 to 55 million years from a small multi-toed creature to the large, single toed animal we see today."
2257,Homebrewing,"Yeah. He didn't even sell to friends, he'd just give some as gifts sometimes, or do things like our wedding.","Beer has been brewed on the domestic level since its advent, thousands of years prior to its commercial production, although its legality has varied according to local regulation.",That's pretty nice of him. Brewing on your own has been around for thousands of years.,"That makes sense, since home brewing is for non-commercial purposes. It seems like it's a great way to give back to the community."
2258,Concert,I have never been in an amphitheater.  Does the music sound better!,Concerts often require live event support with professional audio equipment.,I think it depends upon the building. Some of the newer ones have some great professional audio equipment. Some of the older venues definitely need to be updated.,"I've never been in an amphitheater, but I've heard it can be very loud! I've also heard that the sound quality can vary depending on the size of the venue."
2259,Human hair color,I have to color my hair for premature grey hair (not so premature now).  What will you offer for color or hair care?,Hair color is the pigmentation of hair follicles due to two types of melanin: eumelanin and pheomelanin.,We will be using Organix that will chair the pgmentation of the hair follicles without using pheomelanin. It can mess up your hormones among other things. It provides great grey coverage.,I will be offering hair color and hair care for both men and women. I will also be doing hair extensions and extensions for men as well.
2260,Seattle,do you live there?,"It is the seat of King County, Washington.",I do. It is the seat of King County.,"I live in Seattle, Washington. It is the seat of King County, Washington and I love it there."
2261,History of autonomous cars,"Yes, you plug in your address and enjoy the ride.",Experiments have been conducted on automating cars since at least the 1920s; promising trials took place in the 1950s and work has proceeded since then.,Experiments have been conducted on automating cars since at least the 1920s; promising trials took place in the 1950s and work has proceeded so far,"Autonomous cars combine a variety of sensors to perceive their surroundings, such as radar, computer vision, Lidar, sonar, GPS, odometry and inertial measurement units."
2262,Skunk,I have but luckily not too closely. They are actually really cute for beingso stinky,"Different species of skunk vary in appearance from black-and-white to brown, cream or ginger colored, but all have warning coloration.","yeah haha. they actuually vary in appearance from black and white to brown, cream, or ginger colored. their coloration is all warnings though! i never knew there were so many colors",yea they are known for their ability to spray a liquid with a strong unpleasant smell. they arent cute at all
2263,Fantasy football (American),Wow! Do you know who invented it? ,"Modern fantasy football can be traced back to the late Wilfred ""Bill the Gill"" Winkenbach, an Oakland area businessman and a limited partner in the Oakland Raiders.",A man named Wilfred Winkenbach or as he was known Bill the Gill,"I'm not sure, but I do know that it was invented in the United States. It was first used in the 1950s."
2264,Horse,wow that long ago? thats older than the pyramids nearly,"Horses in the subspecies ""caballus"" are domesticated, although some domesticated populations live in the wild as feral horses.","Humans were smart enough to take advantage of them.  Horses in the ""caballus"" species are domesticated although some live in the wild as feral horses.",Yes it is. The pyramids were built in Egypt and are the most famous of all the pyramids in the world.
2265,Bachelor of Science in Nursing,"Bachelor of Science in Nursing
I dont know anyone with a Bachelors in nursing.","The Bachelor of Science in Nursing (BSN, BScN) also known in some countries as a Bachelor of Nursing (BN) or Bachelor of Science (BS) with a Major in Nursing is an academic degree in the science and principles of nursing, granted by an accredited tertiary education provider.",i dont either. The Bachelor of Science in Nursing also known in some countries as a Bachelor of Nursing,"The Bachelor of Science in Nursing (BSN, BScN) also known in some countries as a Bachelor of Nursing"
2266,Radiology,"Radiology
I'm studying to be a Radiology tech currently.",Radiology is the science that uses medical imaging to diagnose and sometimes also treat diseases within the body.,"wow, really, Radiology is the science that uses medical imaging to diagnose and sometimes also treat diseases ",Radiology is the medical specialty that uses medical imaging to diagnose and treat diseases within the body.
2267,Hair,I need to remember that brand.,Hair is a protein filament that grows from follicles found in the dermis.,"Just look into or call salons and ask about organic hair color.  Many will have natural haircolor which isn't the same thing. They have been able to change the word ""natural"" to encompass so much more than what is truly natural. Some can ruin the protein filament that grows the follicles.",Organix is one of the most popular brands of hair products in the world.  It is a brand of hair care products that has been around for a long time.
2268,Seattle,"cool, i lived on whidbey island for about a year","In July 2013, it was the fastest-growing major city in the United States and remained in the Top 5 in May 2015 with an annual growth rate of 2.1%.",It's a popular city. It was the fastest -growing in 2013.,I have never been to the island. It is located on the west coast of the United States.
2269,Autonomous car,I think it would make the road a lot safer.,Autonomous cars must have control systems that are capable of analyzing sensory data to distinguish between different cars on the road.,It is really good to know that Autonomous cars must have control systems that are capable of analyzing sensory data to distinguish between different cars.,"Yes, it would make the roads safer. Advanced control systems interpret sensory information to identify appropriate navigation paths, as well as obstacles and relevant signage."
2270,Skunk,"I didn't either, I'm going to have to Google different colored skunks later","""Skunk"" has historic use as an insult, attested from 1841.",and calling someone a skunk was actually an insult! this was attested for n 1841,they are known for their ability to spray a liquid with a strong unpleasant smell. they are also known to be omnivorous
2271,Fantasy football (American),Do you know why he invented the game? ,"In a New York hotel room during a 1962 Raiders eastern cross-country trip, Winkenbach, along with Raiders Public Relations man Bill Tunnel and Tribune reporter Scotty Stirling, developed a system of organization and a rulebook, which would eventually be the basis of modern fantasy football.",Bill the Gill did along with a man named Bill Tunnel and another named Scotty Stirling,Wilfred Winkenbach invented it because he wanted to make it so that people of different races and classes can coexist harmoniously without interference.
2272,Horse,"wow thats awesome, horses really are really cool animals","The horse has evolved over the past 45 to 55 million years from a small multi-toed creature, ""Eohippus"", into the large, single-toed animal of today.",Their evolution over the past 45 to 55 million years has been astounding. They went froma  small multi-toed create and transformed intoa  large singe-toed animal that we see in present day.,Yes they are.  They have evolved over the past 45 to 55 million years from a small multi-toed creature to the large single toed animal we see today.
2273,Bachelor of Science in Nursing,Yea seems more like a woman dominant field.,The course of study is typically three or four years.,"Yeah and somtimes, The course of study is typically 3 or 4 years.",yes it is. The course of study is typically three or four years. The difference in degree designation may relate to the amount of basic science courses required as part of the degree
2274,Radiology,Yes it fascinates me that you can see so much with it.,"The Diagnostic Radiologist, a specially trained doctor, then interprets or ""reads"" the images and produces a report of their findings and impression or diagnosis.","yes, it fascinates me too, he Diagnostic Radiologist, a specially trained doctor, then interprets or ""reads"" the images and produces a report of their findings","wow, really, Radiology is the science that uses medical imaging to diagnose and sometimes also treat diseases "
2275,Alaska,Alaska,Alaska () is a U.S. state located in the northwest extremity of North America.,I have been to every state in North America except Alaska.  Have you been? ,Have you ever been to Alaska? It's a state in the northwest extremity of North America.
2276,Fruit picking,"Fruit picking
i like fruit picking its fun",Fruit picking or fruit harvesting is a seasonal activity (paid or recreational) that occurs during harvest time in areas with fruit growing wild or being farmed in orchards.,Do you prefer picking fruit growing wild or in orchards?,Fruit picking or fruit harvesting is a seasonal activity (paid or recreational) that occurs during harvest time in areas with fruit growing wild or being farmed in orchards.
2277,Big data,Yes it's amazing what they can do.,Big data is data sets that are so voluminous and complex that traditional data processing application software are inadequate to deal with them.,"Also, it is interesting to understand this. Big data is data sets that are so voluminous and complex that traditional data processing application software are inadequate to deal with them, it is a big thing these days","It is really good to know that Autonomous cars must have control systems that are capable of analyzing sensory data to identify appropriate navigation paths, as well as obstacles and relevant signage."
2278,Steak,Steak,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",I love to eat steak. Its one of my favourite foods. Its a meat generally sliced across the muscle fibers.,I love steak!  I love the taste and texture of beefsteak is my favorite meat.
2279,Running,"Running
Every morning I get up and go for a run. It's a great way to start the day.",Running is a type of gait characterized by an aerial phase in which all feet are above the ground (though there are exceptions).,Really? I've been looking to get my feet above the ground. What time do you go in mornings?,I love to run as well.  It's a great method of terrestrial locomotion allowing humans and other animals to move rapidly on foot.
2280,no_passages_used,wow theyve been around for that many millions of years??,no_passages_used,Yea they have been around for quite some time. The population was able to survive because their anatomy allows them to use their speed to escape from predators and have a developed sense of balance.,They have been around for at least 45 to 55 million years.  They are an odd-toed ungulate mammal belonging to the taxonomic family Equidae.
2281,Bachelor of Science in Nursing,Oh do they not need anything like medical school experience,"The difference in degree designation may relate to the amount of basic science courses required as part of the degree, with BScN and BSN degree curriculums requiring completion of more courses on math and natural sciences that are more typical of BSc degrees (e.g.",Yes The difference in degree designation may relate to the amount of basic science courses required.,"The difference in degree designation may relate to the amount of basic science courses required as part of the degree, with BScN and BSN degree curriculums requiring completion of more courses on math and natural sciences that are more typical of BSc degrees"
2282,Radiology,Yes their job has to be pretty difficult to be able to see slight anomalies on an xray. ,This report is then transmitted to the Clinician who requested the imaging.,"yes it is, Their report gathered is then transmitted to the Clinician who requested the imaging.","yes, it fascinates me too, he Diagnostic Radiologist, a specially trained doctor, then interprets or ""reads"" the images and produces a report of their findings to other physicians by means of a report or verbally, and uses imaging to perform minimally invasive medical procedures."
