,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1486,Consulting firm,"Yes, we are a full service firm:  consulting, ad agency, production studios, sweepstakes and fulfillment.  It is quite a lucrative business for us.",This is called outsourcing.,Outsourcing is important for marketing firms as well.  ,"Yes, we are a full service firm.  We have offices in more than 90 countries. "
1487,Hunting,Maybe that is why I have not been in so long I love animals but my granddad was a hunter we would go hunt deer.,Hunting can also be a means of pest control.,I think I'd consider hunting if it was to do pest control. Like if there were too many delicious rabbits terrorizing the house.,"That's awesome! I've never been to a deer stand, but I'd love to visit one someday!"
1488,Shades of green,"Green is the most natural color, I think. When you look around in wild areas, most of what you see are shades of green. Has it always been your favorite color?",Many shades of green have been named after plants or are related to plants.,I think so. I'm from a very green place with many different plants of many different shades of green.,"It's always been my favorite. I love how green is associated with nature, health, and youth."
1489,Accounting,Yes. I am looking to getting into external auditing. I will be working on getting my CPA license after I graduate college.,Accounting information systems are designed to support accounting functions and related activities.,There are many systems to help with accounting that are designed to support reporting and other activities of accounting.,That sounds like a great career choice. I'm sure you will have a lot of experience preparing financial statements for the public.
1490,Hunting,oh yea i know it is,Hunting can also be a means of pest control.,it could also be considered a means of pest control,hunting and killing animals for food is a big part of our culture and culture is very important to us
1491,Computer science,What about computer science?,"Computer science is the study of the theory, experimentation, and engineering that form the basis for the design and use of computers.","computer science does not involve accounting, it is the science regarding the design of compters","YOu must love numbers! yuck,not  me... accounting is a way to measure and process financial information"
1492,Body painting,Interesting. Do like to paint or know about it?,"Body painting, or sometimes bodypainting, is a form of body art.","I like to body point sometimes, but it can get messy.","Yes, I like to paint. It's a great way to get a sense of the color wheel."
1493,no_passages_used,That does seem like it would be fun - what teams do you like?,no_passages_used,The Raiders are my favorite team and the Steelers are my girlfriends favorite.,I like the Dallas Cowboys. They have the highest average attendance of any team in the NFL. 
1494,Graphic Artists Guild,You are correct!  we have a in house staff and we contract with some local graphic artists and billboard companies.  I'm sure you have seen our work.  ,"The Graphic Artists Guild is a guild of graphic designers, illustrators, and photographers and is organized into seven chapters around the United States.",That seems interesting.  Is the Graphics Artists Guild a part of your companies resume as well?,"Yes, I have seen some of our work.  It is quite a lucrative business for us."
1495,Rabbit,Lol that is to funny now I do stay away from rabbits they are to cute to eat.,"The male is called a ""buck"" and the female is a ""doe""; a young rabbit is a ""kitten"" or ""kit"".",They are cute. It's also interesting that the males are called bucks and the females does! Just like deer!,"That's true, I think I'd be scared to go hunting if I had to kill a wild animal."
1496,Green cheese,"You know, when I was a kid I heard the moon was made of green cheese. I don't know why they said that, the moon doesn't look green. Have you ever seen a green moon?","The phrase is not commonly used to describe the colour of a cheese, though there are some cheeses with a greenish tint, usually from mold or added herbs.",I don't think so. I also don't think I've ever seen cheese with a greenish tint unless it was starting to grow mold!,"No, I've never seen a green moon. I've seen a lot of different shades of green, though."
1497,Accounting,Yeah most smaller companies use quick books,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,"Accounting was founded by Luca Pacioli in 1494, before it was modernized.","Yes, that is true. Quick books can be used by small and large businesses alike, and they can be very useful."
1498,Hunting,oh yea so they dont have over population,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.","exactly, its also not hunting if you stalk an animal but dont intend to kill it",hunting is a very important part of our culture and culture is very important for us to survive and thrive
1499,Programming language,Is it programming?,A programming language is a formal language that specifies a set of instructions that can be used to produce various kinds of output.,"it involves programming, programming languages give instructions to computers that produce many kinds of output","YOu must love numbers! yuck,not  me... accounting is a way to measure and process financial information"
1500,Portrait of an Army Doctor,That's true. I hear painting makes you relaxed.,"Portrait of an Army Doctor (in French Portrait d'un médecin militaire) is a 1914-15 painting by the French artist, theorist and writer Albert Gleizes.",Yeah I can see that. There is an army doctor who used to paint and it relaxed him.,It does. It's relaxing to look at all the different colors and see how they relate to each other.
1501,Archery,Archery,"Archery is the sport, practice or skill of using a bow to propel arrows.",How much do you know about archery?,"Archery is the art, sport, practice or skill of using a bow to shoot arrows. "
1502,Consulting firm,"No, we are a non union shop.  We have to keep our costs down since we are a discount firm.  If you ever have a need for our services, you can find us on the internet.",Consulting services are part of the tertiary sector and account for several hundred billion dollars in annual revenues.,Well it's very important to be in that tertiary sector and account for billions in revenues.  I appreciate your hard work!,"Yes, you can find us on the internet.  I'm sure you have seen our work."
1503,White-tailed deer,Do you have family that goes hunting?,"The white-tailed deer (""Odocoileus virginianus""), also known as the whitetail or Virginia deer, is a medium-sized deer native to the United States, Canada, Mexico, Central America, and South America as far south as Peru and Bolivia.",My grandfather used to hunt white-tailed deer in Mexico! He also went to Canada for them as well.,I don't have any family that goes hunting but I would love to go one day. It would be so peaceful.
1504,Skiing,Skiing,"Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",I love to go skiing in the winter time and I am pretty good at it. I used to complete at an olympic level.  ,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
1505,Shades of green,"Green
Hi there! My favourite colour is green - I love the Emerald shade. What's yours?","Green is common in nature, especially in plants.",Oh green is a lovely color! It's so common in nature. My favorite color is blue! You can see it in bodies of water.,I love green too! It is my favorite color. I also love emeralds. They are a variety of the mineral beryl (BeAl(SiO)) colored green by trace amounts of chromium and sometimes vanadium.
1506,Retirement community,Retirement community,"Youngtown, Arizona, established in 1954, was the first age-restricted community.","My grandmother lives in a community in Arizona, it's called Youngtown and it was the first age-restricted community ever.",I live in a retirement community designed for older adults who are able to care for themselves. Do you live in one?
1507,Paramedic,Paramedic,"A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",Hello! Do you like paramedics in the healthcare profession? That's my job.,Do you know anyone who is a paramedic? They are healthcare professionals that respond to medical emergencies.
1508,Cardigan (sweater),"Cardigan (sweater)
I like wearing cardigans, they make me feel fancy. Do you know anything cool about them?",A more modern version of the garment has no buttons and hangs open by design.,"Yes, i love them too! i love the modern version that has no buttons! is more considered as a robe",I know that they are a type of knitted garment that has an open front.  I love them!
1509,Archery,"When I was younger I attempted bow hunting, had my own bow and everything.  Did  lot of target practice.","The word comes from the Latin ""arcus"".",Do you know that the word has its roots from the latin word arcus?,That's awesome! I've always wanted to try archery. It's such a great sport.
1510,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,Hello! Bowling is a sport or fun activity where a player throws or rolls a bowling ball towards some targets called pins. Ever played?,I love to bowl cricket. It is the action of propelling the ball toward the wicket defended by a batsman.
1511,no_passages_used,That is exciting to travel and hunt that is one thing I never got to do.,no_passages_used,"I'd like to travel, but maybe not to hunt! I'll shoot things... with a camera! Bad pun, but you get the idea.",It sure is! I wish I could have gone with him to hunt bison! They were near extinction in the late 19th century.
1512,Ski rental problem,Wow! What basic equipment do you need for skiing?,"Ski rental is one classical toy example, where the rent/buy is the entire problem.","you need all the classic equipment like skis, boots, and pools, you can rent them from shops around town or buy them for long term use. ","You will need skis, boots, a helmet, and a good pair of skis. "
1513,Cobalt,"Mmm, I like blue too. Cobalt - that really deep blue you see in the Mediteranean sometimes","Cobalt-based blue pigments (cobalt blue) have been used since ancient times for jewelry and paints, and to impart a distinctive blue tint to glass, but the color was later thought by alchemists to be due to the known metal bismuth.",Ohhhh cobalt is specific! It was used in a lot in ancient times for jewelry and paints. Its a distinctive blue tint to glass.,"I've never heard of cobalt. I know it's used in electronics, but I don't know much about it."
1514,"Youngtown, Arizona",Age restricted?  Is that a retirement community?,"In 1996, the town, citing its age restrictions, denied extending the stay of a 16-year-old child to live in the community.","Yes, exactly. They even denied letting a 16 year old child live in the community in 1996. I assume he was trying to live with his grandparents.","Yes, it's a retirement community designed for older adults who are generally able to care for themselves."
1515,Political positions of Hillary Clinton,Wow. I honestly believe that is one of the most important and best jobs someone can do. To go out there at high speed and pressure knowing someone's job is on the line.,"Hillary Clinton, the nominee of the Democratic Party for president of the United States in 2016, has taken positions on political issues while serving as First Lady of Arkansas (1979–81; 1983–92), First Lady of the United States (1993–2001); as U.S.",I agree! Another important job is being in politics. Hilary Clinton is a great example.,"Yes, I agree. It's a tough job. Especially when you have to perform interventions with the basic and advanced equipment typically found on an ambulance."
1516,Cardigan (sweater),"I didn't know there was a modern version and an old version, what was the old version like?",A cardigan is a type of knitted garment (sweater) that has an open front.,"The old version is the regular one, knitted garment that has open front and buttons!","i'm not sure, but i do know that a pullover (or sweater) does not open in front but must be pulled over the head to be considered a cardigan"
1517,Archery,"No I did not,  what does arcus mean?","Historically, archery has been used for hunting and combat.",It means archery in Latin. It used to be for Hunting and combat until now that its a sport,"Arcus is a Latin word meaning ""arrow"" or ""bow"" and archery is a type of archery."
1518,Bowling,"I have, I am terrible at it, has there every been a famous bowler?","The maximum score is 300, which is achieved by getting 12 strikes in a row.","Earl Anthony was a famous bowler good question! Also the maximum score is 300 which is 12 strikes in a row, he probably got that or close to that amount a lot!","I'm not sure, but I do know that bowling has been traced back to the 13th century."
1519,American football,American football,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","I like football, the one played by eleven players on a rectangular field with goalposts at each end.",American football is the most popular sport in the United States.  Do you like it?  
1520,Cross-country skiing,What does it mean to compete at an Olympic level? Were you in the Olympics?,"Cross-country skiing is widely practiced as a sport and recreational activity; however, some still use it as a means of transportation.","I was a cross country skier and won many medals in the States, it qualified me to complete in the olympics. Some people today still use cross country skiing as a way of transportation. ","I competed at the olympic level, but I was not very good at it. I was just good enough to make it to the games. "
1521,no_passages_used,Yes! I believe it was used in poison bottles for some time,no_passages_used,Why were the poison bottles colored with Cobalt?,Oh yeah! Poisoned water bottles are pretty common in the Middle Ages when European artists used it in the windows of Cathedrals.
1522,no_passages_used,Sounds like it.  I've always thought it would be fun to live in one of those communities.  Having lots of things taken care of for you.,no_passages_used,"And think of all the social activities they provide as well. There is always something to do and that's a benefit for older people, so they don't end up never leaving their homes.","I agree, it would be nice to live in a retirement community where they take care of your every need."
1523,"Donald Trump presidential campaign, 2016",Yea . That's fair and I honestly believe that she would have been a much better president than Donald Trump.,"The 2016 presidential campaign of Donald Trump was formally launched on June 16, 2015, at Trump Tower in New York City.",I agree! Trump is too caught up in his own businesses and running Trump Tower.,I agree! I think she would have done a great job as First Lady. She would have been a great leader.
1524,Cardigan (sweater),Oh cool so just the buttons are different I guess. I wonder who came up with the idea of a cardigan.,"Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men’s sweaters messed up her hair when she pulled them over her head.""",i KNOW THAT COCO CHANEL IS CREDITED WITH POPULARIZING CARDIGANS for women!,"I'm not sure who came up with the idea of a cardigan, but it was named after James Brudenell, 7th Earl of Derby"
1525,Archery,That is fascinating.  Have you ever tried archery?,"Archery is the sport, practice or skill of using a bow to propel arrows.",yes I have an I love it. It's a classy sport :),I have not tried archery but I know that it is mainly a competitive sport and recreational activity.
1526,Bowling,"I am sure he did, I know a few people who have, so a pro must do it pretty often!","Three consecutive strikes is a known as a ""turkey"".","Yes i cant say i relate to those pros lol! Little known fact, three consecutive strikes is actually known as ""turkey."" Very silly if you ask me.","I bet he did! Also bowling has been around for a long time, it was traced back to the 13th century!"
1527,American football,I know so little about football of both cultures that I don't even know if that is soccer or American Football.,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.","The first American football game was played on November 6, 1869. It was a game against Rutgers and Princeton.","Yes, American football is the most popular sport in the United States and Canada has the same rules as soccer."
1528,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.",i love hunting where i get to practice killing or trapping animals.. i love the hunt of it,I love to go hunting. It's a great way to get some fresh air and exercise. Do you like to hunt?
1529,no_passages_used,I think to make them as distinctive a possible - make sure people didn't take poison accidentally,no_passages_used,Ah that's a good point! I would definitely want to avoid ingesting poison! That's a great reminder that humans tend to see brightly colored items.,That's a good point! It's interesting that in some Far East cultures the color green is used as a symbol of sickness or nausea.
1530,Broken heart,Broken heart,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",I have a broken heart. I think I have broken heart syndrome from such a bad breakup.,I have a broken heart.  It happens when a person loses a loved one.  Do you have any broken hearts?
1531,Colombia,"Yea and he has the personality of someone who should be running a prison not the country . He is too racist to be running a diverse country like america,","Colombia ( ; ), officially the Republic of Colombia (), is a sovereign state largely situated in the northwest of South America, with territories in Central America.",I totally agree. Maybe he should go to the Republic of Colombia instead.,I agree! He should be in prison for being a racist. He should never have been elected.
1532,Coco Chanel,"Oh interesting, I'm not really familiar with Coco Chanel, can you tell me more about it?",She was the founder and namesake of the Chanel brand.,Yes of course she is the founder and namesake of the chanel brand!,COCO CHANEL IS A FEMINIST AND BUSINESS WOMAN FROM FRANCE
1533,Accounting,Accounting,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.",I love how i get paid for accounting.  Accounting is the processing of financial information about businesses.  Have you taken accounting classes ever?,"Accounting is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
1534,Elvis Presley,"Elvis Presley
I still love Elvis especially his gospel music","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",Ah! The King of Rock and Roll - he was wonderful. Why are you a fan?,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
1535,Rutgers University,"Wow, that sounds like an iconic game.","Rutgers, The State University of New Jersey (), commonly referred to as Rutgers University, Rutgers, or RU, is an American public research university and is considered the largest institution for higher education in New Jersey.","Yes, Rutgers is considered the largest institution for higher education in New Jersey.","Yes, it was. The rules were based on the rules of association football, which was played in the 1870s."
1536,Hunting,I love hunting too!,"Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.","hunting down wildlife or feral animals is mostly done for sport, food, recreation and to remove predators that are dangerous to humans or domestic animals",yea i love it because i get to practice killing or trapping animals.. i love the hunt of it
1537,Evolutionary psychology,Yeah - we're really attracted to bright shades. I wonder if it's an evolutionary thing - maybe it made it easier to find food,"Some evolutionary psychologists apply the same thinking to psychology, arguing that the modularity of mind is similar to that of the body and with different modular adaptations serving different functions.","Well some evolutionary psychologists argue that psychology is all modular to the mind, to help make decisions fasters and avoid things easier because of bright colors.",I think so! Humans have always been attracted to bright colors. It's a trait that's been around for a long time.
1538,Broken heart,Sorry to hear that. What are the symptoms of a broken heart?,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.",It's like physical and mental pain that you feel after losing such an important relationship. It won't go away.,I think it's just the pain of a broken heart. It can last for months or even years.
1539,Cod,"Cod
are there a lot of different types of cod or just the one","The two most common species of cod are the Atlantic cod (""Gadus morhua""), which lives in the colder waters and deeper sea regions throughout the North Atlantic, and the Pacific cod (""Gadus macrocephalus""), found in both eastern and western regions of the northern Pacific.","There are plenty of different types of Cod, but the two most common ones are Atlantic Cod and Pacific Cod","Yes, there are two types, the Atlantic cod and the Pacific cod. They are both found in the colder waters of the North Atlantic."
1540,Skiing,"Skiing
Are you a fan of skiing? I heard it's a difficult sport.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",I'm not really a fan - we don't have much snow where I am - but i know it can be a competitive winter sport.,"I'm not a big fan of skiing, but I know it has a history of almost five millennia."
1541,List of master's degrees in North America,No I have a masters in math but I have never taken any accounting classes,This list refers to specific master's degrees in North America.,I respect your masters in math.  It's amazing to think how many masters degrees exist out there depending on the college.,The modern field of accounting was established in the 14th century.  Luca Pacioli was the first person to do it.  
1542,Graceland,"I am not really sure, I grew up listening and continued to listen when I became an adult, I also went to Graceland when I was 20","Graceland is a mansion on a estate in Memphis, Tennessee, United States, that was owned by Elvis Presley.",The mansion in Tennessee?,That's awesome! He was one of the most celebrated and influential musicians of the 20th century.
1543,Rutgers Scarlet Knights,I have definitely heard of Rutgers before.,"In sports, Rutgers is chiefly known for being the ""Birthplace of College Football"", hosting the first ever intercollegiate football game on November 6, 1869 in which Rutgers defeated a team from the College of New Jersey (now Princeton University) with a score of 6 runs to 4.","Rutgers is known for being the ""Birthplace of College Football:, this is due to hosting the first ever intercollegiate football game.","Yes, Rutgers was founded in 1766. It is the oldest college in the United States. "
1544,Hunting,What kind of animals do you like to hunt?,"The pursuit, capture and release, or capture for food of fish is called fishing, which is not commonly categorised as a form of hunting.","well i like fishing, catch and release, or catching for food is always nice and relaxing","i like to hunt deer, elk, turkey, fox, raccoon, etc.. i love the hunt of it"
1545,Motivation,"Motivation
I have problem getting motivated","Motivation is the reason for people's actions, desires, and needs.",motivation is peoples reason for there actions I think ,"Motivation is derived from the word ""motive"" which is defined as a need that requires satisfaction."
1546,Broken heart,That sounds painful. What can be done about it?,"The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.",I don't know. I guess time. The cortex in the brain gets overstimulated from the stress and and cause nausea and muscle tightening in the chest. I need to keep myself occupied.,There's nothing you can do about it. It's like a physical and mental pain that you feel after losing such an important relationship.
1547,Cod,oh cool! Do you have a favorite?,"Cod is popular as a food with a mild flavour and a dense, flaky, white flesh.","I love all cod because it has a great mild flavour and a dense, flaky white flesh! ",I like Pacific Cod because it is found in both the eastern and western regions of the Atlantic Ocean.
1548,Shaun White,That's true. Have you heard of Shaun White?,He is a two-time Olympic gold medalist.,I actually do know who that is and what he looks like!  He's a two-time Olympic gold medalist!,"Yes, he is a three-time Olympic gold medalist. He also holds the record for the most X-Games gold medals and most Olympic gold medals by a snowboarder."
1549,Nursing,Yes there are lots of masters degrees out there.  Mine was in pure mathematics - I prefer the theoretical over actual numbers like in accounting,"Nursing is a profession within the health care sector focused on the care of individuals, families, and communities so they may attain, maintain, or recover optimal health and quality of life.",Nursing is interesting too because it's a profession within the health care sector to help maintain the health of people  What's your favorite type of math?,I agree.  It's interesting to think about the history of mathematics.  There are many different writings on it.
1550,Tennessee,"Yes, I was not really that big of a fan to go there, but it was time and chance and we decided to go","The Appalachian Mountains dominate the eastern part of the state, and the Mississippi River forms the state's western border.",Have you visited the Appalachian mountains? I've heard they are incredible,"I have never been to Graceland, but I know it is a private estate in Memphis, Tennessee."
1551,Accounting,Accounting,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.","i love accounting due to the measurement, processing and communication of financial information about economic entities","Accounting is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
1552,Hunting,Fishing is fun but can take some time,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",yea it can but it is also not considered hunting to pursue animals without intent to kill them such as in wildlife photography or birdwatching,"well i like fishing, catch and release, or catching for food is always nice and relaxing is always fun"
1553,Motivation,"Oh yeah. I do not find reason to do anything, I just want to be idle and do nothing ","Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?,motivation results from the interaction of both the conscious and unconscious factors. it can be hard to get
1554,Carnitine,"Bodybuilding supplement
I like to take L-Carnitine for my long runs, it seems to help my endurance. Do you take any supplement?",Carnitine was discovered in 1905 as a result of its high concentration in muscle tissue.,"I don't, no. I know Carnitine was discovered in 1905, so it has been used for a long time, but I just try to follow the principles of good nutrition. ","Yes, I take a lot of supplements to help me with my bodybuilding goals. I also take them to help with my weight loss."
1555,Cod,is it kind of meaty would you say?,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).","I would say it is ore fishy, but it can also be processed to make cod liver oil which provides vitains A, D and D along with omega-3-fatty acids which are really good for you! ","I would say it's a little meaty, but it's not too bad. It's actually one of the most widely consumed fish in the world!"
1556,no_passages_used,He's pretty good at snowboarding! I heard he did well in the last Olympics.,no_passages_used,Shaun White I think also holds the record for most Xgames medals.,He sure is!  He's also a two-time Olympic medalist in the halfpipe!
1557,Nursing,I love pure mathematics such as number theory and combinatorics.  I love studying prime numbers,"Nurses may be differentiated from other health care providers by their approach to patient care, training, and scope of practice.",I find it amazing that nurses have a great variety of specialties and have the authority of prescribing medications.  Do you ever seek further knowledge in math or do you just work with a math related job?,That's really interesting.  I've never heard of that type of math before.  What's your favorite math subject?
1558,Elvis Presley,"No I didnt do that, Elvis was an icon, and I guess always will be","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",Definitely - what an amazing career. Started back in 1954 I believe?,"Yes, he was the King of Rock and Roll, he had a huge effect on the broader scope of music"
1559,Accounting,i have taken some accounting classes in school,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,the modern field was esetablished by the italian mathematician luca pacioli in 1494,i love it because it involves the preparation of financial statements available to the public and the relevant stakeholders.
1560,Music festival,"Music festival
I really love music and dancing",Some festivals are focused on women’s music.,"Yeah, I like music too, I have a lot of favorite female singers. I like music festivals too.",Me too! I love going to music festivals! It's so much fun to see all the different types of music!
1561,Motivation,DO you mean maybe what i am doing is not what doing. Is there any cure i can have to get out of this,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?,well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?
1562,Bodybuilding supplement,"Yes that too, but I believe athletes are always looking for an edge. and as long as it is legal to use it is ok.","Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.","I think there are a lot of things that are technically legal but the government doesn't regulate a lot of these things so they may not be safe, so I think it is important to do your homework. I have two sons who are college athletes, and they are discouraged from using supplements.","Yes, I think it is great that it is legal to use supplements. I know Eugen Sandow, the first modern bodybuilder in the West, advocated the use of dietary control to enhance muscle growth. "
1563,Cod,wow that's insanely good for you! I would have to try that!,"In the United Kingdom, Atlantic cod is one of the most common ingredients in fish and chips, along with haddock and plaice.",Another great thing you can try is fish and chips if you are ever in the United Kingdom! Atlantic cod is the most common ingredient in fish and chips in the UK ,I would love to try that! I also love that it is one of the most common ingredients in fish and chips!
1564,Shaun White,"I did not know that. I can believe it, though. He is one of the best.","He was born with a Tetralogy of Fallot, a congenital heart defect for which he endured two open-heart operations before the age of one.",He was actually born with a pretty severe heart defect - he had two open heart surgeries before the age of one,"He was born in San Diego, California. His ancestry includes Irish and Italian.  I think that's pretty cool."
1565,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Are you familiar with Elvis Presley, the American singer? He also acted.  ","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
1566,Cardigan (sweater),"Cardigan (sweater)
I love to wear Cardigan's in the winter. Do you own any?",A cardigan is a type of knitted garment (sweater) that has an open front.,"A cardigan is also called sweater,is a type of knitted garment ","Yes, I have a couple. They are a type of knitted garment that has an open front."
1567,Accounting,"i have never heard of Luca Pacioli, so he came up with accounting?","Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.","yes , and accounting has been called the language of business, meaures the results of an organization's economic acitivites and conveyes this information to a variety of users","yes, he was an italian mathematician who invented the concept of financial accounting in the 15th century"
1568,Music festival,"So, have you ever been to music festival?","They are commonly held outdoors, with tents or roofed temporary stages for the performers.","Nope, but I would really like to. I'm scared of getting too hot, it's outdoors so there's a chance.","No, I have never been to a music festival, but I would love to go to one someday."
1569,Motivation,I can see you repeated the same thing and means you have nothing more to say about it. Do you have any scientific study on motivation,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?,well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?
1570,Bodybuilding supplement,"yes, that seem reasonable since sometimes we don't know what long terms effects these supplements can have on health.  However some of them seems pretty sfe and have been around for a lot of time.",A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,Agreed! Many herbal concoctions have been used since ancient times and are surely just fine!,"I agree, I think it is important to do your homework and make sure you are getting the information you need. I know some of the supplements that are marketed as ""natural"" are actually derived from animal products."
1571,no_passages_used,"oh I would love to go there one day, I hear it's the best! I live in the desert so fish here is definitely NOT fresh",no_passages_used,"That is too bad! I love sea food, especially cod because its flavor is a lot more mild than most fish","I would love to go to the UK and try fish and chips, but I'm not sure if they have fresh fish in the desert! "
1572,Winter,"Winter
I love winter, it's my favorite season of the year. What do you like about it?",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,I love winter because it is so cold and cozy.,I love winter because it is the coldest season of the year in polar and temperate zones.
1573,Elvis Presley,I am indeed. I used to love watching his movies on tv when I was a child. Didn't he die back in the 70s?,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Yes, he died on August 16, 1977. I remember it was a huge deal when he died, but I was just a kid. ","Yes, he died suddenly in 1977 at his Graceland estate at the age of 42.  "
1574,Cardigan (sweater),What else can you tell me about them?,A more modern version of the garment has no buttons and hangs open by design.,garment has no buttons and hangs open by design,Commonly cardigans have buttons: a garment that is tied is instead of considered a robe. 
1575,Accounting,"i was going to be an accountant but other things came up, i wished i have stuck with it","The terms ""accounting"" and ""financial reporting"" are often used as synonyms.",well accounting and financial report are often used as synonyms ,"the terms ""accounting"" and ""financial reporting"" are often used as synonyms for accounting "
1576,Music festival,"Wow, maybe u need to try it, its so interesting","A music festival is a community event oriented towards live performances of singing and instrument playing that is often presented with a theme such as musical genre (e.g., blues, folk,  jazz, classical music), nationality, or locality of musicians, or holiday.",Have you been to one before? What kind of music festival? Blues? Folk? Jazz?,"Yeah, it's a lot of fun. It's also a great way to meet new people."
1577,Accounting,Accounting,"Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.",I am an accountant. It's called the language of business!,"Accounting is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
1578,Bodybuilding supplement,"yes, however I would avoid any prepaid ""special formulas"" where you really don't know what you are taking.",Athletes in ancient Greece were advised to consume large quantities of meat and wine.,In ancient Greece athletes were told to consume lots of wine and meat. Maybe I'll stick to that! LOL,I agree! I think it is important to do your homework before you take any supplements.  Especially if you are worried about the long term effects.
1579,Bowling,"Bowling
Hi, do you go bowling often",It is one of the major forms of throwing sports.,Not really even when bowling is one of the major forms of throwing sports.  Do you?,"Yes, I love to bowl. It's a sport where you use your elbow to propel the ball toward the wicket."
1580,Winter,Me too. What about the average temperatures during the season?,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"It depends, but winter can get really cold, like below freezing.","I'm not sure, but I know it is the coldest season of the year in polar regions."
1581,Elvis Presley,Me too. I remember he was very popular. Did he have a lot of big hits?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.","Yes, he had tons. Rock and roll was a new thing back then, and he had a bunch of chart-topping records.","Yes, he had a lot of hits. He was one of the most significant cultural figures of the 20th century. "
1582,Cardigan (sweater),Do you know where they originated?,"The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava during the Crimean War.","The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava ,it was a period of the crimean war","The cardigan was named after James Brudenell, 7th Earl of Derby, who was an English politician"
