,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1603,Fathers' rights movement by country,"Single parent
Hi, I am a single parent. I live alone with my children. Do you know any single parents?","As with other fathers' rights activists, Australian organizations focus on issues of erosion of the family unit, custody, access, child support, domestic violence (including false allegations, and violence against men), child abuse, maintenance, the reintroduction of fault into divorce proceedings, biased and adversarial court systems and secrecy issues.","Yes, my younger brother is a single parent.  He had a lot of trouble getting his kids out of a bad situation, but thanks to the Father's Rights Movement, he finally succeeded. ","I don't, but I know a lot of single parents. I have a friend who is a single parent."
1604,no_passages_used,"I understand, do you know any famous linebacker?",no_passages_used,My favorite is Dik Butkus of the Chicago Bears. He is now retired but he was fun to watch.,"I don't, but I do know that linebackers are usually on the defensive side of the line of scrimmage."
1605,Official state car,I think BMW is a very reliable and well made brand.,"An official state car is a car used by a government to transport its head of state or head of government in an official capacity, which may also be used occasionally to transport other members of the government or visiting dignitaries from other countries.","It is a very reliable car, so much that it is an official state car for transporting members of the government","I like the fact that it was founded in 1916 and has its headquarters in Munich, Bavaria."
1606,Fantasy football (American),I've never played. I don't know much about it. How do you do it?,Fantasy football is a game in which the participants serve as the general managers of virtual professional gridiron football teams.,"well first you get to be the fantasy ""general Manager"" of your team","Well, you have to have a team of 16 players, and you need to have at least $200,000 to participate."
1607,Swiss Chalet,"No, but if i ever go to Quebec i will definitely visit that restaurant","Swiss Chalet is a Canadian chain of casual dining restaurants founded in 1954 in Toronto, Ontario.","If you don't make it to Quebec, every other place in Canada has chain called Swiss Chalet. It's pretty similar. ","St Hubert is most popular in Quebec, and in other French-Canadian areas such as Eastern Ontario (Ottawa, Cornwall, Rockland and Hawkesbury), and New Brunswick (Edmundston, Bathurst, Moncton and Fredericton)."
1608,Wicked (musical),"I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz.","It is based on the 1995 Gregory Maguire novel """", an alternative telling of the 1939 film ""The Wizard of Oz"" and L. Frank Baum's classic 1900 novel, ""The Wonderful Wizard of Oz"".","I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that?","I've never seen that one.  I know it was based on a book by Frank Baum, though."
1609,Aquarium,Aquarium,"An aquarium (plural: ""aquariums"" or ""aquaria"") is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.",An aquarium is a vivarium of any size having at least one transparent side ,I love going to the aquarium. It is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.
1610,Kobe beef,"Ahh, well that does make sense.. I'm sure you can't buy the legitimate Kobe Beef for a cheap price here in the USA...",Japan was effectively isolated from the rest of the world from 1635 until 1854; there was no possibility of intromission of foreign genes to the cattle population during this time.,Part of the reason Kobe is so specialized is because Japan was effectively isolated from the rest of the world from 1635 until 1854; there was no possibility of intromission of foreign genes to the cattle population at the time.,"I'm sure you can find it at a decent price online, but it's hard to get a good deal on it here in the US."
1611,no_passages_used,"That is great to hear. Single dads are much more frequent than they used to be. I am glad that the legal system is recognizing we are just as capable as females, lol.",no_passages_used,"Yes, father's are just as capable as parents.  I know I am a great parent to my children, but I am blessed that they also have a great mother.","Yes, I agree.  It's amazing how far we've come in the last few decades.  I'm glad that single moms are getting the support they need to raise their kids."
1612,Chicago Bears,So Chicago Bears is you favorite football team?,"The Chicago Bears are a professional American football team based in Chicago, Illinois.",Yes the Bears have been my favorite my whole life. I have been to their games twice.,"Yes, I love the Bears. They have won nine NFL Championships, including one Super Bowl, and hold the NFL record for the most enshrinees in the Pro Football Hall of Fame and the most retired jersey numbers."
1613,BMW,I can believe it. My room mate has a smw station wagon that was great.,"BMW produces motor vehicles in Germany, Brazil, China, India, South Africa and the United States.","BMW is not only built in Germany but also in Brazil, China, and the US","It is a very reliable car, so much that it is an official state car for transporting members of the government"
1614,Fantasy football (American),So how do you choose the teams? Are the wins based off of real football?,The competitors choose their team rosters by participating in a draft in which all players of a real football league are available.,"all of the people (managers) involved participate in a draft, you get to pick real players in the NFL",you pick the teams based on how many points you have and how many games you have left in the season
1615,Barbecue chicken,Thinking of rotisserie chicken makes me so hungry :),"Barbecue chicken consists of chicken parts or entire chickens that are barbecued, grilled or smoked.","Me too! I also love BBQ chicken, especially on a grill.",Yes! I love how the rotisserie cooks the meat evenly in its own juices and allows easy access for continuous self-basting. 
1616,Rock music,Rock music,"Rock music is a broad genre of popular music that originated as ""rock and roll"" in the United States in the early 1950s, and developed into a range of different styles in the 1960s and later, particularly in the United Kingdom and in the United States.",How do you feel about rock music as a genre?,"Rock music is a broad genre of popular music that originated as ""rock and roll"" in the United States in the early 1950s"
1617,Aquarium,What is a vivarium? I've never heard that term before.,"An aquarium (plural: ""aquariums"" or ""aquaria"") is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.",They used for keeping plants or animals ,"The term ""aquarium"", coined by English naturalist Philip Henry Gosse, combines the Latin root ""aqua"", meaning water, with the suffix ""-arium"", meaning ""a place for relating to"
1618,Hiking,"Hiking
I love going for hikes in nature for exercise.","Hiking is the preferred term, in Canada and the United States, for a long, vigorous walk, usually on trails (footpaths), in the countryside, while the word walking is used for shorter, particularly urban walks.","It is one of my favorite hobbies as well, Hiking is the preferred term, in Canada and the United States","Hiking is the preferred term, in Canada and the United States, for a long, vigorous walk"
1619,Joint custody,My kids also spend time with their mother. We have joint custody so they switch between our houses. They are doing great!,"Joint custody has two main forms: In joint custody both parents are custodial parents and neither parent is a non-custodial parent, or, in other words, the child has two custodial parents.","Is there a single one of you that is listed as the custodial parent?  I cannot imagine having to be away from my kids for a couple weeks at a time, but I am sure if it is an unhealthy marriage, joint custody is better.",That is great.  I am so glad that we have joint custody.  It would be so hard to have sole custody.
1620,no_passages_used,Are they good players?Did they win any championship?,no_passages_used,The Bears won the 1985 Super Bowl. Since then they have had good years and bad years.,"Yes they have won nine NFL Championships, including one Super Bowl, and hold the NFL record for the most enshrinees in the Pro Football Hall of Fame and the most retired jersey numbers."
1621,French fries,"French fries
I just ate lunch and had some really good fries. ","French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.","Nice, always good, even with different names like chips, as they call them in British English.","Me too! They are usually salted and, depending on the country, may be served with ketchup, vinegar, mayonnaise, tomato sauce, or other local specialties."
1622,Appletini,Appletini,"An Apple martini (Appletini for short) is a cocktail containing vodka and one or more of apple juice, apple cider, apple liqueur, or apple brandy.","I recently learned about a drink called an ""appletini."" It consists of vodka and some apple component - like juice or liqueur.",Appletini is a traditional Italian drink. Do you like Appletini's? I do.
1623,Christmas,Christmas,"Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration among billions of people around the world.","Cant wait for another christmas in a couple of months from now.Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration ",Christmas is my favorite holiday.  It is observed primarily on December 25 as a religious and cultural celebration among billions of people around the world.
1624,Progressive rock,"I am not a huge fan, but I can listen to some. What about yourself?","Progressive rock (shortened as prog; sometimes called art rock, classical rock or symphonic rock) is a broad subgenre of rock music that developed in the United Kingdom and United States throughout the mid to late 1960s.","I like progressive rock a ton, I'm a spastic person so I like music that changes it up constantly, you may hear 100 different motifs in a progressive rock song vs a traditional rock song which may have 1 or 2","Rock music is a broad genre of popular music that originated as ""rock and roll"" in the United States in the early 1950s"
1625,Aquarium,"Oh, ok. I have always wanted a fish aquarium, but it seems like a lot of work.","Fishkeepers use aquaria to keep fish, invertebrates, amphibians, aquatic reptiles such as turtles, and aquatic plants.",Fish keepers use aquaria to keep fish,"Fishkeepers use aquaria to keep fish, invertebrates, amphibians, aquatic reptiles such as turtles, and aquatic plants."
1626,Hiking,What do they call it elsewhere?,"On the other hand, in the United Kingdom, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking, whether it is a walk in the park or backpacking in the Alps.","in the United Kingdom, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking","In the UK, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking"
1627,Parenting coordinator,"In my state we don't have to list a custodial parent. We split everything down the middle, including expenses and decisions. If we disagree we talk with a Parenting Coordinator.","There are 10 states as of May 2011 that have passed legislation regarding parenting coordinators: Colorado (since 2005), Idaho (2002), Louisiana (2007), New Hampshire (2009), North Carolina (2005), Oklahoma (2001), Oregon (2002), Texas (2005), and Florida (2009).","The whole concept of a Parenting Coordinator is new to me.  My state does not have that option, instead one parent is chosen as a custodial parent, and the other generally has to pay the bulk of any expenses, and see the children less often.",That sounds like a great arrangement.  I am so glad that there is a Parenting Coordinator.  It sounds like it would be a great resource.
1628,Vanilla,Vanilla,"Vanilla is a flavoring derived from orchids of the genus ""Vanilla"", primarily from the Mexican species, flat-leaved vanilla (""V. planifolia"").",Do you like the flavor vanilla? It's my favorite ice cream flavor. It comes from a Mexican plant species.,"Vanilla is a flavoring derived from orchids of the genus ""Vanilla"", primarily from the Mexican species, flat-leaved vanilla"
1629,French fries,"I wish I didn't like them. They are pretty high in carbs. They seem to be good just about any way you make them. except soggy maybe , and cold","Fries in America are generally salted and are almost always served with ketchup, but in many countries they have other condiments or toppings, like vinegar, mayonnaise, or other local specialties.","Yes,  prefer to eat less carbs, but when I eat them I prefer them alone sauce instead of ketchup, as they are usually served.","Yes, and they are usually salted and, depending on the country, may be served with ketchup, vinegar, mayonnaise, tomato sauce, or other local specialties."
1630,Bloody Mary (cocktail),"That sounds very delicious! Apples are one of my favorite things, and vodka too! Are there any drinks you enjoy?","A Bloody Mary is a cocktail containing vodka, tomato juice, and combinations of other spices and flavorings including Worcestershire sauce, Hot Sauce, piri piri sauce, garlic and herb sauce, beef consommé or bouillon, horseradish, celery, olives, salt, black pepper, lemon juice, lime juice and/or celery salt.",I like a good Bloody Mary because of all of the savory spices and flavorings added in. How about you?,I like a lot of different types of cocktails. My favorite is a martini. It was created in 1996 at Lola's West Hollywood restaurant.
1631,Santa Claus,"Christmas is my favorite time of the year! I just love having a big tree, decorating the house with lights, hanging stockings, wrapping gifts, and the anticipation from my children of Santa coming.","Santa Claus, also known as Saint Nicholas, Kris Kringle, Father Christmas, or simply Santa, is a legendary figure originating in Western Christian culture who is said to bring gifts to the homes of well-behaved (""good"" or ""nice"") children on Christmas Eve (24 December) and the early morning hours of Christmas Day (25 December).","Yeah the special gifts from santa Claus, also known as Saint Nicholas, Kris Kringle, Father Christmas, or simply Santa, is a legendary figure originating in Western Christian.","Christmas Day is a public holiday in many of the world's nations, is celebrated religiously by a majority of Christians"
1632,no_passages_used,"Really? That is actually quite interesting when you present it in that matter. Could you perhaps go in depth about what a motif is. I've heard of it, but not familiar.",no_passages_used,"A motif is basically like an idea, so if I wanted to paint you a picture of an ocean so that you could interpret it as an ocean, I would paint it blue, blue would be the motif in that case","A motif is a musical phrase or phrase that is used in a song, I like to think of a motif as a melody that is repeated over and over again"
1633,Aquarium,I had a guinea pig one time that I kept in an aquarium. Maybe someday I will have a fish aquarium for my grandchildren. They might like that.,"The aquarium principle was fully developed in 1850 by the chemist Robert Warington, who explained that plants added to water in a container would give off enough oxygen to support animals, so long as the numbers of animals did not grow too large.",Really? The aquarium principle was fully developed in 1850,"The term ""aquarium"", coined by English naturalist Philip Henry Gosse, combines the Latin root ""aqua"", meaning water, with the suffix ""-arium"", meaning ""a place for relating to"
1634,Hiking,"Well that's interesting, but seems like it could get confusing! I bet humans have been hiking ever since we could walk though!","The term bushwalking is endemic to Australia, having been adopted by the Sydney Bush Walkers club in 1927.","yeah hiking has been around for ever, The term bushwalking is endemic to Australia","In New Zealand, a long, vigorous walk or hike is called tramping.  So I guess we have been hiking for a long time"
1635,Joint custody (United States),"Yeah, that is the old model. I don't think it is very fair to the non-custodial parent. I am happy we are both very involved in the important decisions.","In England, prior to the nineteenth century, common law considered children to be the property of their father.","In the old days, children were believed to belong to the father, as the default.  ","Yes, I agree.  I think it is a shame that there are so many different types of child support, and it is so hard for the non-custodial parent."
1636,Vanilla,"Yes!  Vanilla gets a bad reputation as being a ""bland"" and ""boring"" flavor, but it's the basis for a lot of other flavors and mix-ins.","The word ""vanilla"", derived from , the diminutive of the Spanish word (""vaina"" itself meaning sheath or pod), is translated simply as ""little pod"".","Yes, absolutely. It's a very subtle flavor that is rich at the same time, if that makes sense. The word vanilla comes from Spanish ""vaina"" which means ""little pod"".","It's interesting that the word vanilla is derived from the Spanish word ""little pod"". It means sheath or pod."
1637,French fries,I guess you get the full flavor that way. Ketchup and potato chips go well together too. I like the crinkle cut fries too.,"Fries can be topped more heavily, as in the dishes of poutine and chili cheese fries.","They can also be topped more heavily, as in poutine and chilli cheese fries.  I also like them a lot with Bernaise sauce.","Yes, I like mine with ketchup, vinegar, mayonnaise, tomato sauce, or other local specialties."
1638,Rum and Coke,"I really enjoy a rum and coke. I can't stand Bloody Marys myself, I'm not a big fan of tomatoes. They're better in salsa!","The cocktail originated in the early 20th century in Cuba, after the country won independence in the Spanish–American War.","Ah, and I'm no fan of Rum and Coke! My apologies to Cuba, where the drink originated, it just doesn't do it for me...",I love salsa! It's a great way to pair with a Bloody Mary. It's so tasty!
1639,Santa Claus,Do you know the time period that Santa Claus orginated?,"The modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas and the Dutch figure of ""Sinterklaas"" (himself also based on Saint Nicholas).","modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas ","The modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas and the Dutch figure of ""Sinterklaas"" (himself also based on Saint Nicholas)."
1640,Pecan pie,Pecan pie,"Pecan pie is a pie of pecan nuts mixed with a filling of eggs, butter, and sugar (typically corn syrup).","I like to bake pecan pie it is east to make with pecans, eggs, butter, and sugar","I love pecan pie! It is a pie of pecan nuts mixed with a filling of eggs, butter, and sugar."
1641,Ice cream,Ice cream,Ice cream (derived from earlier iced cream or cream ice) is a sweetened frozen food typically eaten as a snack or dessert.,"I love ice cream, the sweetened frozen food eaten as a snack or dessert.",I love ice cream. It is a sweetened frozen food typically eaten as a snack or dessert.
1642,Hiking,"Bushwalking sounds funny, but relevant! That makes sense, haha!",A day hike refers to a hike that can be completed in a single day.," A day hike refers to a hike that can be completed in a single day, those are my favorites although i do like camping","Bushwalking is also used in the United Kingdom, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking"
1643,Parenting,Parenting,Parenting refers to the intricacies of raising a child aside from the biological relationship.,"Parenting sure is hard, the difficulties of raising a child is a big responsibility.",I am a parent and I love raising my children.  Parenting practices reflect the cultural understanding of children.
1644,Vanilla extract,Yeah that little pod contains the black seeds that contain all the flavor.  Alton Brown showed me on his show how to extract vanilla from the pod.,Pure vanilla extract is made by macerating and percolating vanilla pods in a solution of ethanol and water.,Apparently that is done by macerating and percolating the vanilla pods. You put it in a solution of water and ethanol.,"I've never seen that show, but I've heard of Alton Brown. He's an American chef and television personality."
1645,French fries,Haven't tried that . The average American eats 30 pounds of  French Fries a year believe it or not !,"A baked variant of the French fry (""oven chips"") uses less or even no oil.","Wow, that is alot! I sometimes prepare the baked variant not so much because it is lower in fat but because it is easier and less messy.","They can also be made from ""kumara"" or other sweet potatoes instead of potatoes.  I also like them a lot with Bernaise sauce."
1646,Social anxiety,"Social anxiety
I have social anxiety. Do you know anything about that?",Social anxiety can be defined as nervousness in social situations.,"Yes, i used to have social anxiety. It can be defined as nervousness in social situations ","Yes, social anxiety is nervousness in social situations.  I have it myself.  Do you have any disorders associated with the social anxiety spectrum?"
1647,Overwatch (video game),Overwatch (video game),Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,"I play a lot of video games, especially Overwatch. It is a first-person shooter video game.",Have you ever played Overwatch? It's a video game developed by Blizzard Entertainment. Do you like it?
1648,Apple pie,"Im allergic to pecans, unfortunately i cant eat those. i love apple pies though! those are deliciosu!","An apple pie is a pie or a tart, in which the principal filling ingredient is apple.",that is terrible apple pie is so tart,"I love apple pie too, it is popularly served at holiday meals in the United States and is considered a specialty of Southern U.S."
1649,Ice cream,What flavour?,"It is usually made from dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavors.","Vanilla is my favorite, and made from milk and cream, as is usually done.","It is usually made from dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavors."
1650,no_passages_used,Interesting! Do they have a separate term for a hike that takes longer?,no_passages_used,"i am sure there is although i dont know it hahah, i think im going a day hike next weekend","in new zealand a long, vigorous walk or hike is called tramping, i think that is funny"
1651,Parenting,"Oh, yes I can imagine. I see how stresses out parents can get. ","Parenting skills vary, and a parent with good parenting skills may be referred to as a ""good parent"".","Yeah I'm really concerned with such a wide skill level of parents, I really want to be referred to as a good parent.","Yes, it can be very stressful, especially if you are a parent of a child with special needs."
1652,Couscous,"Such an intense process, right!  Just so people can dismiss the flavor as ""boring.""  Anyway, have you ever tried vanilla in couscous?  It's usually used in ice cream, but vanilla can make an interesting desert couscous.","Couscous ( ' ; ') is a Maghrebi dish of small (about 3mm diameter) steamed balls of crushed durum wheat semolina, usually served with a stew spooned on top.",I've never actually thought about vanilla in couscous. They're steamed balls of crushed durum wheat semolina. It is usually served with stew. Do they add the stew and vanilla?,"I haven't, but I've heard of couscous. It's a type of cous cous that originated in Mesoamerica."
1653,Chocolate,Chocolate,"Chocolate is a typically sweet, usually brown food preparation of ""Theobroma cacao"" seeds, roasted and ground.",Hey there. Have you ever thought about where chocolate comes from?,"I love chocolate! It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods."
1654,Social anxiety,I definitely get nervous around lots of people. How did you overcome your social anxiety? ,"Nearly 90% of individuals report feeling a form of social anxiety (i.e., shyness) at some point in their lives.",Nearly 90% of people report feeling a form of social anxiety at some point in there lives. I find that mediation helped a lot since it helps you look at like through a different perspective ,"I used to avert my gaze, show fewer facial expressions, and show difficulty with initiating and maintaining conversation."
1655,Overwatch (video game),i have heard about Overwatch but never played it .,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,It is released by Blizzard Entertainment.,Overwatch is developed and controlled by Blizzard Entertainment. It is a shooter video game. I haven't played it yet.
1656,Pecan pie,What other flavors of pie are there?,Most pecan pie recipes include salt and vanilla as flavorings.,"Well I mainly make pecan because it is so delicious and usually includes vanilla, and salt to balance the taste ","there is apple pie with figs, raisins, pears and pears. it is so good"
1657,Ice cream,Mine is strawberry,It is typically sweetened with sugar or sugar substitutes.,"Really, that has never been one of my favorites.  And do you prefer it sweetened with sugar or sugar substitutes?","Strawberry is my favorite too, but I also like sorbet and sorbet ice cream."
1658,American literature,"American literature
I've always been interested in American literature.  I find the culture and writing styles very different from other countries.  Are you knowledgeable in American literature?",The American literary tradition thus began as part of the broader tradition of English literature.,I know that it began in America as part of the broader tradition of English literature.  It is greatly influenced by English Literature.,"Yes, I love American literature. It was written or produced in the United States and its preceding colonies."
1659,Parenting,There is so much to learn online and there are thousands of books on Amazon to help you out. I think though that we inherently know how to raise our own children though. ,Governments and society may have a role in child-rearing as well.,Yeah I am even more concerned even If i do everything right how can I protect them from the harm government and society may have on them.,"Yeah I think so too, there is so much to learn online and there are thousands of books on Amazon to help you out."
1660,Truck driver,Truck driver,"A truck driver (commonly referred to as a trucker, teamster or driver in the United States and Canada; a truckie in Australia and New Zealand; a lorry driver, or driver in Ireland, the United Kingdom, India and Pakistan) is a person who earns a living as the driver of a truck (usually a semi truck, box truck or dump truck).","Hi there, Im a truck driver or ""trucker""",I work as a truck driver. I drive a semi truck for a living. Do you drive?
1661,Chocolate,"I haven't, but I bet it is fascinating. Would you mind telling me more?",Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,Of course! its comes from the Cacao bean in Mesoamerica. ,"Well, chocolate comes from cacao, which is a plant that has been cultivated for thousands of years."
1662,Mediation,"Meditation can be really helpful. I've done it before, but sometimes I have trouble making time for it. Are there any specific types of meditation to try? ",All participants in mediation are encouraged to actively participate in the process.,All participants in mediation are encouraged to participate in the process. I found that mindfulness meditation is really good. The idea isn't to have a blank mind but to watch your thoughts as a watcher not attached to them ,"Meditation has been practiced since antiquity in numerous religious traditions and beliefs. It can reduce stress, anxiety, depression, and pain"
1663,Blizzard Entertainment,"good ol' Blizzard, they do come out with good games","The company was founded on February 8, 1991, under the name Silicon & Synapse by three graduates of the University of California, Los Angeles: Michael Morhaime, Frank Pearce, and Allen Adham.","They started on February 8,1991 using the name Silicon and Synapse.","Yes, they do. It was developed by Blizzard Entertainment and published by Activision Blizzard, Inc. "
1664,Pecan pie,i didnt know vanilla was added into it,"Pecan pie is often served with whipped cream, vanilla ice cream, or hard sauce.","yes lots of it, and it is usually served with whipped cream and ice cream",Yes it is and it is popularly served at holiday meals in the United States and is considered a specialty of Southern U.S. origin.
1665,Ice cream,Both preferred! What's the earliest history of ice cream?,The mixture is stirred to incorporate air spaces and cooled below the freezing point of water to prevent detectable ice crystals from forming.,"I am not sure, but to prepare it you mix the ingredients and stir it to incorporate air and cool it below the freezing point.","I'm not sure, but I do know that it was first used in China around 200 BC."
1666,American literature,"For example, it's influenced by Shakespeare and various writers from his time?  If so, what is the difference between American literature and English literature?",It was in the late 18th and early 19th centuries that the nation's first novels were published.,I believe it was very similar until the late 18th and early 19th centuries when the nation's first novels were published.  These writings were more unique for American Literature.,"Well, it is influenced by English literature, but it also has its own distinctive American idiom."
1667,Parenting,That is a hard one indeed. This is for sure a reason I don't think I want to bring a child into this world myself. It is a scary place out there these days. It sure has changed from the old days.,"In many cases, orphaned or abandoned children receive parental care from non-parent blood relations.","I am concerned for the future, my child was an abandoned child who I adopted, she is only 7 now but some day I will have to tell her even though she isn't my blood we are still family.","I agree, it is a scary place to be. I think we have to be careful that we don't do anything to harm our children. "
1668,Truck driver,"That's interesting, what do you haul?","Truck drivers provide an essential service to industrialized societies by transporting finished goods and raw materials over land, typically to and from manufacturing plants, retail and distribution centers.","Raw materials, mainly lumber and sometimes minerals","I haul finished goods and raw materials over land, typically to and from manufacturing plants, retail and distribution centers."
1669,Mesoamerica,"wow, where is mesoamerica? ","Mesoamerica is an important historical region and cultural area in the Americas, extending from approximately central Mexico through Belize, Guatemala, El Salvador, Honduras, Nicaragua, and northern Costa Rica, and within which pre-Columbian societies flourished before the Spanish colonization of the Americas in the 15th and 16th centuries.",Mesoamerica is between Mexico and south america. Also known as central america. ,"It extends from central Mexico through Belize, Guatemala, El Salvador, Honduras, Nicaragua, and northern Costa Rica."
1670,Social anxiety,That's helpful. Mindfulness sounds like it might help with my social anxiety. ,Social anxiety is a normal and necessary emotion for effective social functioning and developmental growth.,It definitely will. keep in mind that Social anxiety is a normal and necessary emotion for social functioning and developmental growth. Also eating healthy and having exercise often will help,Mindfulness meditation has been criticized by Thomas Joiner. He suggests that it encourages narcissistic and self-obsessed mindsets which can be unhealthy.
1671,Blizzard Entertainment,do you know what was their first game?,"The company originally concentrated on the creation of game ports for other studios before beginning development of their own software in 1993 with games like ""Rock n' Roll Racing"" and ""The Lost Vikings"".",Some of their first games were Rock N Roll Racing and The Lost Vikings.,"I don't, but I do know that they released the online role-playing game Titan in 2013."
1672,Alpine skiing,Alpine skiing,"Alpine skiing, or downhill skiing, is the sport or recreation of sliding down snow-covered hills on skis with fixed-heel bindings.","Don't do much skiing these days, but used to. We would go alpine skiing - sliding down hills on skis - great fun. Do you ski?","Alpine skiing, or downhill skiing, is the pastime of sliding down snow-covered slopes on skis with fixed-heel bindings"
1673,Sewing,Sewing,Sewing has an ancient history estimated to begin during the Paleolithic Age.,Sewing can be dated back to the Paleolithic Age. And I'm still not good at it! Do you sew?,"Sewing is one of the oldest of the textile arts, arising in the Paleolithic era."
1674,American literature,What were the novels called that were published?  I would be interested to read them to see what difference between the two.,"An early example is William Hill Brown's ""The Power of Sympathy"" published in 1791.","An early example from 1791 is William Hill Brown's ""The Power of Sympathy"" which is a love story between siblings that fall in love not knowing they are related.  Pretty controversial, right???","I'm not sure what the novels were called, but I do know that they were very different from English Literature."
1675,Kayaking,Kayaking,Kayaking is the use of a kayak for moving across water.,I love kayaking across our lake.  Do you like that?,I love to go kayaking. It is different from canoeing because of the sitting position of the paddler and the number of blades on the paddle.
1676,no_passages_used,Oh wow.  What part of the country do you travel?,no_passages_used,Ive had to go all over North America but typically pickup from the pacific north west and travel down to the lower states. Very scenic !,"I travel all over the country, but I live in Texas right now. I work for a trucking company"
1677,Radiology,"Radiology
I don't know much about radiology, but one of my cousins is a radiologist. It must take a lot of studying to qualify to do that job.",Radiology is the science that uses medical imaging to diagnose and sometimes also treat diseases within the body.,Radiology is basically science that uses medical imaging.,Radiology is a science that deals with the imaging of the human body.  It is used in a wide variety of medical procedures.
1678,Anxiety,I'll try to keep those things in mind. Anything else I should know? ,"It is the subjectively unpleasant feelings of dread over anticipated events, such as the feeling of imminent death.","It is the subjectively unpleasant feelings of dread over anticipated events, such as the feeling of death approaching.","Yes, it is important to keep in mind that social anxiety is a normal and necessary emotion for social functioning and developmental growth"
1679,Spice,"Spice
My favorite food is spicy. I like it hot!",Many spices have antimicrobial properties.,"Me too!, I like spices because many have great antimicrobial properties.That means they kill germs! ","Spices are distinguished from herbs, which are the leaves, flowers, or stems of plants used for flavoring or as a garnish."
1680,Alpine skiing,"no I dread it, kind of a phobia ","It is characterized by the requirement for mechanical assistance getting to the top of the hill, since the equipment does not allow efficient walking or hiking, unlike cross-country skis which use free-heel bindings.",It really is great fun. You take a ski lift up the hill as you can't walk properly on fixed skis. Then you whiz down the hill! You could try cross-country skiing - that's easier.,"I have a bit of a fear of skiing, but it's not as bad as I thought it would be. I've been skiing since I was a little kid."
1681,Sewing,i do. i'm actually pretty good at it. i made some clothes for my baby,"The invention of the sewing machine in the 19th century and the rise of computerization in the 20th century led to mass production and export of sewn objects, but hand sewing is still practiced around the world.","Wow, that's impressive. Before the invention of the sewing machine all sewing was done by hand, which is how I was taught when a child.","Before the invention of spinning yarn or weaving fabric, archaeologists believe Stone Age people across Europe and Asia sewed fur and skin clothing using bone, antler or ivory needles and ""thread"" made of various animal body parts including sinew, catgut, and veins."
1682,American literature,Sounds weirdly incestuous.  What other books have been written to shape the American literature?,"With an increasing desire to produce uniquely American literature and culture, a number of key new literary figures emerged, perhaps most prominently Washington Irving and Edgar Allan Poe.",The newer literary figures that produced uniquely American Literature are Washington Irving and Edgar Allan Poe.,"I'm not sure of all of them, but I do know that there is a large body of human rights literature that has had great impact on human rights issues and struggles, for example: Toni Morrison's ""Beloved"", Giannina Braschi's ""United States of Banana"", Franz Kafka’s ""The Trial"" and ""Night"" by Elie Wiesel."
1683,Kayaking,I have never been kayaking but I would like to?  Is it the same as canoeing?,It is distinguished from canoeing by the sitting position of the paddler and the number of blades on the paddle.,No  the sitting position of the person is different and there is a different number of blades on the paddle,It is different from canoeing by the sitting position of the paddler and the number of blades on the paddle.
1684,no_passages_used,Have you ever run into a dangerous situation?,no_passages_used,Good question! Some of the logging roads can be very narrow and wet near cliffs so ive come close before but other than that smooth sailing,"Ive never had to, but Ive seen some scary things on the road, like the highway serial killings initiative"
1685,Radiology,You mean like x-rays? I've had plenty of those - broken hip.,"A variety of imaging techniques such as X-ray radiography, ultrasound, computed tomography (CT), nuclear medicine including positron emission tomography (PET), and magnetic resonance imaging (MRI) are used to diagnose and/or treat diseases.","Well there are a variety of imaging techniques, and one is x-ray.","Yes, x-rays, ultrasound, computed tomography (CT), and MRI are all used to diagnose or treat diseases."
