,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1556,Crochet,It can be relaxing to just weave your way into a piece of art. It also allows me to settle my mind.,"The name is derived from the French term ""crochet"", meaning 'small hook'.","I can imagine so. I find it interesting that ""crochet"" comes from French which means ""small hook"". So basic if you ask me.","The name is derived from the French term ""crochet"" which means small hook. Do you have a small hook?"
1557,React (JavaScript library),"That's pretty cool, how long has it been around?",It was first deployed on Facebook's newsfeed in 2011 and later on Instagram.com in 2012.,It was first deployed in 2011 on Facebook's newsfeed.,It has been around since the early 2000s.  It was created by a group of programmers.
1558,Alpine skiing,"Wow, that's a huge number.  Which country has the most Alpine skiing?","Approximately 30 million of these were in Europe, 15 million in the US, and 14 million in Japan.","Europe, 30 million people actively ski there","As of 1996, there were 4,500 ski areas, operating 26,000 ski lifts and enjoying skier visits."
1559,Tomato,Tomato,"The tomato (see pronunciation) is the edible, often red, fruit of the plant ""Solanum lycopersicum"", commonly known as a tomato plant.","I'm not a huge fan of tomatoes, aka ""Solanum lycopersicum""","I love eating tomatoes raw or cooked, in many dishes, sauces, salads, and drinks. "
1560,List of orphans and foundlings,List of orphans and foundlings,"While the exact definition of orphan varies, one legal definition is a child bereft through ""death or disappearance of, abandonment or desertion by, or separation or loss from, both parents"".",I am an orphan due to the loss of both parents when I was young,Do you know anyone who was an orphan or foundling? I know a lot of people who were.
1561,Colorado,OK who is the Governor of the state?,"Colorado is nicknamed the ""Centennial State"" because it became a state a century after the signing of the United States Declaration of Independence.","I do not have that information. It is nicknamed the ""Centennial State"" because it became a state a century after the US Declaration of Independence was signed.","I'm not sure, but I do know that the state has a unicameral legislature and the governor is elected by the people."
1562,Kayaking,I've never been buy my husband is looking into buying one for fishing.,"Most kayaks have closed decks, although sit-on-top and inflatable kayaks are growing in popularity as well.",Cool! Most kayaks have closed decks and a sit on top type seating. Some kayaks are inflatable and they are growing in popularity. Do you like to fish also?,"Kayaks were created thousands of years ago by the Inuit, formerly known as Eskimos, of the northern Arctic regions"
1563,Skateboarding,Oh wow. Should I wear a helmet?,Skateboarding has been shaped and influenced by many skateboarders throughout the years.,"I think so if you are just beginning, skateboarding has been influenced by so many skateboarders through the years, and I'm sure they advocate safety first.","Yes, you should wear a helmet to protect your head from the impact of the skateboard. "
1564,Crochet,"Does it really. In essence, crocheting is basically that summed up haha. ",(Variant forms such as Tunisian crochet and broomstick lace keep multiple crochet stitches open at a time.),I found that silly too. There are different types of crochet you may want to look into like Tunisian and broomstick lace.,"It's similar to knitting except that each stitch in crochet is completed before proceeding with the next one, while knitting keeps a large number of stitches open at a time."
1565,no_passages_used,"Interesting, did Facebook develop it then?",no_passages_used,I don't know about that one.,"I'm not sure, but I do know that Facebook is owned by the same company as Google."
1566,Alpine skiing,How many people ski in the United States?,"Approximately 30 million of these were in Europe, 15 million in the US, and 14 million in Japan.",15 million! Quite a lot but not like Europe,"I'm not sure, but I do know that the word ""ski"" is one of a handful of words that Norway has exported to other countries."
1567,Tomato,"I love tomatoes as well!  I have no idea what ""Solanum lycopersicum"" is though.  Is that a different language?","The plant belongs to the nightshade family, ""Solanaceae"".","It's the latin name of the tomato plant, which belongs to the nightshade family, ""Solanaceae""","I'm not sure, but the Spanish encountered the tomato from their contact with the Aztec during the Spanish colonization of the Americas and brought it to Europe."
1568,List of orphans and foundlings,"That is so sad, I'm sorry that is something you had to deal with. Has it always just been a part of your life or has it been something you have had to really get over?","According to the United Nations, the definition of an orphan is anyone that loses one parent, either through death or abandonment.","Just the way it is I guess, oddly the United Nations defines a orphan as anyone who loses one parent","Yes, it has been a part of my life since I was a child.  I had to live in foster homes, in psychiatric hospitals and in prisons or assigned as forced child laborers to farming families."
1569,Newspaper,"Newspaper
I am a staff writer for a local newspaper.","Newspapers can cover wide variety of fields such as politics, business, sport and art and often include materials such as opinion columns, weather forecasts, reviews of local services, obituaries, birth notices, crosswords, editorial cartoons, comic strips, and advice columns.","That must be interesting! What do you cover? Politics, business, sports, weather?",Do you work for a newspaper that is published daily or weekly? Or do you write for a news magazine?
1570,Kayak fishing,"I do like to fish, but only if we are actually catching something.  He wants a sit on top fishing one.","Kayak fishing has gained popularity in recent times due to its broad appeal as an environmentally friendly and healthy method of transportation, as well as its relatively low cost of entry compared to motorized boats.","Fishing from a kayak is becoming popular due to its appeal as an environmentally friendly and healthy way of getting around. Also, they are relatively low in cost compared to motorized boats.","Kayaks were created thousands of years ago by the Inuit, formerly known as Eskimos, of the northern Arctic regions."
1571,Fishing tackle,Fishing tackle,Fishing tackle is the equipment used by fishermen when fishing.,I like fishing. When I fish I use fishing tackle.,"Fishing tackle is also called ""fishing gear"". However the term fishing gear is more usually used in the context of commercial fishing"
1572,Crochet,I have heard of those types. I found crocheting through my friends and now we all like to trade each other small trinkets.,"These are made of materials such as metal, wood, or plastic and are manufactured commercially and produced in artisan workshops.","That's awesome. Do you use a metal, wood, or plastic hook? They're all popular.","You can use metal, wood, or plastic to make your own crochet hooks. I think that's cool."
1573,Seattle,Seattle,Seattle () is a seaport city on the west coast of the United States.,Seattle is an awesome seaport city.,Have you ever been to Seattle? It is a seaport city on the West Coast of the United States.
1574,Cat,Cat,"The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.",Domestic cats are some of my favorite furry pets to own.,"I have two cats, they are valued by humans for their companionship and ability to hunt vermin."
1575,Tomato,Interesting!  What other plants are related to the tomatoe?,The species originated in western South America.,"I am not sure, but maybe it's related to some plants in western South America, where the species originated","I'm not sure, but I do know that the Spanish encountered the tomato from their contact with the Aztec during the Spanish colonization of the Americas and brought it to Europe."
1576,List of orphans and foundlings,"That is strange, that makes a lot more orphans than normal. Is there a cut off age for when someone is considered an orphan?","Notable orphans and foundlings include world leaders, celebrated writers, entertainment greats, figures in science and business, as well as innumerable fictional characters in literature and comics.","Not sure but a lot of famous writers, notable scientist & world leaders are orphans as well","I'm not sure but I do know that in the 1930's child removals peaked, resulting in more than 2 million children being removed from their mothers"
1577,Newspaper,I mostly cover stories about local businesses.,"However, today most newspapers are also published on websites as online newspapers, and some have even abandoned their print versions entirely.",Do most of your stories appear on a website as on online newspaper or in traditional print?,That's great! I love reading about the local businesses. Do you have a favorite local business?
1578,Kobe beef,"Kobe beef
I absolutely love beef, it's probably one of my favorite foods! What's your favorite food to make with beef?","Kobe beef is also called , or in Japanese.","I don't  make it, but I love to eat it: Kobe Beef! Fancy Japanese style. Have you had it?","I love hamburgers. I like them grilled, pan-fried, or broiled. "
1579,Fishing tackle,"Fishing is fun, been a while since i last went","Some examples are hooks, lines, sinkers, floats, rods, reels, baits, lures, spears, nets, gaffs, traps, waders and tackle boxes.",My fishing tackle consists mostly of hooks and sinkers.,Fishing tackle can be contrasted with fishing techniques. I use the physical equipment that I use when fishing.
1580,Crochet,"I first started with a plastic hook, but now I like to use metal ones.","The word crochet is derived from the Old French ""crochet"", a diminutive of ""croche"", in turn from the Germanic ""croc"", both meaning ""hook"".","Very nice. I imagine that feels much sturdier. Also, crochet comes from the Germanic croc that means hook. So it's never had a creative name. Hah!",That's awesome. I'm glad you found it through friends. It's a great way to connect with people.
1581,Seattle,"I've never been, but it seems like a really cool place to visit.",Seattle () is a seaport city on the west coast of the United States.,Yea its seattle is a city in west of the united states.,It is! It is the northernmost large city in the U.S. and is situated on an isthmus between Puget Sound and Lake Washington.
1582,Cat,"Yeah, me too! I love cats. My favorite is the Abyssinian Cat. ","The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.","Mine are probably American Longhairs, since they're so big and so furry. Mine loves to eat mice since they're carnivorous.",There are more than seventy cat breeds recognized by various cat registries. I think I have one.
1583,Tomato,I didn't know that either!   I would have thought the tomato came from Italy!  When did the tomato make its appearance in Europe or overseas?,"The Spanish discovered the tomato from their contact with the Aztec peoples during the Spanish colonization of the Americas, then brought it to Europe, and, from there, to other parts of the European colonized world during the 16th century.",The Spanish brought it to Europe in the 16th century after discovering it from their contact with the Aztec peoples,"The tomato is consumed in diverse ways, raw or cooked, in many dishes, sauces, salads, and drinks."
1584,List of orphans and foundlings,"Yeah there are a lot of famous people that have had to deal with that, I'm sure you are in good company.","""See also ""    See also for lists of notable people who have been adopted (including by step-parents): many adoptees are neither orphans nor foundlings.",I think the orphans who are adopted are no longer orphans if that makes sense,"I am sure you are, I know a lot of famous writers, notable scientist & world leaders are orphans as well"
1585,Newspaper,"They actually appear in both, online and in print.",Newspapers are typically published daily or weekly.,That's pretty neat! Is your newspaper published daily or weekly?,Do you publish your stories daily or weekly? Or do you have a weekly magazine format like news magazines?
1586,Kobe beef,"Yes, Kobe Beef is awesome, the taste is so invigorating! ","These were the four wagyū breeds, the Japanese Black, the Japanese Brown, the Japanese Polled and the Japanese Shorthorn.",It is! It comes from a specific breed of Wagyu cattle that is bred in Japan. Most Kobe in the United States is actually mislabeled.,"It's so good! I love how the cattle are allowed to roam, more in keeping with changing norms around animal welfare."
1587,Fly fishing,"yep, it also depends a lot on the bait","Fly fishing is an angling method in which an artificial ""fly"" is used to catch fish.",Have you ever been fly fishing?,"It depends on the type of bait you use. Some people use live bait, some use artificial bait."
1588,Linebacker,"Linebacker
Do you watch American football?","Linebackers are members of the defensive team, and line up approximately three to five yards (4 m) behind the line of scrimmage, behind the defensive linemen, and therefore ""back up the line.""","I do. I like to watch the linebackers, who are a member of the defensive team.","Yes, I do! I love watching the two teams of eleven players on a rectangular field with goalposts at each end."
1589,Seattle,"I know that, I really want to visit there sometime.","It is the seat of King County, Washington.",its the king county of Washington,Yea the city is situated on an isthmus between Puget Sound (an inlet of the Pacific Ocean) and Lake Washington
1590,Cat,They do like their mice. I looked after one once and he used to keep the mice out of our house too.,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,It's just one of the perks of owning a house cat or even an outdoor feline.,"Yeah, they're great at keeping mice out of your house, too. They're also very intelligent."
1591,Rotisserie chicken,"Rotisserie
I love Rotisserie chicken!","Leftover rotisserie chicken may be used in a variety of dishes, such as soup, chicken salad and sandwiches.",I like it too! I like to use leftover rotisserie chicken in sandwiches the next day. ,"Rotisserie, also known as spit-roasting, is a style of roasting where meat is skewered on a spit"
1592,Fairy tale,Fairy tale,"A fairy tale is a type of short story that typically features folkloric fantasy characters, such as dwarfs, dragons, elves, fairies, giants, gnomes, goblins, griffins, mermaids, talking animals, trolls, unicorns, or witches, and usually magic or enchantments.","I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales?","A fairy tale is a short story that usually features elves, dwarfs, dragons, griffins, mermaids, talking animals, trolls, unicorns, or witches"
1593,Newspaper,It's a weekly newspaper published in the Greater New Orleans area.,"Newspapers developed in the 17th century, as information sheets for businessmen.","I'll bet that's a fun job. It's hard to believe that newspapers have been around since the 17th century, isn't it?",That's pretty cool! Do you have a website or print edition of your newspaper? I've never seen one before.
1594,Kobe beef,Kobe beef,"These were the four wagyū breeds, the Japanese Black, the Japanese Brown, the Japanese Polled and the Japanese Shorthorn.","Kobe beef specifically has to come from the prefecture of Hyogo, while Wagyu can be any beef from Japan.","Yes, it is! It's also been mislabeled in other countries as well, which is an issue for the farmers."
1595,Fly fishing,"No, seems like a weird and difficult concept","Fly fishing is an angling method in which an artificial ""fly"" is used to catch fish.","No, you are just using an artificial fly to catch the fish.","Fly fishing tackle includes fly lines designed for easy casting, specialised fly reels designed to hold a fly line and supply drag if required for landing heavy or fast fish"
1596,Linebacker,I don't watch football so can you tell me what exactly a linebacker does?,"Linebackers are members of the defensive team, and line up approximately three to five yards (4 m) behind the line of scrimmage, behind the defensive linemen, and therefore ""back up the line.""","Sure, they line up behind the line of scrimmage, hence their name. They are the backup of the line.","Linebackers line up approximately three to five yards behind the line of scrimmage, behind the defensive linemen, and therefore ""back up the line."""
1597,no_passages_used,BMW,no_passages_used,Do you like bmw cars?,I drive a BMW. It's a German multinational company that produces luxury automobiles and motorcycles.  Have you ever driven one?
1598,Fantasy football (American),Fantasy football (American),Fantasy football is a game in which the participants serve as the general managers of virtual professional gridiron football teams.,I used to play in a fantasy football league,I love fantasy football. It's a type of American football that is played on a gridiron.
1599,St-Hubert,"Yes, So delicious! I love traditional ones and lemon pepper chickens",St-Hubert BBQ Ltd is a chain of Canadian casual dining restaurants best known for its rotisserie chicken.,In Quebec there is a chain of rotisserie chicken restaurants called St Hubert. HAve you ever been?,Lemon pepper chickens are so good! I love how the rotisserie cooks the meat evenly in its own juices and allows easy access for continuous self-basting. 
1600,Into the Woods,Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel.,"The musical is tied together by a story involving a childless baker and his wife and their quest to begin a family (the original beginning of The Grimm Brothers' Rapunzel), their interaction with a witch who has placed a curse on them, and their interaction with other storybook characters during their journey.","Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical.",Rapunzel is one of my favorites as well.  It's a story about a young girl who falls in love with a prince.
1601,Newspaper,Yes it is. It must have been a lot of work to print them out.,"By the early 19th century, many cities in Europe, as well as North and South America, published newspapers.",I'll bet it was quite a task! North and South America didn't get into publishing newspapers until the 19th century.,It sure was! The first printed newspapers were published weekly in Germany from 1609. That's a long time ago!
1602,Wagyu,"Wow, I've actually never known that.. So shocking that they're allowed to do things like that and they get away with it!",Wagyu cattle's genetic predisposition yields a beef that contains a higher percentage of omega-3 and omega-6 fatty acids than typical beef.,"Yeah. So it is likely that you have had Wagyu but not Kobe. Wagyu is still awesome though, it contains a higher percentage of omega-3 and omega-6 fatty acids than other beef.","Yes, it is! It's a shame that people can do that, but it's a fact of life."
1603,Fathers' rights movement by country,"Single parent
Hi, I am a single parent. I live alone with my children. Do you know any single parents?","As with other fathers' rights activists, Australian organizations focus on issues of erosion of the family unit, custody, access, child support, domestic violence (including false allegations, and violence against men), child abuse, maintenance, the reintroduction of fault into divorce proceedings, biased and adversarial court systems and secrecy issues.","Yes, my younger brother is a single parent.  He had a lot of trouble getting his kids out of a bad situation, but thanks to the Father's Rights Movement, he finally succeeded. ","I don't know any single parents, but I do know a lot of divorced parents.  Do you have any children?"
1604,no_passages_used,"I understand, do you know any famous linebacker?",no_passages_used,My favorite is Dik Butkus of the Chicago Bears. He is now retired but he was fun to watch.,"I don't, but I do know that in the NFL and college football, this alignment is used mainly in short yardage situations or near the goal line."
1605,Official state car,I think BMW is a very reliable and well made brand.,"An official state car is a car used by a government to transport its head of state or head of government in an official capacity, which may also be used occasionally to transport other members of the government or visiting dignitaries from other countries.","It is a very reliable car, so much that it is an official state car for transporting members of the government",BMW has been around for a long time. Founded on 7 March 1916 by Bayerische Flugzeugwerke.
1606,Fantasy football (American),I've never played. I don't know much about it. How do you do it?,Fantasy football is a game in which the participants serve as the general managers of virtual professional gridiron football teams.,"well first you get to be the fantasy ""general Manager"" of your team",You pick your team rosters by participating in a draft in which all players of a real football league are available.
1607,Swiss Chalet,"No, but if i ever go to Quebec i will definitely visit that restaurant","Swiss Chalet is a Canadian chain of casual dining restaurants founded in 1954 in Toronto, Ontario.","If you don't make it to Quebec, every other place in Canada has chain called Swiss Chalet. It's pretty similar. ","St Hubert is a great place to eat. It is located in Montreal, Quebec, Canada."
1608,Wicked (musical),"I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz.","It is based on the 1995 Gregory Maguire novel """", an alternative telling of the 1939 film ""The Wizard of Oz"" and L. Frank Baum's classic 1900 novel, ""The Wonderful Wizard of Oz"".","I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that?","I've never seen Wicked, but I've heard it's pretty good.  It's based on a novel by Stephen Sondheim."
1609,Aquarium,Aquarium,"An aquarium (plural: ""aquariums"" or ""aquaria"") is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.",An aquarium is a vivarium of any size having at least one transparent side ,Do you like aquariums? They are vivariums with aquatic plants or animals kept and displayed.
1610,Kobe beef,"Ahh, well that does make sense.. I'm sure you can't buy the legitimate Kobe Beef for a cheap price here in the USA...",Japan was effectively isolated from the rest of the world from 1635 until 1854; there was no possibility of intromission of foreign genes to the cattle population during this time.,Part of the reason Kobe is so specialized is because Japan was effectively isolated from the rest of the world from 1635 until 1854; there was no possibility of intromission of foreign genes to the cattle population at the time.,"I'm sure you can find it at a decent price online, but I'm not sure it's the same quality."
1611,no_passages_used,"That is great to hear. Single dads are much more frequent than they used to be. I am glad that the legal system is recognizing we are just as capable as females, lol.",no_passages_used,"Yes, father's are just as capable as parents.  I know I am a great parent to my children, but I am blessed that they also have a great mother.","Yes, I think it's a good thing.  Divorce was generally rare historically (although this depends by culture and era), and divorce especially became very difficult to obtain after the fall of the Roman Empire, in Medieval Europe, due to strong involvement of ecclesiastical courts in family life "
1612,Chicago Bears,So Chicago Bears is you favorite football team?,"The Chicago Bears are a professional American football team based in Chicago, Illinois.",Yes the Bears have been my favorite my whole life. I have been to their games twice.,"My favorite team is the New York Giants. They are a pretty good football team, but I like the Bears more."
1613,BMW,I can believe it. My room mate has a smw station wagon that was great.,"BMW produces motor vehicles in Germany, Brazil, China, India, South Africa and the United States.","BMW is not only built in Germany but also in Brazil, China, and the US","It is a very reliable car, so much that it is an official state car for transporting members of the government"
1614,Fantasy football (American),So how do you choose the teams? Are the wins based off of real football?,The competitors choose their team rosters by participating in a draft in which all players of a real football league are available.,"all of the people (managers) involved participate in a draft, you get to pick real players in the NFL",The competitors choose their team rosters by participating in a draft in which all players of a real football league are available.
1615,Barbecue chicken,Thinking of rotisserie chicken makes me so hungry :),"Barbecue chicken consists of chicken parts or entire chickens that are barbecued, grilled or smoked.","Me too! I also love BBQ chicken, especially on a grill.",I love it too! I like to cook whole chickens or roasts of various meats including beef and pork. 
1616,Rock music,Rock music,"Rock music is a broad genre of popular music that originated as ""rock and roll"" in the United States in the early 1950s, and developed into a range of different styles in the 1960s and later, particularly in the United Kingdom and in the United States.",How do you feel about rock music as a genre?,"Do you like rock music? It is a broad genre of popular music that originated as ""rock and roll"" in the United States in the early 1950s"
1617,Aquarium,What is a vivarium? I've never heard that term before.,"An aquarium (plural: ""aquariums"" or ""aquaria"") is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.",They used for keeping plants or animals ,"The term ""aquarium"", coined by English naturalist Philip Henry Gosse, combines the Latin root ""aqua"", meaning water, with the suffix ""-arium"", meaning ""a place for relating to""."
1618,Hiking,"Hiking
I love going for hikes in nature for exercise.","Hiking is the preferred term, in Canada and the United States, for a long, vigorous walk, usually on trails (footpaths), in the countryside, while the word walking is used for shorter, particularly urban walks.","It is one of my favorite hobbies as well, Hiking is the preferred term, in Canada and the United States","Hiking is the preferred term, in Canada and the United States, for a long, vigorous walk, usually on trails (footpaths), in the countryside, while the word walking is used for shorter, particularly urban walks."
1619,Joint custody,My kids also spend time with their mother. We have joint custody so they switch between our houses. They are doing great!,"Joint custody has two main forms: In joint custody both parents are custodial parents and neither parent is a non-custodial parent, or, in other words, the child has two custodial parents.","Is there a single one of you that is listed as the custodial parent?  I cannot imagine having to be away from my kids for a couple weeks at a time, but I am sure if it is an unhealthy marriage, joint custody is better.","That is great.  I am glad that the legal system is recognizing we are just as capable as females, lol."
1620,no_passages_used,Are they good players?Did they win any championship?,no_passages_used,The Bears won the 1985 Super Bowl. Since then they have had good years and bad years.,"They have won a few Super Bowls, but I don't think they have won any championships."
1621,French fries,"French fries
I just ate lunch and had some really good fries. ","French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.","Nice, always good, even with different names like chips, as they call them in British English.","French fries, or just fries (North American English); chips (British and Commonwealth English), finger chips (Indian English), or French-fried potatoes"
1622,Appletini,Appletini,"An Apple martini (Appletini for short) is a cocktail containing vodka and one or more of apple juice, apple cider, apple liqueur, or apple brandy.","I recently learned about a drink called an ""appletini."" It consists of vodka and some apple component - like juice or liqueur.","I love to make an Appletini, which is a cocktail made with lemon juice and lime juice."
1623,Christmas,Christmas,"Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration among billions of people around the world.","Cant wait for another christmas in a couple of months from now.Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration ",I love Christmas. It's the most wonderful time of the year. I love giving gifts and merrymaking.
1624,Progressive rock,"I am not a huge fan, but I can listen to some. What about yourself?","Progressive rock (shortened as prog; sometimes called art rock, classical rock or symphonic rock) is a broad subgenre of rock music that developed in the United Kingdom and United States throughout the mid to late 1960s.","I like progressive rock a ton, I'm a spastic person so I like music that changes it up constantly, you may hear 100 different motifs in a progressive rock song vs a traditional rock song which may have 1 or 2",I am not a huge fan of rock music either. I think it is a little too much for me.
1625,Aquarium,"Oh, ok. I have always wanted a fish aquarium, but it seems like a lot of work.","Fishkeepers use aquaria to keep fish, invertebrates, amphibians, aquatic reptiles such as turtles, and aquatic plants.",Fish keepers use aquaria to keep fish,"Fishkeepers use aquaria to keep fish, invertebrates, amphibians, aquatic reptiles such as turtles, and aquatic plants."
1626,Hiking,What do they call it elsewhere?,"On the other hand, in the United Kingdom, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking, whether it is a walk in the park or backpacking in the Alps.","in the United Kingdom, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking","In the UK, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking, whether it is a walk in the park or backpacking in the Alps"
1627,Parenting coordinator,"In my state we don't have to list a custodial parent. We split everything down the middle, including expenses and decisions. If we disagree we talk with a Parenting Coordinator.","There are 10 states as of May 2011 that have passed legislation regarding parenting coordinators: Colorado (since 2005), Idaho (2002), Louisiana (2007), New Hampshire (2009), North Carolina (2005), Oklahoma (2001), Oregon (2002), Texas (2005), and Florida (2009).","The whole concept of a Parenting Coordinator is new to me.  My state does not have that option, instead one parent is chosen as a custodial parent, and the other generally has to pay the bulk of any expenses, and see the children less often.",That is great.  I am glad that there is a Parenting Coordinator in my state.  It would be so nice to have someone to talk to about parenting.
1628,Vanilla,Vanilla,"Vanilla is a flavoring derived from orchids of the genus ""Vanilla"", primarily from the Mexican species, flat-leaved vanilla (""V. planifolia"").",Do you like the flavor vanilla? It's my favorite ice cream flavor. It comes from a Mexican plant species.,"I love vanilla, the vanilla orchids, forms a flowering plant genus of about 110 species in the orchid family (Orchidaceae)."
1629,French fries,"I wish I didn't like them. They are pretty high in carbs. They seem to be good just about any way you make them. except soggy maybe , and cold","Fries in America are generally salted and are almost always served with ketchup, but in many countries they have other condiments or toppings, like vinegar, mayonnaise, or other local specialties.","Yes,  prefer to eat less carbs, but when I eat them I prefer them alone sauce instead of ketchup, as they are usually served.","Yes, and they are usually salted and, depending on the country, may be served with ketchup, vinegar, mayonnaise, tomato sauce, or other local specialties."
1630,Bloody Mary (cocktail),"That sounds very delicious! Apples are one of my favorite things, and vodka too! Are there any drinks you enjoy?","A Bloody Mary is a cocktail containing vodka, tomato juice, and combinations of other spices and flavorings including Worcestershire sauce, Hot Sauce, piri piri sauce, garlic and herb sauce, beef consommé or bouillon, horseradish, celery, olives, salt, black pepper, lemon juice, lime juice and/or celery salt.",I like a good Bloody Mary because of all of the savory spices and flavorings added in. How about you?,I like a lot of different types of cocktails. I like the ones with a sweet and sour mix before shaking.
1631,Santa Claus,"Christmas is my favorite time of the year! I just love having a big tree, decorating the house with lights, hanging stockings, wrapping gifts, and the anticipation from my children of Santa coming.","Santa Claus, also known as Saint Nicholas, Kris Kringle, Father Christmas, or simply Santa, is a legendary figure originating in Western Christian culture who is said to bring gifts to the homes of well-behaved (""good"" or ""nice"") children on Christmas Eve (24 December) and the early morning hours of Christmas Day (25 December).","Yeah the special gifts from santa Claus, also known as Saint Nicholas, Kris Kringle, Father Christmas, or simply Santa, is a legendary figure originating in Western Christian.","The Twelve Days of Christmas begin on Christmas Day (December 25) and end on January 5, eve of the traditional date of the Epiphany."
1632,no_passages_used,"Really? That is actually quite interesting when you present it in that matter. Could you perhaps go in depth about what a motif is. I've heard of it, but not familiar.",no_passages_used,"A motif is basically like an idea, so if I wanted to paint you a picture of an ocean so that you could interpret it as an ocean, I would paint it blue, blue would be the motif in that case","A motif is a musical phrase or phrase that is used in a song, it can be instrumental, vocal, instrumental, or a combination of all of the above"
1633,Aquarium,I had a guinea pig one time that I kept in an aquarium. Maybe someday I will have a fish aquarium for my grandchildren. They might like that.,"The aquarium principle was fully developed in 1850 by the chemist Robert Warington, who explained that plants added to water in a container would give off enough oxygen to support animals, so long as the numbers of animals did not grow too large.",Really? The aquarium principle was fully developed in 1850,"The term ""aquarium"", coined by English naturalist Philip Henry Gosse, combines the Latin root ""aqua"", meaning water, with the suffix ""-arium"", meaning ""a place for relating to""."
1634,Hiking,"Well that's interesting, but seems like it could get confusing! I bet humans have been hiking ever since we could walk though!","The term bushwalking is endemic to Australia, having been adopted by the Sydney Bush Walkers club in 1927.","yeah hiking has been around for ever, The term bushwalking is endemic to Australia","In New Zealand a long, vigorous walk or hike is called tramping.  I would say we have been hiking for a long time"
1635,Joint custody (United States),"Yeah, that is the old model. I don't think it is very fair to the non-custodial parent. I am happy we are both very involved in the important decisions.","In England, prior to the nineteenth century, common law considered children to be the property of their father.","In the old days, children were believed to belong to the father, as the default.  ",That is great.  I am glad that we have a Parenting Coordinator to help us make decisions.
1636,Vanilla,"Yes!  Vanilla gets a bad reputation as being a ""bland"" and ""boring"" flavor, but it's the basis for a lot of other flavors and mix-ins.","The word ""vanilla"", derived from , the diminutive of the Spanish word (""vaina"" itself meaning sheath or pod), is translated simply as ""little pod"".","Yes, absolutely. It's a very subtle flavor that is rich at the same time, if that makes sense. The word vanilla comes from Spanish ""vaina"" which means ""little pod"".","Yes, it is highly valued for its flavor. As a result, vanilla is widely used in both commercial and domestic baking, perfume manufacture, and aromatherapy."
1637,French fries,I guess you get the full flavor that way. Ketchup and potato chips go well together too. I like the crinkle cut fries too.,"Fries can be topped more heavily, as in the dishes of poutine and chili cheese fries.","They can also be topped more heavily, as in poutine and chilli cheese fries.  I also like them a lot with Bernaise sauce.","I like them with ketchup, vinegar, mayonnaise, tomato sauce, or other local specialties."
1638,Rum and Coke,"I really enjoy a rum and coke. I can't stand Bloody Marys myself, I'm not a big fan of tomatoes. They're better in salsa!","The cocktail originated in the early 20th century in Cuba, after the country won independence in the Spanish–American War.","Ah, and I'm no fan of Rum and Coke! My apologies to Cuba, where the drink originated, it just doesn't do it for me...","I love a good rum and coke! It's a mix of rum, coke, and vodka."
1639,Santa Claus,Do you know the time period that Santa Claus orginated?,"The modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas and the Dutch figure of ""Sinterklaas"" (himself also based on Saint Nicholas).","modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas ","The modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas and the Dutch figure of Santa Claus."
1640,Pecan pie,Pecan pie,"Pecan pie is a pie of pecan nuts mixed with a filling of eggs, butter, and sugar (typically corn syrup).","I like to bake pecan pie it is east to make with pecans, eggs, butter, and sugar","Pecan pie is a pie of pecan nuts mixed with a filling of eggs, butter, and sugar"
1641,Ice cream,Ice cream,Ice cream (derived from earlier iced cream or cream ice) is a sweetened frozen food typically eaten as a snack or dessert.,"I love ice cream, the sweetened frozen food eaten as a snack or dessert.",I love ice cream. It is a sweetened frozen food typically eaten as a snack or dessert.
