,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2221,Green,"Green
My favorite color is green.  I love Money, green lights when i am driving, and the color of plants.  Green is fantastic!!!",Green is the color between blue and yellow on the visible spectrum.,Green is great! it is between blue and yellow on the visible spectrum.,I love the color green too.  It is the color of the leaves of the birch tree.
2222,Accounting,"Accounting
Hello, accounting is very fun, I like to work with numbers.","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.",Accounting is the processing and communication of financial information. It seems like serious stuff!,Accounting is a great way to work with numbers.  It is also known as the science of numbers.
2223,Castles in Great Britain and Ireland,That is neat!  I would love to visit Ireland!  DOn't they have a lot of old castles there?,"Castles have played an important military, economic and social role in Great Britain and Ireland since their introduction following the Norman invasion of England in 1066.",Oh yes!  Both Ireland and Great Britain have lots of castles that play a part in its history and economics,"I'm not sure about castles, but I do know that Dublin is the most populous city in Ireland."
2224,Auto racing,Auto racing,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",I want to drive a racecar.  Auto racing seems like a fun sport!,I love to watch auto racing. It is a type of fantasy sports game based on motor sports.
2225,Kurt Cobain,yes i loved nirvana growing up,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.","He was Born in Aberdeen, Washington",Kurt Cobain is remembered as one of the most iconic and influential rock musicians in the history of alternative music
2226,Broken heart,"Oh ok, yeah its important to give him some time to think and give him fresh air. when my girlfriend cheated on my, My heart was broken so bad that I thought id never date anyone again. ","Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.","That is the worse. I know how you felt. Some people can even suffer emotional pain so severe it can cause ""broken heart syndrome"". It can even lead to physical damage to the heart.","I agree. Broken heart is also known as a broken heart, a broken spirit, or a broken soul. "
2227,Online shopping,"i'm currently living in a fairly rural location for work and it's just so much easier to use Amazon Prime for shopping, my only other alternative is driving 30 minutes to walmart","Consumers find a product of interest by visiting the website of the retailer directly or by searching among alternative vendors using a shopping search engine, which displays the same product's availability and pricing at different e-retailers.","It is so much easier, especially when you live in rural locations.  I also like how you can use online shopping to compare among alternative vendors for the same product with different retailers.  ",I agree.  It's nice to be able to shop online and not have to go to a brick-and-mortar store.
2228,Thierry Henry,Is he coaching now? ,Thierry Daniel Henry (; born 17 August 1977) is a retired French professional footballer who played as a forward and is the second assistant manager of the Belgium national team.,"Yeah he is a coach, his the second assitant coach for the Belgium national team, his present in the worldcup now.","I am not sure, but I do know that he is a big fan of Lionel Messi. "
2229,Green,"Yes it is. It is also the color of Emeralds, and sometimes the color of camouflage.",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,I have read it has a dominant wavelength of roughly 495570 nm.,Green is evoked by light with a dominant wavelength of roughly 570590 nm.  That is a lot of green!
2230,Accounting,"If it is very serious, but it is an exciting job that allows to do all financial processes in an orderly manner.",The modern field was established by the Italian mathematician Luca Pacioli in 1494.,Accounting was established by an Italian mathematician in 1494!,Accounting is the science of accounting. It is the study of the relationship between accounting and finance.
2231,Ireland,That's what I thought!  What kind of government does Ireland have?,"Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island.",Well Ireland is divided between the Republic of Ireland and Northern Ireland.  Northern Ireland is part of the UK,I'm not sure but I do know that Ireland is a sovereign island in the European Union. 
2232,Tony Stewart,Eeeek - that all seems a bit scary to me. I don't do the whole adrenaline thing very well - I'm the passenger that keeps trying to brake when I'm not driving - haha,"Throughout his racing career, Stewart has won racing titles in Indy, midget, sprint, and USAC Silver Crown cars.","Tony Stewart is my favorite driver in Indy, where he races sprint cars.  That passenger seat brake doesn't work, you know that, right?",I can imagine.  Auto racing has existed since the invention of the automobile.  It's been around a long time.
2233,Kurt Cobain,oh yea? i didnt know that,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.",Yeah Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987,He is remembered as one of the most iconic and influential rock musicians in the history of alternative music.
2234,Broken heart,"Oh no! that sounds terrible, I sure hope your friend finds love again with another animal, Just let him know that he has family and friends to back him up.","The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",He has a great support system. The concept of a broken heart dates all the way back about 3000 years ago.,I hope so too. I know it can be very hard to let go of the past. 
2235,Online shopping,what tools do you use? i've tried priceblink but none of the others,"As of 2016, customers can shop online using a range of different computers and devices, including desktop computers, laptops, tablet computers and smartphones.","Ebates and Honey are my favorites.  You can use these tools on desktop computers, laptops, tablets, and smartphones.  Shopping is so much easier these days!",I use priceblink.  It's a shopping search engine that displays the same product's availability and pricing at different e-retailers.
2236,Auto racing,"Auto racing
I really like Auto racing. In fact I'm watching the British Grand Prix right now!","Almost as soon as automobiles had been invented, races of various sorts were organised, with the first recorded as early as 1867.",There was races for automobiles as soon as they recorded as early as 1867.,I love auto racing too! It is a motorsport involving the use of automobiles for competition. 
2237,Green,"Hmmm that is very interesting.  It is also the national color of Ireland, the dress that the Mona Lisa is wearing, the benches in the british house of commons, and the color of the banner of Islam.",Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,Many creatures have adapted to their green environments by using green to blend in.,It is also the color of the flag of the Republic of Ireland. It is also a primary color.
2238,Accounting,"Accounting is a systematic, verifiable and fallible knowledge, since it is true knowledge.",Practitioners of accounting are known as accountants.,Accountants or people who work in accounting must be very smart and responsible!,"Yes, it is true knowledge. It is also the basis for all other knowledge, including mathematics."
2239,Elvis Presley,"Elvis Presley
Hi, do you know about Elvis Presley","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.",Hi there! Let's talk about the popular musician Elvis Presley? .,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
2240,Formula One,Haha I know - doesn't stop me trying though!! My other half is in to all that and has been to watch formula one racing.,"The ""formula"", designated in the name, refers to a set of rules, to which all participants' cars must conform.",Maybe it will make you feel better to know that Formula One got its name from having a set of rules (formula) to which cars must conform.  Increases safetly.,"That's awesome!  I've never been to a race track, but I'd love to visit one someday."
2241,Kurt Cobain,did they add anymore members?,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","I think they got a new drummer, ""Bleach"" was released on the independent record label Sub Pop in 1989.","Yeah Cobain and Novoselic were the only members of the band, but Grohl joined in 1991"
2242,Bee,"Bee
I dont like bees because they sting","Bees are flying insects closely related to wasps and ants, known for their role in pollination and, in the case of the best-known bee species, the European honey bee, for producing honey and beeswax.","me too, they are flying insects closely related to wasps and ants, known for their role in pollination ",I don't like bees either.  They are closely related to wasps and ants.  Do you like wasps?
2243,no_passages_used,is there a browser extension? or do you have to visit their website?,no_passages_used,There is a browser extension to make it really easy.  Honey actually if the on like the best. ,"Yes, you have to visit the website of the retailer you want to buy from.  You can also use a shopping search engine to find the same product's availability and pricing at different e-retailers."
2244,Auto racing,It sure has come a long way. This formula 1 race right now is downright bonkers.,By the 1930s specialist racing cars had developed.,By the 30's there had been special racing cars created.,Formula 1 drivers routinely experience g-loadings in excess of 4.5 g/km.
2245,Green,"Yes, that is camouflage.  It is the color most closely associated with spring, nature, health, youth, hope and envy.  i love green. It is so versatile.","In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility."," green was the color commonly associated with merchants, bankers. So it was a color of the common man.",I love green too.  It is also the color of the Irish flag.  I think that is so cool.
2246,Accounting,"Yes, it is true, the accountants must work with solid and concrete bases, they must never suppose the facts.","The terms ""accounting"" and ""financial reporting"" are often used as synonyms.",Accounting and financial reporting are considered synonyms as they mean the same thing.,Accounting is the science of accounting. It is the study of financial transactions and the accounting of them.
2247,Elvis Presley,do you like his songs?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",Yeah ..He's referred to as the king of rock 'n' roll in the 80's,"I do! He was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old."
2248,Formula One car,"Is it? I didn't know that. He said that it was good to go and watch it but that you can't see the race the whole way round, just the cars as they go past you so you miss lots of it.",The minimum weight permissible is including the driver but not fuel.,"He is right.  I've been to one, but they have tvs set up.  The cars go fast though because there is minimum weight that includes driver.","Yes, it is.  It is also known as car racing, motor racing, or automobile racing.  Auto racing has existed since the invention of the automobile."
2249,Elvis Presley,"Elvis Presley
Hello","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Hi, do you enjoy Elvis Presley",Hello! I love Elvis Presley! He is one of the most significant cultural icons of the 20th century!
2250,Bee,Yeah they give us honey and i like that atleast,"Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila.","We research says that  Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila","yea, there are nearly 20,000 known species of bees in the seven recognized biological families."
2251,Ebates,"I've heard of Ebates but hav not heard of Honey, it sounds good though, I'll have to try it out","The site acts as a shopping portal offering coupons and cash back from over 2,000 online retailers.","You should.  I don't online shop without those tools. I've earned a lot of ""cash back"" from these tools. They support over 2,000 online retailers.    ",Ebates is a money transfer company.  I've heard good things about it.  You can use it to transfer money from one bank account to another.
2252,Auto racing,Was that influenced by the advent of the Ford v8?,"The first organized contest was on April 28, 1887, by the chief editor of Paris publication ""Le Vélocipède"", Monsieur Fossier.","Sounds right. The first organized contest ran on april 28 1987 by chief editor of Paris Publication ""Le Velocipede Monsieur Fossier which I find very interesting.","I'm not sure, but I do know that many of the earliest racing cars had V8 engines."
2253,Green,"Now you are getting it.  And here in the good old USA, it is the color of the Green party, who is associated with dvocating environmental protection and social justice.","By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",By far though  the largest contributor to green in nature is chlorophyl,"Yes, it is the color of the Green party. It is a political party that promotes environmental protection and social justice."
2254,Broken heart,"Broken heart
My heart hurts from a broken relationship :( ",Broken heart (also known as a heartbreak or heartache) is a term metaphor for the intense emotional—and sometimes physical—stress or pain one feels at experiencing great longing.,You sound like you are dealing with the oh so fun broken heart.  It can cause emotional and even physical pain.,"I'm sorry to hear that. Broken hearts are hard to deal with, especially when the person you love is leaving you."
2255,Elvis Presley,okey ok..i dont know more about him...but heard his name.. will you help me with some more details on him,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","Presley was born in Tupelo, Mississippi, ","He was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee when he was 13 years old"
2256,Neurosurgery,"Neurosurgery
I have always been fascinated by neurosurgery.","Neurosurgery is often colloquially referred to as ""brain surgery"".",It's definitely interesting. It's also often known as brain surgery.,"Neurosurgery, or neurological surgery, is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders of the nervous system."
2257,Elvis Presley,"yes, I do. I am familiar with his big hits","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.",He was born Elvis Aaron Presley!  I actually really like his whole name.,"Yes, Elvis Presley is one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"""
2258,Bee,Do bees have fur?,"They are found on every continent except Antarctica, in every habitat on the planet that contains insect-pollinated flowering plants.","No buddy, They are found on every continent except Antarctica","yes, there are nearly 20,000 known species of bees in the seven recognized biological families. "
2259,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Elvis Aaron Presley was a famous musician and singer known as the ""King of Rock and Roll.""  He was born in 1935, and died in 1977.  Are you a fan?","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
2260,Auto racing,I really like the old Ford flathead v8. I see it as the swan song of Henry Ford; his last great gift to the world.,"There are now numerous different categories, each with different rules and regulations.","Yeah. Fords are great. American made. There are now numerous different categories, each with different rules and regulations for each class of cars and events.","I think so too. The first official auto race in the US was held in Jackson Hole, Wyoming in 1894."
2261,Insane Clown Posse,Insane Clown Posse,Insane Clown Posse (ICP) is an American hip hop duo composed of Violent J (Joseph Bruce) and Shaggy 2 Dope (originally 2 Dope; Joseph Utsler).,"Man, ICP or Insane Clown Posse are my favorite band! Their hip hop style is phenomenal. Do you like them?","Do you like Insane Clown Posse? They are an American rap group from Detroit, Michigan."
2262,Psychological pain,"Yeah, I am feeling both right now... :(  Do you know how to make it stop? ","It is mental suffering; mental torment.""","If it is mental suffering, sometimes you just need time.","I don't know how to make it stop, but I do know that it can be very hard to get over it."
2263,Elvis Presley,ok..i heard he is actor too...,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","Yes, he's versatile. He began his music career in 1954. with the sun records","He relocated to Memphis, Tennessee, with his family when he was 13 years old. He started his music career there in 1954"
2264,Neurosurgery,Definitely interesting. It must be one of the more difficult fields to go into.,"In different countries, there are different requirements for an individual to legally practice neurosurgery, and there are varying methods through which they must be educated.","It's really difficult. In different countries, there are different requirements for an individual to legally practice neurosurgery,","Yes, it can be very difficult. There are different types of neurosurgery, such as general surgery and neurodegenerative surgery."
2265,Elvis Presley,"Wow, I did not know that. I cannot picture him as an Aaron, his first name fits him bestter","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","His first name is definetly better for someone who is named the ""King of Rock and Roll""","He was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee when he was 13 years old."
2266,Bee,That makes since to me,"They are found on every continent except Antarctica, in every habitat on the planet that contains insect-pollinated flowering plants.",Any place that contains insect-pollinated flowering plants is where you'll find them.,"Some species including honey bees, bumblebees, and stingless bees live socially in colonies. "
2267,Elvis Presley,"I've definitely heard of him and his music, since he was so ridiculously popular. What else do you know about him?","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","""The King""'s music career began in Memphis, Tennessee.  His producer, Sam Philips, wanted to bring the sound of African American music to a wider audience.  He became popular quite quickly.  ","He was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee when he was 13 years old.  He began his music career there in 1954."
2268,Auto racing,"Do you mean in motor racing? There are more racing leagues than you can shake a stick at. Obvioiusly though, I'm partial to Formula 1.","On July 22, 1894, the Parisian magazine ""Le Petit Journal"" organized what is considered to be the world's first motoring competition, from Paris to Rouen.",Yes. The first competition considered to be a worl competition was organized from Paris to Rouen and written about by The Parisian magazine known as Le Petit Journal.,"Yes, in motor racing. There are now numerous different categories, each with different rules and regulations for each class of cars and events."
2269,Insane Clown Posse,"I find ICP to have some of the worst fans, they seem to be crazy druggies quite often","Founded in Detroit in 1989, Insane Clown Posse performs a style of hardcore hip hop known as horrorcore and is known for its elaborate live performances.","Yeah perhaps... since they were founded in Detroit in 1989, maybe their edgy style influenced people the wrong way. Do you prefer another rap group?","I agree, I think they are a little overzealous with their live performances. They are known for their elaborate performances."
2270,Broken heart,That would make sense..time does heal wounds :) What else do you know about broken hearts? ,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",Emotional pain that is so severe can actually cause damage to the heart.  It is called broken heart syndrome.,I know that Biblical references to the pain of a broken heart date back to the 1015 BC.
2271,List of songs recorded by Elvis Presley on the Sun label,ok..what do you like his song albums,"Elvis Presley recorded at least 24 songs at Sun Studio in Memphis, Tennessee, between 1953 and 1955.",He recorded at least 24 songs at Sun Studio in Memphis.A blend of rhythm and jazz,"I really like his ""King of Rock 'n' Roll"" album. It was released in 1977"
2272,Neurosurgery,I'm sure no matter the country they are fairly extensive though. ,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.",Yes of course. For most countries neurosurgeon training requires a minimum period of seven years after graduating from medical school even,"In the United States, a neurosurgeon must generally complete four years of medical school, and then two years of surgical training."
2273,Elvis Presley,do you play any of his hits on a musical instrument?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","No, but I love all of his music. My dad had us listening to it growing up. He actually was born in tupelo, MS and then he actually relocated to the famous Memphis, tn when he was 13","No, I do not play any musical instrument.  I do like to listen to his music though"
2274,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.",My mom met Elvis. She said he was very nice. He was a singer and actor back in the day.,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
2275,Elvis Presley,"That makes sense, his music was very similar in sound to that of African American music back in the day. I'd love to hear more!","Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.","Yes.  His music was not always accepted by the masses.  The youth truly enjoyed his uptempo, backbeat-driven music.  Elvis as a pioneer in fusing country music with rhythm and blues.  His style was original and unique for its time!","He was also accompanied by guitarist Scotty Moore on many of his recordings.  He was also known as ""The King of Rock and Roll."""
2276,Cheerleading,"Cheerleading
I did a little bit of cheerleading when I was younger. How about you?","Cheerleading is an activity wherein the participants (referred to as ""cheerleaders"") cheer for their team as a form of encouragement.",Yeah im still involved actually its till a team cheering as a form of encouragement.,"I did cheerleading when I was in high school. It was fun, but I didn't get to do much."
2277,Insane Clown Posse,"Not as much of a rap fan but i like rap occasionally, mainly like rock and metal",The duo has earned two platinum and five gold albums.,Ah ok. You should give ICP another shot. They won 2 platinum and 5 goal albums. That's pretty good!,"I'm not much of a rap fan myself, but I do like metal music. I like Metallica and Guns N' Roses."
2278,Broken heart,"Wow, can you tell me more about that? It sounds like what I may have right now. ","The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",The term actually goes back over 1000 years and is noted to be across several cultures,"Yes, it can cause a lot of physiological changes that contribute to higher physical illnesses and heart disease."
2279,Cod,Cod,"Cod is the common name for the genus ""Gadus"" of demersal fishes, belonging to the family Gadidae.","the cod name for the genus ""Gadus"" of demersal",I love eating cod. It is one of the most common kinds of fish to be found in the UK.
2280,Neurosurgery,That is a long long schooling. Anything else you think I should know?,"Neurosurgeons may pursue additional training in the form of a fellowship, after residency or in some cases, as a senior resident.","Neurosurgeons may choose to pursue additional training in the form of a fellowship, after residency or in some cases, as a senior resident","In the United States, a neurosurgeon must generally complete four years of undergraduate education before they can practice"
2281,Elvis Presley,"I did not know he was born in Tupelo, MS, I figured he was born in Memphis this entire time. ","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","Yep, memphis though is where his music career began in 1954 recording at the famous Sun Records with producer Sam Phillips","Yes, he was born in Tupelo, MS and then relocated to the famous Memphis, tn when he was 13"
2282,Elvis Presley,"That sounds like an awesome experience. I wish I could have met the ""King of Rock and Roll.""","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",Yeah I have listened to his music. Heartbreak Hotel was a number one hit in the US.,"He was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee when he was 13 years old."
2283,Elvis Presley,That's so interesting! The fact that his style was so new and unique must be why he became the legend he was.,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","In 1956, Elvis released his first single called ""Heartbreak Hotel.""  It instantly became a number one hit.  His popularity led him to tv appearances and even movies.  ",Yes.  Elvis was a pioneer in fusing country music with rhythm and blues.  He was also the first person to be inducted into the Rock and Roll Hall of Fame.
2284,Cheerleading,Thats awesome. Do you take part in cheerleading competitions?,It can range from chanting slogans to intense physical activity.,Somtimes its is more of a intense physical activity now-a-days but sometimes we still do chants.,I do not but my daughter does. She is a cheerleader at her high school and she loves it.
2285,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Have you ever read Harry Potter? they are written by J. K. Rowling who is a british author,Harry Potter is my favorite book series. It's about a boy who discovers he is a wizard.
2286,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,Bowling is such a fun activity! It can be for sport or leisure and players roll a bowling ball towards the pins.,I love to bowl in cricket. It is the action of propelling the ball toward the wicket defended by a batsman.
2287,Know Nothing,"Oh man, I know nothing about fish!  Where are they found?","The Native American Party, renamed the American Party in 1855 and commonly known as the ""Know Nothing"" movement, was an American nativist political party that operated nationally in the mid-1850s.","Native American Party, renamed the American Party in 1855 and commonly in the city",They are found in marine waters throughout the world and the vast majority of the species are native to temperate waters
2288,Gymnastics,Gymnastics,"Gymnastics is a sport practiced by men and women that requires balance, strength, flexibility, agility, coordination, endurance and control.","i love gymnastics, it is a sport practiced by men and women that requires balance and strength","Gymnastics is a sport that requires balance, strength, flexibility, agility, coordination and endurance."
2289,Winter,Winter,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"I love the winter over other seasons, it's the coldest season! ",I love winter. It's the time of year when the weather is cold and the nights are long.
2290,Jailhouse Rock (song),That's actually one of my favorite songs by him. If I had to choose it would be that or Jailhouse Rock.,"""Jailhouse Rock"" is a song written by Jerry Leiber and Mike Stoller that first became a hit for Elvis Presley.","That was a very popular song. He didn't write it though, but then again most artists don't.",Yeah Jailhouse Rock is a great song. It was released in 1977 and was a huge hit.
2291,Axl Rose,"Guns N' Roses
Hi. I always did like the band Guns N' Roses. I used to be a huge fan when I was a teenager.","In addition to Guns N' Roses, he has been the lead singer of AC/DC since 2016.",Did you hear that Axl Rose is singing for AC/DC these days? Pretty wild how the old rockers keep on going.,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California."
2292,Cheerleading,Thats cool. Do you know where cheerleading originated from?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.","Well it originated in the United States, and remains predominantly in America.","I do not know but I do know that the word cheer originally meant face, countenance, or expression."
2293,Harry Potter,I have heard of Harry Potter but never seen the movies or read the books. I know they are popular.,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.","The books have sold over 500 million copies worldwide, so they certainly are popular!",Yes they are very popular. Harry Potter and the Philosopher's Stone is the first book in the series
2294,Bowling,"Yeah it can! I used to bowl in a league with my friends a few years ago. It was a ton of fun. There's a great sense of community among bowlers, isn't there?",It is one of the major forms of throwing sports.,Yes! It is one of the major throwing sports.,"Yes, there is a great sense of community among bowlers. It's a great way to get out and socialize."
2295,Know Nothing,What do you mean?,"The ""Know Nothings"" believed a ""Romanist"" conspiracy was afoot to subvert civil and religious liberty in America and sought to politically organize native-born Protestants in the defense of traditional religious and political values.","Know Nothings"" believed a ""Romanist"" conspiracy was afoot to subvert  politically organize native-born Protestants .","Native American Party, renamed the American Party in 1855 and commonly in the state of New York "
2296,Gymnastics,What type of gymnastics do you do?,"The movements involved in gymnastics contribute to the development of the arms, legs, shoulders, back, chest and abdominal muscle groups.","i do the ones that requires the development of the arms, legs, and shoulders","i do gymnastics, it is a sport that requires balance, strength, flexibility, agility, coordination and endurance"
2297,Winter,I like winter too. The holidays make it pretty fun. ,"Different cultures define different dates as the start of winter, and some use a definition based on weather.",Not all cultures have winter at the same time.,"Yes, it's the coldest season of the year in the polar and temperate zones. "
2298,Accounting,"Accounting
I hated accounting in college, I was terrible at it.","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.",Accounting is a measurement process.Do you study accounting at school?,I'm sorry to hear that. I know that accounting is the science of keeping track of financial transactions.
2299,AC/DC,I saw that on YouTube! He does well replacing the guy in AC/DC. I like the album Appetite For Destruction best.,"Within months of recording the album ""Highway to Hell"", lead singer and co-songwriter Bon Scott died on 19 February 1980 after a night of heavy alcohol consumption.","I really like the old AC/DC stuff with Bon Scott. I haven't heard Axl's take on it yet though, I should probably give it a listen to see if it holds up.","Yeah, Appetite for Destruction is one of my favorite Guns N' Roses albums. It was released in 1987."
2300,Cheerleading,Is it predominantly females who participate in cheerleading or has it changed nowadays to more males taking part?,Cheerleading began during the late 18th century with the rebellion of male students.,Its mostly females still but in the late 18th century we saw a boom of young males being rebellious.,"I think it is more of a male thing now-a-days, but it has been around for a long time."
2301,Harry Potter,That is a lot! When did the books first come out? I remember I was still in elementary school I believe.,"Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide.",Harry Potter and the sorcerers stone release June 26th 1997!,"The first book came out in 1997, and it was called ""Harry Potter and the Philosopher's Stone"""
2302,Bowling,"How many strikes in a row do you have to get to get a perfect game, and what score is that? I wouldn't know. I've only ever bowled 120!","The maximum score is 300, which is achieved by getting 12 strikes in a row.","Well, if you get 12 strikes in a row, you will achieve the maximum score of 300","I'm not sure about perfect scores, but I do know that the highest possible score is 300."
2303,Cod,What do you know about cod?,"Cod is the common name for the genus ""Gadus"" of demersal fishes, belonging to the family Gadidae.","the  Cod is the common name for the genus ""Gadus"" of demersal fishes, belonging to the family.",Cod is a species of ray-finned fish found in the North Atlantic Ocean and the Pacific Ocean
2304,no_passages_used,How long have you done gymnastics?,no_passages_used,"for a long time now,  Each country has its own national governing body","i have been doing gymnastics since i was a child, it is a sport practiced by men and women that requires balance and strength"
2305,Winter,"I was just thinking that it is winter in some parts of the world, but I can't remember where!","When it is winter in the Northern Hemisphere, it is summer in the Southern Hemisphere, and vice versa.",In the northern hemisphere it will be winter and then in the southern hemisphere it's summer. ,"Yes, it is the coldest season of the year in polar and temperate zones.  "
2306,Accounting,Only took two course for my business degree because it was required.,"The terms ""accounting"" and ""financial reporting"" are often used as synonyms.", Financial reporting and accounting as synonymous as a field of study?,That's a shame. I think it's important to know how to do it right.  
2307,AC/DC,"The first song I ever learned to play on guitar was ""Patience"" from the Lies album.","A hard rock/blues rock band, their music has also been called heavy metal, although they refer to themselves as ""a rock and roll band, nothing more, nothing less"".","I'm not much of a guitarist, but my brother is. He is a big fan of the blues style of AC/DC because it lends itself well to swing dancing (his other musical hobby).","That's a great one. I've never heard of it, but I know it was written by Izzy Stradlin."
2308,Cheerleading,Can you make a living being a cheerleader? ,"It can be performed to motivate sports teams, entertain the audience, or for competition.","Well since it is used to entertain the audience, or for competition if your good you can win some money.",I think you could make a living as a cheerleader but I'm not sure how much you can make.
2309,Green,"Green
My favortie color is green because it makes my eyes pop.",Green is the color between blue and yellow on the visible spectrum.,Green is the color between blue and yellow on the spectrum. It's so pretty.,I love green too! It is a primary color in the subtractive color wheel. It is also used in painting.
2310,PBA Tour,"That sounds impossible, honestly. Is there such a thing as professional bowling? Like is it televised anywhere or anything?","The PBA Tour is the major professional tour for ten-pin bowling, operated by the Professional Bowlers Association.","Yes! The Professional Bowlers Association has a tour for ten-pin bowling, which is a popular type of bowling.","I'm not sure, but I do know that there is a professional ten-pin bowling league."
2311,Chihuahua (dog),"Chihuahua (dog)
Chihuahua dogs are so cool, the Taco Bell dog was hilarious!",The Chihuahua () is the smallest breed of dog and is named after the state of Chihuahua in Mexico.,Chihuahuas are some of my least favorite dogs but I love all dogs. I just don't like how they are the smallest dog breed.,I love Chihuahuas! They are the smallest breed of dog and are named after the Mexican state of Chihuahua.
2312,Skiing,"Skiing
Skiing seems really difficult, but interesting. Do you know much about skiing?","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis","I know that it is a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
2313,College football,"American football
I'm a big fan of american football","Therefore, college football is generally considered to be the second tier of American football in the United States and Canadian football in Canada; one step ahead of high school competition, and one step below professional competition.","I like American football okay. I prefer college football, the in between of high school and pro football.",American football is the most popular sport in the United States.  Do you like it?  
