,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2394,Fertility factor (demography),"Fertility factor (demography)
I grew up with 8 older siblings, pretty crazy right? I think it has something to do with a fertility factor, but I have no idea what that is really, can you explain it?",Fertility factors are determinants of the number of children that an individual is likely to have.,Whoa 8!!! Fertility factor has to do with how likely a person is to have children. ,"Well, it is a measure of a country's fertility rate. It is the number of children born per woman."
2395,Ragini (actress),Ragini (actress),"She was the youngest of the famed Travancore Sisters; Lalitha, Padmini and Ragini.","I really love the actor Ragini, shes the youngest of the famous Travancore Sisters; Lalitha, Padmini and Ragini.",Ragini is one of my favorite actresses. She is from India. She was born in 1943.
2396,Stone Age,"well, in the mesolithic, people became sedentary farmers and began to keep animals as food, if you trust the archaeologists.","The Stone Age was a broad prehistoric period during which stone was widely used to make implements with an edge, a point, or a percussion surface.",Well I trust them like everyone do. I believe their story about the stone age. Perhaps it is believable that before the discoveries  stone was widely used to make implements,"That is true, and the Paleolithic was also a period of substantial geographical expansion of human populations."
2397,Grateful Dead,Grateful Dead,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",I have never really listened to the Grateful Dead but I know they formed around 1965 in California. Are you a fan?,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California. They are my favorite band."
2398,Bank teller,lol she must be a tough cookie,"Median annual earnings as of May 2006 were $22,140.","Yeah, average annual earning are only about $22,000.  I think she deserved hazard pay!","Tellers typically work from a station, usually located on a teller line.  Most stations have cash drawers, receipt validator/printers, proof work sorters, and paperwork used for completing bank transactions."
2399,Washington Wizards,"Yes, but in 1997, they rebranded themselves as the Wizards","The franchise was established in 1961 as the Chicago Packers based in Chicago, and were renamed to Chicago Zephyrs the following season.","Oh, I see. They seem to have had a lot of names over the years! They even started out as the Chicago Zephyrs","That's right, Abe Pollin decided to change the club's nickname from Bullets to Wizards because he didn't want the nickname to be called the Bullets anymore."
2400,Farmer,"Yeah I suppose there is lots to learn, Do you happen to know what state is best to start a farm in?","A farmer might own the farmed land or might work as a laborer on land owned by others, but in advanced economies, a farmer is usually a farm owner, while employees of the farm are known as farm workers, or farmhands.","Nebraska is where I farm, A farmer might own the farmed land or might work as a laborer on land owned by others","A farmer might own the farmed land or might work as a laborer on land owned by others, but in advanced economies, a farmer is usually a farm owner"
2401,Karaoke,Karaoke,"The term ""karaoke"" is also used by recording engineers to refer to  an instrumental version of a recording (i.e., to a version of a recording with no vocal track).",Have you ever tried karaoke? Singing yourself to an instrumental version of a recording is so much fun,Karaoke is a great way to get people to sing along to a recording of a song.
2402,Fertility factor (demography),"Oh I see, I guess my mother had quite a high fertility factor then.",Fertility factors are mostly positive or negative correlations without certain causations.,Yes she did.  Fertility factors  is based on a lot of things. ,"Yes, she did. International United Nations data suggests that women who work because of economic necessity have higher fertility than those who want to do so. "
2403,Ragini (actress),Never heard of her. How did she get into acting?,She had acted in many dramas also.,Well She had acted in many dramas starting in the 1950's and so on until she dies in 1976.,"She was born in Chennai, Tamil Nadu, India. She started her career as a model and then she got into modeling."
2404,Vegetarianism,"Anyway, it wasn't until the 1800's when the Vegetarian Society in England  popularized the diet.  That is when it really took off.  So when people today think this is a new diet, they are mistaken.",Vegetarianism may be adopted for various reasons.,Why I think vegetarians should be a supported society is that most of them come together for various reason. I like some of the reasons and I do not like some,"I agree, I think it is a good idea to be a vegetarian, but it is not a new diet, it has been around for thousands of years, going back all the way to ancient greece"
2405,Grateful Dead,"I am not, I have never heard of them. What king of genre?","Ranging from quintet to septet, the band is known for its unique and eclectic style, which fused elements of rock, psychedelia, experimental music, modal jazz, country, folk, bluegrass, blues, reggae, and space rock, for live performances of lengthy instrumental jams, and for their devoted fan base, known as ""Deadheads"".",The Grateful Dead was a rock band with a very eclectic style. What type of music do you enjoy?,"They are known for their eclectic style which fused elements of rock, folk, country, bluegrass, blues, gospel, modal jazz, reggae, experimental music, psychedelia, and space rock."
2406,Pizza,Pizza,"It can also be topped with additional vegetables, meats, and condiments, and can be made without cheese.","I love pizza, especially if it topped with additional vegetables, meats, and cheese!",Pizza is my favorite food.  It's a traditional Italian dish that's been around since the 1940s.  Do you like pizza?
2407,Abe Pollin,"Yes they have changed their name a lot, but In November 1995, owner Abe Pollin announced he was changing the team's nickname in to Wizards","Abraham Pollin (December 3, 1923 – November 24, 2009) was the owner of a number of professional sports teams including the Washington Capitals in the National Hockey League (NHL), the Washington Mystics in the Women's National Basketball Association (WNBA), and the Washington Wizards in the National Basketball Association (NBA).",Doesn't he also own several other sports franchises? I think he has an NHL team and a WNBA team as well. ,"That's really cool! They play their home games at the Capital One Arena in the Chinatown neighborhood of Washington, D.C."
2408,Beauty pageant,Beauty pageant,"A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although some contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria.","Ever been in a beauty pageant? Despite the name, they've evolved to incorporate personality traits, talent, and intelligence!",A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants
2409,Karaoke,no i have not but it does look like fun,"(This is not to be confused with ""lip synching,"" in which a performer mimes to a previously produced studio recording with the lead vocal intact.)","OH, yes it is, but don't confuse it with lip synching, which is something totally different","It's a lot of fun! It's also used to describe films starring famous popular music acts showcasing their own recorded songs, not necessarily as part of a traditional musical score, though they are sometimes augmented with scored background music."
2410,Fertility factor (demography),"Alright, can you elaborate on what some of those things are?","Factors generally associated with increased fertility include the intention to have children, very high gender equality, religiosity, inter-generational transmission of values, marriage and cohabitation, maternal and social support, rural residence, and pro family government programs.","Things like child intentions, cohabitation, social support among other things. ","Fertility factors are based on a lot of different things.  It can be based on things such as where a person is located, where they live, and where they are from. "
2411,Ragini (actress),What are some of the movies she starred in?,She was married to Madhavan Thampi.,"I'm not sure sorry, I dont have that info, But she got married to Madhavan Thampi before she passed. ","Some of the movies she starred in were The Birds in 1963 and Marnie in 1964, both of which won her a Golden Globe."
2412,David Mach,"David Mach
Do you know much about the artist called David Mach?",Mach's artistic style is based on flowing assemblages of mass-produced objects.,I know a bit. I know his artwork is a conglomeration of mass produced objects.,"Yes, he is an American artist. He is best known for his work in the ""God of War"" and ""Twisted Metal"" franchises."
2413,Grateful Dead,I like jazz! Who are some singers in the grateful dead?,"The founding members were Jerry Garcia (lead guitar, vocals), Bob Weir (rhythm guitar, vocals), Ron ""Pigpen"" McKernan (keyboards, harmonica, vocals), Phil Lesh (bass, vocals), and Bill Kreutzmann (drums).","The original members were Jerry Garcia, Bob Weir, Ron ""Pigpen"" Mckernan, Phil Lesh and Bill Kreutzmann. The only one I have ever heard of was Garcia! lol","Bob Weir on guitar and vocals, Phil Lesh on bass, Bill Kreutzmann on drums, and Ron ""Pigpen"" McKernan on organ, harmonica, percussion, and vocals."
2414,Anchovies as food,"Me too! I love to have lots of toppings, especially anchovies.","A traditional method of processing and preserving anchovies is to gut and salt them in brine, allow them to mature, and then pack them in oil or salt.","They certainly make pizza salty, since they are preserved by salting them in brine, then packed in salt!","I love anchovies too! They are also used to flavor many dishes, and are used in small quantities to flavor dishes."
2415,Juicing,Juicing,Juicing is the process of extracting juice from plant tissues such as fruit or vegetables.,"I am starting a new juice bar, its going to be called juiceIt, do you like fresh juice? ",Juicing is a great way to get rid of the bad stuff in your diet.  It's also a great source of vitamin C.
2416,Beauty pageant,"Yes, I did a beauty pageant before one time. After that I decided it wasn't my thing",The term almost invariably refers only to contests for unmarried women such as the Big Four international beauty pageants. Similar events or competition for men or boys being called by other names and more likely to be bodybuilding contests.,"Are you male or female? The term almost invariably refers to contents for unmarried women; for men, they're often called bodybuilding contests.","The organizers of each pageant may determine the rules of the competition, including the age range of contestants, so I'm sure you had to be unmarried, unmarried, and be ""virtuous"", ""amateur"", and available for promotions!"
2417,Karaoke,"oh i thought it was the same thing, what else can you tell me?","(This is not to be confused with ""lip synching,"" in which a performer mimes to a previously produced studio recording with the lead vocal intact.)","Lip synching is when a performer mimes to a previously produced studio recording, while karaoke doesn't use any pre recorded vocas","Well, if you're really good at lip synching, you can do a lot of different things, but don't confuse it with lip syncting, which is a form of lip sync where you are miming or miming without actually singing the words."
2418,Social support,"That seems reasonable, if you have a good support network you're probably more willing to have kids because people will be around to take care of them.","Support can come from many sources, such as family, friends, pets, neighbors, coworkers, organizations, etc.","True.  Social support can come from family, co-workers, friends and even pets. ",That's true.  International United Nations data suggests that women who work because of economic necessity have higher fertility than those who want to do so. 
2419,Iguana,"Iguana
I have a few Iguanas. They're pretty exciting pets. Have you ever seen one? ","Two species are included in the genus ""Iguana"": the green iguana, which is widespread throughout its range and a popular pet, and the Lesser Antillean iguana, which is native to the Lesser Antilles and endangered due to habitat destruction.","Yes, I have one of the more common ones, the green iguana. ","No, I have never seen an Iguana, but I have heard of them.  I know they are native to South America."
2420,David Mach,I especially love his various works using matchsticks. Have you seen them?,"Typically these include magazines,vicious teddy bears,newspapers, car tyres, match sticks and coat hangers.","I have! They are absolutely amazing. He is extremely talented. I don't understand how someone can make match sticks, coat hangers and newspapers look so incredible.","Yes, I have. I have seen some of his work. I know he is a sculptor."
2421,Grateful Dead,Wow! There are so many members! Are they still an active band?,"The band was inducted into the Rock and Roll Hall of Fame in 1994 and a recording of their May 8, 1977, performance at Cornell University's Barton Hall was added to the National Recording Registry of the Library of Congress in 2012.",I am not sure if they still get together but I know they were inducted into the Hall of Fame in 1994.,"Yes, they are still active. They have had several lineup changes over the years, but the founding members Jason Navarro and Dan Lukacinsky remained regular fixtures."
2422,Pizza,"Yeah they are really salty, but that is what I like about them.",Pizza is one of the most popular foods in the world and common fast food item in Europe and North America.,"Pizza is a popular food in North America, but it's not all the same.  Have you ever had Chicago style pizza?","I love anchovies too! They are so versatile, since they can be used in so many different ways, and can even be used as a condiment!"
2423,Juicing,"Wow. That's exciting! Yes. I absolutely love fresh juice, but the ingredients are usually expensive.",Juicing is different from buying juice in the supermarket because it focuses on fresh pressed fruits and vegetables.,"Yes, a bit but the fresh juice is more healthy and tasty than a supermarket brand ","I love fresh juice, but the ingredients are usually expensive.  I am going to try to make it more affordable. "
2424,Beauty pageant,Female it was a teenage beauty pageant. Have you ever been in one?,"Child beauty pageants mainly focus on beauty, gowns, sportswear modelling, talent, and personal interviews.","No I haven't. Interesting. Child pageants usually focus on gowns, sportswear modelling and personal interviews.","Yes, I've been in a few. The organizers of each pageant may determine the rules of the competition, including the age range of contestants."
2425,Karaoke,where can one go to partake in this ? a bar ?,"From 1961–1966, the American TV network NBC carried a karaoke-like series, ""Sing Along with Mitch"", featuring host Mitch Miller and a chorus, which superimposed the lyrics to their songs near the bottom of the TV screen for home audience participation.","OH yes, bars are a great place for them, but you don't even need to leave your home, you can watch  1961–1966, the American TV network NBC carried a karaoke-like series , ""Sing Along with Mitch""","You can go to a bar or a recording studio, but you can also do it at home if you don't want to mess up"
2426,Miniature Pinscher,"I certainly get social support from my pet, he's a miniature pinscher and I love him very much.",The Miniature Pinscher (Zwergpinscher or Min Pin) is a small breed of dog originating from Germany.,Yes those German dog breeds are very social and very cute I might ad.,That sounds like a great pet.  Pets can also be a source of emotional support for their owners. 
2427,Iguana,Awesome. They are very good swimmers. I take them in our pool outside sometimes. They look a lot like dinosaurs!,"Iguanas can range from in length, including their tail.",How big are yours? Mine are fairly small. ,"Yes, they are very similar to dinosaurs. I have a blue iguana that I rescued from the Queen Elizabeth II Botanic Park and the Salina Reserve. "
2428,Nikola Tesla,It blows my mind too! I am absolutely stunned at his piece of Marilyn Monroe. His Nikola Tesla piece is pretty rad too.,"Nikola Tesla (; ; 10 July 1856 – 7 January 1943) was a Serbian-American inventor, electrical engineer, mechanical engineer, physicist, and futurist who is best known for his contributions to the design of the modern alternating current (AC) electricity supply system.","I have not seen that one, I will have to look it up. Nikola Tesla was an inventor and engineer, correct?","I agree. He is a genius. I don't understand how someone can make match sticks, coat hangers and newspapers look so incredible."
2429,Beetroot,Beetroot,"From the Middle Ages, beetroot was used as a treatment for a variety of conditions, especially illnesses relating to digestion and the blood.","From the Middle Ages, beetroot was used as a treatment for a variety of conditions, especially illnesses relating to digestion and the blood .",Beetroot is a type of root vegetable. It is a member of the legume family.
2430,Chicago-style pizza,"Yes, the deep dish style. I am not a fan though. I prefer New York style pizza. What about you?","Arguably, the most famous of these is known as deep-dish pizza.","Well I love the deep-dish Chicago style pizza, but don't get it often.  What is New York style pizza?",I love New York style pizza too.  I love the deep dish style.  It's the most popular in the United States.
2431,Juicing,I totally agree with that. I would definitely prefer fresh over bottled juice any day.,"There are many methods of juicing, from squeezing fruit by hand to wide-scale extraction with industrial equipment.","First im going just to squeeze the fruit, after im going to buy industrial equipment, if business is good, whats your favorite juice?","Juicing tools have been used throughout history. Manual devices include barrel-shaped presses, hand-operated grinders, and inverted cones upon which fruit is mashed and twisted."
2432,Child beauty pageant,"Yes, it also focuses on talent! I did a monologue for my talent portion!","Depending on the type of pageant system (glitz or natural), contestants may be found wearing makeup to fake teeth, known as flippers, as well as elaborate hairstyles and custom, designed and fitted, outfits to present their routines on stage.","Was it a glitz or natural pageant? In glitz, contestants may wear makeup and even fake teeth (""flippers"")!","That's awesome! The organizers of each pageant may determine the rules of the competition, including the age range of contestants."
2433,Metallica,Metallica,"Metallica is an American heavy metal band from Los Angeles, California.",One of my favorite metal bands is Metallica. They were formed in Los Angeles in 1981.,"Metallica is one of my favorite bands. They are a heavy metal band from Seattle, Washington."
2434,Seattle,"Seattle
Seattle is my favorite place to visit.",Seattle () is a seaport city on the west coast of the United States.,It's one of my favorite sea port cities on the west coast as well!,"I love Seattle too! It's the northernmost large city in the United States.  It's also the fastest-growing major U.S. city, with a 3.1% annual growth rate."
2435,Iguana,They are close to 1 meter. Do you know where iguanas originate?,"The genus was first described in 1768 by Austrian naturalist Josephus Nicolaus Laurenti in his book ""Specimen Medicum, Exhibens Synopsin Reptilium Emendatam cum Experimentis circa Venena"".",They were first described in 1768 by an Austrian naturalist. ,"I'm not sure where they came from, but I do know that they are native to South America. "
2436,David Mach,"Yes he was. A brilliant one, I might add. Apparently Einstein stole more than a few of his ideas. It's amazing that David Mach chose to immortalize Tesla through art.","One example of his early magazine pieces, ""Adding Fuel to the Fire"", was an installation assembled from an old truck and several cars surrounded and subsumed by about 100 tons of magazines, individually arranged to create the impression that the vehicles were being caught in an explosion of flames and billowing smoke.",What are some of his other styles you enjoy? Have you seen his early magazine pieces such as Adding Fuel to the Fire?,"Yes, it is amazing. He is a genius. I wonder if he is still alive today."
2437,History of medicine,Oh? Were other things used as well?,"The history of medicine, as practiced by trained professionals, shows how societies have changed in their approach to illness and disease from ancient times to the present.","The history of medicine, as practiced by trained professionals , show how societies have changed in their approach to illness and disease from ancient times to the present .","Bartolomeo Platina recommended taking beetroot with garlic to nullify the effects of ""garlic-breath""."
2438,University of Chicago,University of Chicago,"The University of Chicago (U of C, Chicago, or UChicago) is a private research university in Chicago, Illinois.",I have been going to The University of Chicago for two years now.,Do you know that the University of Chicago holds top-ten positions in various national and international rankings?
2439,Vietnamese Pot-bellied,"Vietnamese Pot-bellied
I live on a farm and we actually grow Vietnamese pot-bellied pigs.","Vietnamese Pot-bellied is the exonym for the Lon I () or I pig, an endangered traditional Vietnamese breed of small domestic pig.","Interesting, I think they are a traditional Vietnamese breed of small domestic pig,rright?","Vietnamese people in the Czech Republic are known for their pot-bellied pigs.  They are usually a well-established man, who came to the country as a student in 1980s."
2440,Glasses,"Glasses
Everyone in my family has to wear glasses except for me. Do you wear them?","Glasses are typically used for vision correction, such as with reading glasses and glasses used for nearsightedness.","Yes, but I only wear them for vision correction, reading glasses, and I wear sunglasses.","Yes, I do! I have to wear them for vision correction, such as with reading glasses and nearsightedness."
2441,Metallica,Metal genre of the music has caught my attention recently. Does your favorite band still perform?,"Metallica's current lineup comprises founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett and bassist Robert Trujillo.","Yes, they have two original members of the band and two that have been added over the years: Hammett and Trujillo.","I don't know if they still perform, but I do know that they are one of the founding ""big four"" bands of thrash metal, alongside Megadeth, Anthrax and Slayer."
2442,Seattle,I love riding the ferry.,"In July 2013, it was the fastest-growing major city in the United States and remained in the Top 5 in May 2015 with an annual growth rate of 2.1%.",We're not alone in our love for the city. Seattle was the fastest-growing major city in the US!,"I've never been, but I've always wanted to go. It's a major gateway for trade with Asia and is the fourth-largest port in North America in terms of container handling."
2443,Iguana,"Interesting, and from what area of the world are they from?","Iguana (, ) is a genus of herbivorous lizards that are native to tropical areas of Mexico, Central America, South America, and the Caribbean.","They can be found in Mexico, Central America, South American, and the Caribbean","I'm not sure, but I do know that they are closely related to the red-necked lizard. "
2444,Dog,Dog,"Dogs vary widely in shape, size and colors.","I am a dog person all the way! I absolutely love dogs in all shapes, sizes and colors! Do you?","I have two dogs, one is a labrador retriever and the other is a golden retriever. I love dogs, they are such great companions."
2445,Beetroot,"So, when was beetroot first used as treatment?","""Beta"" is the ancient Latin name for beets, possibly of Celtic origin, becoming ""bete"" in Old English around 1400.","Beta is the ancient Latin name for beets , possibly of the Celtic origin, becoming beta in Old English around 1400 .","Bartolomeo Platina recommended taking beetroot with garlic to nullify the effects of ""garlic-breath""."
2446,University of Chicago,That's awesome. What are you studying there?,It holds top-ten positions in various national and international rankings.,Psychology but It holds top-ten positions in various national rankings.,I am majoring in computer science. The school holds top-ten positions in various national and international rankings.
2447,Vietnamese Pot-bellied,yes they are. they are all under 100 pounds full grown. i have some that are around 25 pounds full grown.,"The I is uniformly black and has short legs and a low-hanging belly, from which the name derives; in pregnant sows, the belly may drag on the ground.","As I've read they are black and has short legs and a low hanging belly, that give them their name. Are yours like that?","Oh wow, I didn't know they are so small, I thought they were the size of a small pig, but I guess they are the smallest pig in the world."
2448,Glasses,Seems like a good few reasons. What else do you know about them?,"Glasses, also known as eyeglasses or spectacles, are devices consisting of glass or hard plastic lenses mounted in a frame that holds them in front of a person's eyes, typically using a bridge over the nose and arms which rest over the ears.","They are traditionally known as eye glass or spectacles and they consist of glass of hard plastic which is mounted in a fame that holds them over a person's eyes, using the bride of the nose and the ears.","Well, I wear them for vision correction, reading glasses, and I wear sunglasses. They were originally developed in 1936 by Bausch & Lomb for pilots to protect their eyes while flying."
2449,Metallica,Does Metallica also perform worldwide? Do they go on international tours?,"The band's fast tempos, instrumentals and aggressive musicianship made them one of the founding ""big four"" bands of thrash metal, alongside Megadeth, Anthrax and Slayer.","Yes, they go overseas and are still touring today. Metallica is one of the ""big four"" bands of thrash metal.","Yes, they have toured the United States and Canada. They have also toured in Europe and Asia."
2450,Seattle,It's so far away from me so i don't get to go often.,"Arthur A. Denny and his group of travelers, subsequently known as the Denny Party, arrived from Illinois via Portland, Oregon, on the schooner ""Exact"" at Alki Point on November 13, 1851.","Arthur A. Denny sure made a long trip to get there. He and his group of travelers arrived there via Portland, Oregon.",It's a major gateway for trade with Asia. Seattle is the fourth-largest port in North America in terms of container handling.
2451,Iguana,Cool. I just bought mine at the pet store! It's amazing to think they come from these areas. ,"Behind their necks are small scales which resemble spokes, known as tuberculate scales.",Does yours have scales behind their neck?,"They were first found in South America, Central America, and the Caribbean in the late 19th and early 20th century. "
2452,Yorkshire Terrier,"Absolutely! I've had a couple, but none right now. I puppy sit for my friends Pekinese from time to time. Love that breed!","The Yorkshire Terrier is a small dog breed of terrier type, developed during the 19th century in Yorkshire, England, to catch rats in clothing mills.","They are awesome! I have had a yorkshire terrier before, they are a small dog breed. But my favorite breed is toy poodle. They are the best!","I've never had a Pekinese, but I've heard good things about them! They're so cute! I love that they're a cross between a poodle and a toy poodle. I think they're adorable!"
2453,Beetroot,Interesting. So how has society changed with their approach to illnesses?,"Other than as a food, beets have use as a food colouring and as a medicinal plant.","Other than as food , beets have been used in the past as food coloring ","The history of medicine, as practiced by trained professionals , show how societies have changed in their approach to illness and disease from ancient times to the present ."
2454,University of Chicago,"I used to think I wanted to go to school for Psych but I changed my mind. I don't think I would've been able to leave work at work, ya know? How are you liking it so far?","Beyond the arts and sciences, Chicago is also well known for its professional schools, which include the Pritzker School of Medicine, the Booth School of Business, the Law School, the School of Social Service Administration, the Harris School of Public Policy Studies, the Divinity School and the Graham School of Continuing Liberal and Professional Studies.","I love it so far! Most people dont know this but Beyond the arts and sciences, Chicago is also well known for its professional schools,",I love it! It's a great school. It was ranked fourth in the nation for its record of sending graduates to elite universities and colleges.
2455,Vietnamese Pot-bellied,"yes they are, i even have some that are white with black legs","It is slow-growing, but the meat has good flavour.",And do you breed them for their meat? I've heard it has a good flavor.,"That's interesting, I've never seen one of those before. Do you have any other pig breeds?"
2456,Glasses,That's interesting! How long have they been around?,Safety glasses provide eye protection against flying debris for construction workers or lab technicians; these glasses may have protection for the sides of the eyes as well as in the lenses.,I'm not sure when they were invented but some people wear safety glasses to provide eye protection against flying debris or for lab technicians. These glasses protect the sides of the eyes as well as the front.,"They have been around since prehistoric and historic time, Inuit peoples wore flattened walrus ivory ""glasses"", looking through narrow slits to block harmful reflected rays of the sun."
2457,Track and field,Track and field,"Track and field is a sport which includes athletic contests established on the skills of running, jumping, and throwing.",I wasn't aware until now that track includes jumping and throwing. Interesting!,"Track and field is a sport which includes athletic contests established on the skills of running, jumping, and throwing"
2458,Seattle,Yeah that is a long trip.,"A major gateway for trade with Asia, Seattle is the fourth-largest port in North America in terms of container handling .","I also love Seattle's large port! It's the fourth largest port in North America in terms of container handling, and is a major gateway for trade with Asia.",That's a long way to travel! I wonder if he ever made it to the North Magnetic Pole.
2459,no_passages_used,Marching band,no_passages_used,I am in a marching band,"A marching band is a group in which instrumental musicians perform while marching, often for entertainment or competition."
2460,Toy dog,"They are so cute. I just found out that the small long dogs, like the Peke , can get degenerative disk disease. Poor little guy was paralyzed and needed spinal surgery. ","Not all toy dogs are lapdogs, although that is an important and ancient type of toy dog.","Oh no that is horrific! They say not all toy dogs are lapdogs, but that's hard to believe!","I'm so sorry to hear that! That is so sad! I'm glad they are able to get the surgery done, it's so sad that they have to go through all of that."
2461,Acrophobia,"Acrophobia
I am terrified of heights!  If I ever need to climb a ladder, I get someone else to do it for me!","Acrophobia is an extreme or irrational fear or phobia of heights, especially when one is not particularly high up.","Your fear is called acrophobia. It is the fear of heights, even when you are not very high up.","I have Acrophobia, which is a phobia of heights.  It is a fear of heights that makes me feel like I can't see straight."
2462,Dr Pepper,Dr Pepper,Dr Pepper is a carbonated soft drink marketed as having a unique flavor.,I really like drinking Dr. Pepper. It is a carbonated soft drink that really has a unique flavor for itself.,Dr Pepper is a carbonated soft drink marketed as having a unique flavor. Do you like it?
2463,Vietnamese Pot-bellied,yes i do. We also sell them as house pets.,"It is thought to have originated in Nam Định province of Vietnam, in the Red River Delta.",I think they originated in Nam Dinh province of Vietnam.,Do you breed them for their meat? I've heard it has a good flavor. I've never had a Vietnamese pot-bellied pig before.
2464,Glasses,"Oh yeah, I've had to wear them in chemistry before. Aren't they closer to goggles?",Some types of safety glasses are used to protect against visible and near-visible light or radiation.,"Yes, they are like goggles in that sense. They can also protect against visible and near visible light and radiation.","Yes, they are very similar to goggles but they are more like glasses. They are worn over a person's eyes instead of over the nose or ears."
2465,Track and field,I know very little about track and also was unaware that it involved jumping and throwing.,"Track and field is categorized under the umbrella sport of athletics, which also includes road running, cross country running, and race walking.","Apparently it is categorized under the broader athletic sports of road running, cross country, and race walking. This is amusing to me. ","Track and field is a sport which includes athletic contests established on the skills of running, jumping, and throwing."
2466,Seattle,Yes it is a long trip for sure!,"With an estimated 713,700 residents , Seattle is the largest city in both the state of Washington and the Pacific Northwest region of North America.","Not only is the port one of the largest, but the city itself is the largest city in both the state of Washington AND the Pacific Northwest.","The Seattle area was inhabited by Native Americans for at least 4,000 years before the first permanent European settlers."
2467,Marching band,"That's awesome, I'd like to be enlightened more about what a marching band is ","A marching band is a group in which instrumental musicians perform while marching, often for entertainment or competition.","Well, essentially, a marching band is a group of musicians play instruments for entertainment (usually marching). It gets the crows wild","A marching band is a group in which instrumental musicians perform while marching, often for entertainment or competition."
2468,Poodle,"Poodle
I have been thinking about getting a poodle","The poodle is a group of formal dog breeds, the Standard Poodle, Miniature Poodle and Toy Poodle.","Oh yeah? You can choose from the Standard, Miniature, or Toy Poodles.","Poodles are a group of formal dog breeds, the Standard Poodle, Miniature Poodle and Toy Poodle."
2469,Acrophobia,"I used to fix roofs for a living and I fell off one time, and ever since then I've been afraid of heights.","Most people experience a degree of natural fear when exposed to heights, known as the fear of falling.","Oh, I see. Most people have a natural fear of heights.",That's terrible!  I'm glad you are okay now.  I hope you never have to do that again.  Do you like to climb mountains?
2470,Dr Pepper,What does it taste like?,"Variants include a version without high fructose corn syrup, Diet Dr Pepper, as well as a line of additional flavors, first introduced in the 2000s.",Its hard to explain. It is very sweat though. There are versions that contain high fructose corn syrup. There are also other flavor variations.,"It was created in the 1880s by pharmacist Charles Alderton in Waco, Texas and first served around 1885."
2471,Vietnamese Pot-bellied,Im not sure. but they sure do have their own personalities. they are very playful,"The I is uniformly black and has short legs and a low-hanging belly, from which the name derives; in pregnant sows, the belly may drag on the ground.","And they must look funny, with a belly that I believe in some cases may drag on the ground.",I think they originated in Nam Dinh province of Vietnam. It's a small province in the north of the country.
2472,Glasses,"Oh wow, I thought they were just for debris!","Glasses are worn for eye protection in some sports, such as squash.","They are also worn for sports, for protection, such as squash.","They can also be worn when using power tools such as power saws, saws and hammers."
2473,Pan American Race Walking Cup,I have never heard of race walking before and this also amuses me!,"The Pan American Race Walking Cup (""Spanish: Copa Panamericana de Marcha"") is a biennial race walking competition for athletes representing countries from the Americas, organized by the Association of Panamerican Athletics (APA) .",There is a competition called the Pan American Race Walking Cup that is held twice a year. lol,"The foot racing events, which include sprints, middle- and long-distance events, race walking and hurdling, are won by the athlete with the fastest time. "
2474,Pizza,Pizza,Pizza is a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.,pizza is a super awesome classic italian cuisine,Pizza is my favorite food.  It's a traditional Italian dish that's been around since the 1940s.  Do you like pizza?
2475,Marching band,Did the style have anything to do with military or christianity?,"Most marching bands wear a uniform, often of a military style, that includes an associated school or organization's colors, name or symbol.","Yes! They come from a military background and most marching bands wear uniforms with their school or organization's colors/symbols. Representatives, you could say","Well, most marching bands wear a uniform, often of a military style, that includes an associated school or organization's colors, name or symbol."
2476,Poodle,I think i might egt a toy,"Toy Poodles won ""Best in Show"" at Crufts in 1966 and 1982.","Good selection. Toy poodles won ""Best in Show"" at Crufts in 1966 and 1982.",The origin of the poodle is still disputed. There is a dispute over whether the origin descends from Germany as a type of water dog or from the French Barbet.
2477,Acrophobia,"I tried hypnotism to help get rid of the fear, but it didn't help.  I guess I'm just going to have to stay at ground level!",People with acrophobia can experience a panic attack in high places and become too agitated to get themselves down safely.,Yes you don't want to experience a panic attack in a high place. Better to stay low and avoid tall places.,"That is a good idea. Most people have a natural fear of heights, but hypnosis can help with that as well."
2478,Dr Pepper,"oh wow, do they sell it all over the country or only certain places ?","Dr Pepper was first nationally marketed in the United States in 1904, and is now also sold in Europe, Asia, Canada, Mexico, Australia, and South America, as well as New Zealand and South Africa as an imported good.",Dr Pepper was first introduced in the USA in 1904. But you can find it all over the world now. Even as far as New Zealand.,"It was first nationally marketed in the United States in 1904 and is now also sold in Europe, Asia, North and South America, and Australia, as well as New Zealand and South Africa as an imported good."
2479,Social anxiety,"Social anxiety
Have you ever dealt with social anxiety or know someone who has?",Social anxiety can be defined as nervousness in social situations.,"Yes, I have experienced social anxiety which is nervousness in social situations.","Yes, I do! I have social anxiety. It is nervousness in social situations. I avert my gazes, show fewer facial expressions, and have difficulty initiating and maintaining conversation."
