,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2150,Archery,"Archery
Archery as in Robin Hood shooting the apple off somebody's head!  So exciting.","Historically, archery has been used for hunting and combat.","Yes, it was used historically for combat and hunting.","Archery is the art, sport, practice or skill of using a bow to shoot arrows. "
2151,Stock market,What are they for?,"A stock market, equity market or share market is the aggregation of buyers and sellers (a loose network of economic transactions, not a physical facility or discrete entity) of stocks (also called shares), which represent ownership claims on businesses; these may include ""securities"" listed on a public stock exchange as well as those only traded privately.","ok , equity market or share market is the aggregation of buyers and sellers.","Stock exchanges are where stock brokers and traders can buy and sell shares of stock, bonds, and other securities."
2152,Green,"Green
my favorite color is green",Green is the color between blue and yellow on the visible spectrum.,"I like green too, it's between blue and yellow on the visible spectrum.","I love green as well. It is a color that is common in nature, especially in plants."
2153,Archery,"Back in the midwest, a lot of people still use it to hunt. A lot of states allow people to archery hunt earlier in the season before rifle season opens. ","The oldest signs of its use in Europe come from the in the north of Hamburg, Germany and dates from the late Paleolithic, about 10,000–9000 BC.","Very cool. Archery can be traced back as early as 10,000 BC in the late Paleolithic where they were used to hunt.","I've never hunted before, but I've always wanted to try archery. It's a great competitive sport and recreational activity."
2154,Green,Green,Green is the color between blue and yellow on the visible spectrum.,"The colors blue and yellow combine to create my favorite color, green.",I love the color green.  It is the color between orange and green on the spectrum of visible light.
2155,Green,"Green
Green is my favorite color. Do you like green?",Green is the color between blue and yellow on the visible spectrum.,"I love green,  Green is the color between blue and yellow",I do like green.  It is one of the three primary colors used in the RGB color space along with red and blue.
2156,Bowling,"Oh, I couldn't imagine playing on gravel, it would be so hard to aim! ","In target variations, the aim is usually to get the ball as close to a mark as possible.",In target bowling the aim is usually just to get the ball as close to a mark as possible. It would be pretty tough to roll accurately on gravel!,"Yes, it would be very difficult to aim on that surface. There is also target bowling, where the rolling surface could be grass or gravel!"
2157,John Grisham,Does he have any best sellers?,"His first novel, ""A Time to Kill,"" was published in June 1989, four years after he began writing it.","Yes he does. His first novel, ""A Time to Kill,"" was published in June 1989, and went on sell 2 million copies!","I'm not sure, but his first book, ""A Time to Kill"" was published in 1989, four years after he began writing it."
2158,Composite bow,Are there different kinds of bows?,"A composite bow is a traditional bow made from horn, wood, and sinew laminated together, cf., laminated bow.","There is the composite bow, a traditional bow of horn, wood and sinew.","Yes, there are many different types of bows.  There is even a type called a bowman."
2159,Stock exchange,Who uses the stock exchange?,"A stock exchange is an exchange (or bourse) where stock brokers and traders can buy and sell shares of stock, bonds, and other securities.","buy and sell shares of stock, bonds","Stock exchanges provide real-time trading information on the listed securities, facilitating price discovery. They are very useful"
2160,Green,Oh yes. Why do you like it. I love it because it is the color of nature,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.",I like it because it reminds me of the emerald and other minerals that are of green color. The green in them is because they have chromium.,It's evoked by light which has a dominant wavelength of roughly 495570 nm. It's also the color of nature.
2161,Archery,Bows have advanced a lot since then. Compact bows can now shoot up to 400 feet per second. ,The oldest bows known so far come from the Holmegård swamp in Denmark.,Definitely. Scientists have found the oldest bows in a swamp in Denmark.,"Yes, they are. The bow and arrow was invented in the later Paleolithic and Mesolithic periods."
2162,Green,Green is a pretty color. I know know of a couple of shades of green but I wonder how many shades of green there really are?,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.","That is a good question, probably hundreds. There are several minerals that are green in color such as emeralds! ","I'm not sure, but I do know that green is one of the three primary colors of pigments in painting and traditional color theory."
2163,Green,Yes! Green is also one of the main colors in the RGB color model I believe. It is also a great shirt color.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,I have heard Green has a dominant wavelength of roughly 495570 nm,"Yes,  It is evoked by light which has a dominant wavelength of roughly 495570 nm"
2164,Bowling,"Oh, that would be a lot easier than what I was thinking, haha. Which one do you prefer?","The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.","I prefer traditional pin bowling, though I sometimes mix it up with ten-pin, or maybe candlepin. There are so many variations of pin bowling!","I think I prefer pin bowling. It's a little bit more challenging, but it's a lot more fun!"
2165,John Grisham,That's sounds like a good one to start with. Have any of his books been made into movies?,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""","Yes actually, his book the ""Firm"", was adapted into a 1993 feature film of the same name, starring Tom Cruise! ","Yes, ""The Firm"" was adapted into a 1993 feature film starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel."""
2166,Archery,I have heard it takes a lot of strength to draw a bow.,"In modern times, it is mainly a competitive sport and recreational activity.",It does. Nowadays archery os mostly a competative sport/recreational activity,"Yes, it does take a lot of strength. The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods."
2167,Stock market,Do you know when the stock exchange was created?,"Stock exchanges list shares of common equity as well as other security types, e.g.","Nestlé and Novartis are domiciled in Switzerland, so they may be considered as part of the Swiss stock market, although their stock may also be traded on exchange.as American depository receipts ","not sure but there are now stock markets in virtually every developed and most developing economies, with the world's largest markets being in the United States"
2168,Chromium,Oh i see. Does that mean chromium is green?,Chromium is a chemical element with symbol Cr and atomic number 24.,"Yes exactly, Chromium is a chemical element, it's symbol is Cr, it's atomic number is 24.","Yes, chromium is green. It's a heavy metal that is found in the earth's crust."
2169,Archery,That is incredible! the longest bow shot was 930ft and was accomplished by Matt Stutzman. ,"In modern times, it is mainly a competitive sport and recreational activity.",Wow. that is really far. He must take archery at a high competitive level. Most people into archery are in it for recreation. ,"Matt Stutzman shot 930 feet! That's a lot of arrows! It's crazy to think about how far back it goes. The word archery comes from the Latin word ""arcus"" which means to shoot arrows."
2170,Green,Emeralds are pretty. What other minerals are green?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Oh so many, but I forget, Emeralds are the most common ones though. I bet you know that green has a long historical tradition as the color of Ireland!",There are a lot of minerals that are green in color such as cobalt. Cobalt is a mineral that is found in the Earth's crust and is used in many minerals such as ceramics. 
2171,Green,Interesting! Has green always been common throughout history? I wonder if it was on cave paintings.,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.","it was! and it is created by a combination of yellow and blue, or yellow and cyan",I am not sure but I do know it was widely used in miniature paintings in Europe and Persia in the 16th and 17th centuries
2172,Elvis Presley,"Elvis Presley
I really like Elvis' music. What about you?","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",I love Elvis! He was the King of Rock and Roll!,"Elvis Presley is one of my all time favorite singers.  He was born in Memphis, Tennessee and died in 1977."
2173,John Grisham,I love Tom Cruise movies! I wonder if he is still writing?,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""","Yes he is I think, but after after the events of the film and novel he prefer spending time with his family.","I'm not sure if he is still writing, but I do know that he was nominated for an Academy Award for Best Actor for his role in ""Mission: Impossible - Ghost Protocol."""
2174,Archery,"Do people shoot arrows with points, like dangerous points, recreationally?","In modern times, it is mainly a competitive sport and recreational activity.",It is mainly a recreational acticity,"Yes, they shoot arrows at targets generally set at various distances in a wooded setting. They are called target archery"
2175,Paramedic,"Paramedic
Hi. I think it takes a special person to be a paramedic.","A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",I agree. What an admirable healthcare profession.,"I agree, it takes a special person to respond to, assess, and triage emergent, urgent, and non-urgent requests for medical care, apply basic and advanced knowledge and skills necessary to determine patient physiologic, psychological, and psychosocial needs, administer medications, interpret and use diagnostic findings to implement treatment, provide complex patient care, and facilitate referrals and/or access to a higher level of care when the needs of the patient exceeds the capability level of the paramedic."
2176,Chromium,What are the characteristics of the element,"It is a steely-grey, lustrous, hard and brittle metal which takes a high polish, resists tarnishing, and has a high melting point.","It's a metal that's steely-grey, lustrous, ,hard and brittle. It makes a great polish!","It's a chemical element, it has the atomic number 24, it's also known as Cr."
2177,no_passages_used,"Most peoples max range is 50yards and even then, shooting at an animal is only ethical up to 35 yards or so. ",no_passages_used,"Experts in archery are sometimes referred to as a toxophilite. The actual archer is referred to as the ""bowman"".",That is a lot of distance to shoot at an animal. It's a shame that archery is only used for hunting and combat. 
2178,Green,"I have heard a little about it or know that it is associated with Ireland. Don't know the long story behind why green is a long historical tradition there, though. Could you fill me in?","For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.","I sadly do not know either, I am merely an expert on green! Another piece of history on green is that back in the Middle Ages and Renaissance, the color was associated with merchants, bankers and the gentry.","Well, the first recorded green party was a political faction in Constantinople during the 6th century Byzantine Empire. They were bitter opponents of the blue faction, which supported Emperor Justinian I and had its own chariot racing team."
2179,Green,Neat! Yes it is fun to paint with yellow and blue to create green.,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,In fact Many creatures have adapted to their green environments by taking on a green hue!,"it was! and it is created by a combination of yellow and blue, or yellow and cyan in the RGB color model"
2180,Elvis Presley,Can you tell me more about him? Like where he lived?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","Yeah! He was born in Tupelo, Mississippi and moved to Memphis when he was 13 years old.","Elvis lived in Memphis, Tennessee. He was born and raised there.  He was a great singer and songwriter."
2181,John Grisham,"Can't say that I blame him. He's probably made enough money at this point. I can't wait to start reading ""A Time to Kill""","His first novel, ""A Time to Kill,"" was published in June 1989, four years after he began writing it.","""A Time to Kill,"" is a great novel, I really recommend you read it.","Yes, it's a good one. It was published in 1989, four years after he began writing it. "
2182,Archery,Can kids do archery?,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",Not sure but the person who participates is known as a bowman. ,"Yes kids can do archery, but it is mainly a competitive sport and recreational activity for adults."
2183,Big Five personality traits,They have to stay calm and professional in all situations. Do you think that you have those traits?,"The Big Five personality traits, also known as the five factor model (FFM), is a model based on common language descriptors of personality.",Yes and know. But it is a part of the Big Five personality traits model.,"I think I do. I think it takes a special person to respond to, assess, and triage emergent, urgent, and non-urgent requests for medical care, apply basic and advanced knowledge and skills necessary to determine patient physiologic, psychological, and psychosocial needs, administer medications, interpret and use diagnostic findings to implement treatment, provide complex patient care, and facilitate referrals and/or access to a higher level of care when the needs of the patient exceeds the capability level of the paramedic."
2184,Irish Americans,"Ireland
I have Irish ancestry. I'd like to visit sometime, have you been?","Irish Americans () are an ethnic group comprising Americans who have full or partial ancestry from Ireland, especially those who identify with that ancestry, along with their cultural characteristics.","No, but I've met some Irish people. There are are a good amount of Irish Americans (who identify as such) in the United States.","I have never been to Ireland, but I've always wanted to.  I know it's a sovereign state in the north-west of Europe."
2185,Cardigan (sweater),"Cardigan (sweater)
I wear cardigans because I look classy and cultured.","The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.",Its definitely a cultured garment as it's associated with college culture from the Roaring Twenties.,I love cardigans too.  I like to wear them when I go to the beach.  They are so warm and cozy.
2186,no_passages_used,Green,no_passages_used,"My favorite color is green, I love that color.",I love the color green.  It is the color between orange and green on the spectrum of visible light.
2187,Popcorn,Popcorn,"Popcorn, or pop corn, is a variety of corn kernel, which forcefully expands and puffs up when heated.","i love popcorn! there is a variety of corn kernel, which forcefully expands and puffs up when heated.",I love popcorn! It's one of the most popular foods in the world.  I love to cook it with butter or oil.
2188,Graceland,Oh isn't Graceland in Memphis? I want to visit some time.,"It is located at 3764 Elvis Presley Boulevard in the vast Whitehaven community, about 9 miles (14.5 km) from Downtown and less than four miles (6 km) north of the Mississippi border.","It's beautiful there, it's on Elvis Presley Blvd in the Whitehaven community.","Yes! Graceland is located in Memphis, Tennessee. It was built in 1935 and is still standing today."
2189,Paramedic,Paramedic,"A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.","Have been a paramedic for 4 years. I'm somewhat of a healthcare professional that works in the pre-hospital stage, out of the hospital, where I work in an ambulance and act as an emergency medical service!","A paramedic or field medic is a specialist healthcare professional whose primary focus is to respond to, assess, and triage emergent, urgent, and non-urgent requests for medical care"
2190,Guns N' Roses,Guns N' Roses,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.","i love guns n' roses, commonly GNR. how about you?",Guns N' Roses is a great rock band from the 90s. They were a great band.
2191,Big Five personality traits,I am not familiar with the Big Five personality traits model. Could you explain it to me?,"The Big Five personality traits, also known as the five factor model (FFM), is a model based on common language descriptors of personality.","Yes, it is a model that describes personality traits.",It is a taxonomy of personality traits that is based on common language descriptors. It is a statistical technique that is applied to personality survey data.
2192,Culture of the United Kingdom,That's true. I once traveled to the UK but didn't make it North of London.,"The culture of the United Kingdom is influenced by the UK's history as a developed island country, a liberal democracy and a major power; its predominantly Christian religious life; and its composition of four countries—England, Wales, Scotland and Northern Ireland—each of which has distinct customs, cultures and symbolism.",The UK is an interesting place. It's culture developed heavily out of the fact that it was an isolated Island nation.,"I've never been to London, but I've been to Dublin, which is the capital of Ireland. It's located on the eastern part of the island."
2193,Cardigan (sweater),"That's cool, do you know when they were first made?","The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.","I'm unsure of its earliest origins, but the earliest popularized date of the shirt I'm aware of is from the 1930s.  I'm sure it's been around for longer.",Coco Chanel is credited with popularizing cardigans for women because she hated how tight-necked men's sweaters messed up her hair when she pulled them over her head.
2194,Green,Just the color or what are your fav green things? My favorite color is burgundy. ,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",Well I enjoy a lot of the green in nature which mostly comes from that chlorophyll in plants.,"Burgundy is my favorite color too, I like it because it is a shade of blue."
2195,Popcorn,It's tasty and has a bit of fiber too,"A popcorn kernel's strong hull contains the seed's hard, starchy endosperm with 14-20% moisture, which turns to steam as the kernel is heated.","yea and popcorn kernels strong hull contains the seed's hard, starchy endosperm with 14-20% moisture, which turns to steam as the kernel is heated","i love popcorn too! A popcorn kernel's strong hull contains the seed's hard, starchy endosperm with 14-20% moisture, which turns to steam as the kernel is heated."
2196,"Whitehaven, Memphis, Tennessee",I have seen pictures. I heard the museum is great.,"This roadway began as a toll ""Plank Road"" built between Memphis and Hernando, Mississippi in 1852.","I saw an exhibit at the museum once that showed how Elvis Presley Blvd was originally a toll ""plank Road"" built in 1852.","It is! It was built by Ruth Moore, a Memphis socialite, who together with her husband, Thomas Moore, built a Colonial Revival style mansion in 1939."
2197,Paramedic,"Wow, that must be an exciting industry! Is it a fulfilling career?","The scope of the role varies widely across the world, having originally developed as a paraprofession in the United States during the 1970s.","It really is. Although the scope of what you do can vary widely across the globe, the paraprofession in the US just recently came around in the 1970s, which most people don't know.","It is! I love it. I love that I get to respond to, assess, and triage emergent, urgent, and non-urgent requests for medical care, apply basic and advanced knowledge and skills necessary to determine patient physiologic, psychological, and psychosocial needs, administer medications, interpret and use diagnostic findings to implement treatment, provide complex patient care, and facilitate referrals and/or access to a higher level of care when the needs of the patient exceeds the capability level of the paramedic."
2198,Guns N' Roses,I don't know too much about Guns n Roses. What is a good album to listen to of theirs?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",definately 'Appetite for Destruction' released 1987. Arguably their best. Number one on the Billboard 200 a year after its release.,"i think the best album of theirs is the one that came out in 2001, the one with the name Guns n Roses. it was called ""Guns n Roses"""
2199,Big Five personality traits,What are the Big Five?,"When factor analysis (a statistical technique) is applied to personality survey data, some words used to describe aspects of personality are often applied to the same person.","I'm not sure about all of them, but I do know that conscientious is one of them.","The Big Five are the five main factors. They are conscientiousness, extroversion, sociability, shyness, dominance, and dominance."
2200,United Kingdom,I'd like to know more about it's history - I've only had a bit of European History. What is the largest city in the UK?,"The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom (UK) or Britain, is a sovereign country in western Europe.","The UK actually contains more than just Britain, but also Ireland as well. The Largest city is probably London.","I'm not sure, but I do know that the capital and largest city is Dublin, which is located on the eastern part of the island, and whose metropolitan area is home to around a third of the country's over 4.8 million inhabitants."
2201,Cardigan (sweater),"Interesting, what are they usually made of?",A cardigan is a type of knitted garment (sweater) that has an open front.,"the cardigan is a knitted sweater, made of wool among other fabrics.","I'm not sure, but I do know that cardigans are often worn over shirts and inside suit jackets as a less formal version of the waistcoat or vest that restrains the waist."
2202,Color psychology,"That makes a lot of sense, if you correlate the color with nature a lot.I think what you associate with your favorite color has a lot to do with why someone picks it as their favorite.","Color influences perceptions that are not obvious, such as the taste of food.","That might be so, there are perceptions  based on color that are not really obvious like how things taste.",I think that's a good point. I also like the color green because it is the color between orange and green on the spectrum of visible light.
2203,Popcorn,"I see, I wonder who first discovered it","Corn was first domesticated 9,000 years ago in what is now Mexico.","well if we go all the way back, corn was first domesticated 9000 years ago in what is now known as mexico","yea and pressure from the steam continues to build until the hull ruptures, allowing the kernel to forcefully expand from 20 to 50 times its original size"
2204,Thierry Henry,Thierry Henry,Thierry Daniel Henry (; born 17 August 1977) is a retired French professional footballer who played as a forward and is the second assistant manager of the Belgium national team.,"Thierry Henry is one of the best soccer players ever, have you heard about him?",Thierry Henry is one of my favorite artists. He is a French painter and sculptor.
2205,Paramedic,I did not know that! What all does your daily job entail?,"The paramedic role is closely related to other healthcare positions, especially the emergency medical technician role, with paramedics often being a higher grade role, with more responsibility and autonomy.","It varies widely. But it's a role that finds itself closely related to other healthcare positions, especially EMS roles, where you have a higher grade role, which is to say you'll be granted both more responsibility and autonomy.","I'm a paramedic, so I respond to, assess, and triage requests for medical care, apply basic and advanced knowledge and skills necessary to determine patient physiologic, psychological, and psychosocial needs, administer medications, interpret and use diagnostic findings to implement treatment, provide complex patient care, and facilitate referrals and/or access to a higher level of care when the needs of the patient exceeds the capability level of the paramedic."
2206,Guns N' Roses,That's impressive! Can you tell me more about the band members?,"The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.","when first signed to geffen in 86 the lineup was axl rose on vocals, slash on lead, izzy on rythm, duff mckagan on bass and steve adler on drums. i would say slash was my favourite, even though i play bass lol","The current lineup consists of Rose, Slash, McKagan, keyboardist Dizzy Reed, guitarist Richard Fortus, drummer Frank Ferrer and keyboardist Melissa Reese."
2207,Paramedic,That is certainly a trait needed by paramedics. ,"A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.","I agree, especially since they work in emergency services.","Yes, it is a very important trait to have. I think it is also important to be extraverted."
2208,Belfast,"Oh ok, I've been to London. But, I haven't visited the biggest city in Ireland.","Belfast (; ) is the capital and largest city of Northern Ireland, and the second largest on the island of Ireland.","Well in that case you would probably be looking for Belfast, which is the largest city of Northern Ireland, and the second largest in all of Ireland. ","The capital of Ireland is Dublin, which is located on the eastern part of the island. It has a population of over 4.8 million people."
2209,Cardigan (sweater),What are some other types of knitted sweaters?,It is modelled after the knitted wool waistcoat that British officers supposedly wore during the war.,Well you might be fascinated to know that Britisch officers had knitted waist coasts.  I'm unsure about other sweaters though.,"There are many different types of knitted sweaters, but the most popular are machine- or hand-knitted."
2210,Broken heart,Broken heart,Broken heart (also known as a heartbreak or heartache) is a term metaphor for the intense emotional—and sometimes physical—stress or pain one feels at experiencing great longing., A friend of mine is suffering from a Broken heart right now. Its a metaphor for intense emotional pain after losing his dog.,Have you ever had a broken heart? It's when a person loses interest in a relationship or relationship because of a break up.
2211,Popcorn,That's longer ago than I though!,"In Mexico, for example, remnants of popcorn have been found that date to around 3600 BC.","yep, in mexico, remnants of popcorn have been found that date to around 35000 b.c. !","yea and popcorn kernels strong hull contains the seed's hard, starchy endosperm with 14-20% moisture, which turns to steam as the kernel is heated"
2212,Thierry Henry,"I have heard of him before, isn't he french?",At international level he represented France and is his country's record goalscorer.,Yeah he is French! and in fact he is the top goalscorer of France. He played several world cups and it was pure magic.,"Yes, he is french. He was born in France. He is a great soccer player. "
2213,Paramedic,"Oh wow, that is impressive. Do you plan on doing this for the rest of your career?",There are different models of care for EMS providers which significantly influence the scope of practice of paramedics in an area.,"We will see. I may be moving, so it could change things, as there are different models of care for EMS providers given the area they're in, and those different models can influence the scope of practice they can do in an area.","I think I'll probably stay with it for quite a while. I've always wanted to be a paramedic, so I'm sure I'll be around for a long time. I think it's a great way to help people who are in need of urgent medical care, and I think I'd like to be able to help them get to a higher level of care when the needs of the patient exceed the capability level of the paramedic."
2214,Slash (musician),I have heard of Slash. Would you say he is the most famous member?,"Saul Hudson (born July 23, 1965), better known by his stage name Slash, is a British-American musician and songwriter.","i would say so, his real name is saul hudson. Who is actually a british-american songwriter.","i would say axl rose is probably the most famous, but i would say steve adler is the most well known. he is the only one who has been in the band for more than 10 years."
2215,Ireland,Ireland,Ireland is the third-largest island in Europe.,My family history goes back to Ireland.  It is the third largest island in Europe.,Have you ever been to Ireland? It is an island in the north-west of Europe. 
2216,Ireland,"Yes, sounds like it. I would like to take a flight there sometime.",Ireland is the third-largest island in Europe.,It's hard to believe Ireland is the third larget Island in Europe.,"It's a great place to visit. It has a population of 333,871 in 2015."
2217,Kurt Cobain,Kurt Cobain,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American singer, songwriter, and musician.","Did you like Kurt Kobain? was an American singer, songwriter, and musician",Kurt Cobain is one of my favorite artists. He was a great singer and songwriter.
2218,Broken heart,"Oh thats really sad, I had my heart broken recently by my ex girlfriend, what happened with your friend, is he OK?","The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",He just need some time. Broken heart  is a cross-cultural concept mostly associated with the loss of a loved one. ,"He is fine. He is in a lot of pain right now, but he is doing much better now. Its a metaphor for intense emotional pain after losing his dog."
2219,Online shopping,"Online shopping
I love using Amazon, have you tried it?","An online shop evokes the physical analogy of buying products or services at a regular ""bricks-and-mortar"" retailer or shopping center; the process is called business-to-consumer (B2C) online shopping.","Yes.  I use it all the time.  It's a lot easier than buying products at a regular ""bricks-and-mortar"" retailer or shopping center.","I have not, but I would love to try it. I love that I can browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices."
2220,Thierry Henry,"Yeah, I remember seeing him often wearing a blue jersey if recall correctly. Is he a striker?","He played for Monaco, Juventus, Barcelona, New York Red Bulls and spent eight years at Arsenal where he is the club's all-time record goalscorer.","Yeah he was a stricker, he is now retired though, he also played for Barcelona with Ronaldihno and Messi. ",Yes he was a striker. He played for both Arsenal and France. He was also a member of the France national football team.
2221,Green,"Green
My favorite color is green.  I love Money, green lights when i am driving, and the color of plants.  Green is fantastic!!!",Green is the color between blue and yellow on the visible spectrum.,Green is great! it is between blue and yellow on the visible spectrum.,I love the color green too. It is the color of hope.  It is a color that represents the belief that things will improve after a period of difficulty.
2222,Accounting,"Accounting
Hello, accounting is very fun, I like to work with numbers.","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.",Accounting is the processing and communication of financial information. It seems like serious stuff!,"I love numbers too.  It's a great way to make money.  I like to think of it as a form of accounting, but it can also be used to make investments."
2223,Castles in Great Britain and Ireland,That is neat!  I would love to visit Ireland!  DOn't they have a lot of old castles there?,"Castles have played an important military, economic and social role in Great Britain and Ireland since their introduction following the Norman invasion of England in 1066.",Oh yes!  Both Ireland and Great Britain have lots of castles that play a part in its history and economics,"Yes, they do.  It is located in the north-west of the island of Ireland."
2224,Auto racing,Auto racing,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",I want to drive a racecar.  Auto racing seems like a fun sport!,I love to watch auto racing. It is a motorsport involving the racing of automobiles for competition.
2225,Kurt Cobain,yes i loved nirvana growing up,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.","He was Born in Aberdeen, Washington","Did you like Nirvana? Kurt Cobain was an American singer, songwriter, guitarist, and multi-instrumentalist"
2226,Broken heart,"Oh ok, yeah its important to give him some time to think and give him fresh air. when my girlfriend cheated on my, My heart was broken so bad that I thought id never date anyone again. ","Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.","That is the worse. I know how you felt. Some people can even suffer emotional pain so severe it can cause ""broken heart syndrome"". It can even lead to physical damage to the heart.",I agree. Broken heart  is a cross-cultural concept mostly associated with the loss of a loved one. 
2227,Online shopping,"i'm currently living in a fairly rural location for work and it's just so much easier to use Amazon Prime for shopping, my only other alternative is driving 30 minutes to walmart","Consumers find a product of interest by visiting the website of the retailer directly or by searching among alternative vendors using a shopping search engine, which displays the same product's availability and pricing at different e-retailers.","It is so much easier, especially when you live in rural locations.  I also like how you can use online shopping to compare among alternative vendors for the same product with different retailers.  ","I agree.  Amazon Prime is great.  It's a great way to save money and save time.  I love that I can browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices."
2228,Thierry Henry,Is he coaching now? ,Thierry Daniel Henry (; born 17 August 1977) is a retired French professional footballer who played as a forward and is the second assistant manager of the Belgium national team.,"Yeah he is a coach, his the second assitant coach for the Belgium national team, his present in the worldcup now.","I am not sure if he is coaching now, but he was a great player. He was also the captain of the French national team."
2229,Green,"Yes it is. It is also the color of Emeralds, and sometimes the color of camouflage.",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,I have read it has a dominant wavelength of roughly 495570 nm.,"Yes, it is.  It was used in miniature paintings in Europe and Persia in the 16th and 17th centuries."
2230,Accounting,"If it is very serious, but it is an exciting job that allows to do all financial processes in an orderly manner.",The modern field was established by the Italian mathematician Luca Pacioli in 1494.,Accounting was established by an Italian mathematician in 1494!,"Yes, it is very important to be able to report financial information to investors, regulators, and other stakeholders."
2231,Ireland,That's what I thought!  What kind of government does Ireland have?,"Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island.",Well Ireland is divided between the Republic of Ireland and Northern Ireland.  Northern Ireland is part of the UK,The Republic of Ireland is a sovereign state that is part of the United Kingdom.  It shares its only land border with Northern Ireland.
2232,Tony Stewart,Eeeek - that all seems a bit scary to me. I don't do the whole adrenaline thing very well - I'm the passenger that keeps trying to brake when I'm not driving - haha,"Throughout his racing career, Stewart has won racing titles in Indy, midget, sprint, and USAC Silver Crown cars.","Tony Stewart is my favorite driver in Indy, where he races sprint cars.  That passenger seat brake doesn't work, you know that, right?",I'm sure it would be fun!  Auto racing has existed since the invention of the automobile.  It's a motorsport involving the racing of automobiles for competition.
2233,Kurt Cobain,oh yea? i didnt know that,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.",Yeah Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987,"He was an American singer, songwriter, guitarist, record producer, and multi-instrumentalist."
