,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1536,Hunting,I love hunting too!,"Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.","hunting down wildlife or feral animals is mostly done for sport, food, recreation and to remove predators that are dangerous to humans or domestic animals","yea i love it too.. i love the fact that it is a form of sport where you can hunt animals for sport or for food, and the meat of those animals."
1537,Evolutionary psychology,Yeah - we're really attracted to bright shades. I wonder if it's an evolutionary thing - maybe it made it easier to find food,"Some evolutionary psychologists apply the same thinking to psychology, arguing that the modularity of mind is similar to that of the body and with different modular adaptations serving different functions.","Well some evolutionary psychologists argue that psychology is all modular to the mind, to help make decisions fasters and avoid things easier because of bright colors.","I'm not sure if it's an evolutionary thing, but I think it is! Humans have always been attracted to different shades of color."
1538,Broken heart,Sorry to hear that. What are the symptoms of a broken heart?,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.",It's like physical and mental pain that you feel after losing such an important relationship. It won't go away.,Broken heart syndrome is when you feel like your heart is going to explode. It can be very painful.
1539,Cod,"Cod
are there a lot of different types of cod or just the one","The two most common species of cod are the Atlantic cod (""Gadus morhua""), which lives in the colder waters and deeper sea regions throughout the North Atlantic, and the Pacific cod (""Gadus macrocephalus""), found in both eastern and western regions of the northern Pacific.","There are plenty of different types of Cod, but the two most common ones are Atlantic Cod and Pacific Cod","Cod is the common name for the demersal fish genus ""Gadus"", belonging to the Gadidae family."
1540,Skiing,"Skiing
Are you a fan of skiing? I heard it's a difficult sport.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",I'm not really a fan - we don't have much snow where I am - but i know it can be a competitive winter sport.,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
1541,List of master's degrees in North America,No I have a masters in math but I have never taken any accounting classes,This list refers to specific master's degrees in North America.,I respect your masters in math.  It's amazing to think how many masters degrees exist out there depending on the college.,The modern field was established by the Italian mathematician Luca Pacioli in 1494.  He was an Italian mathematician.
1542,Graceland,"I am not really sure, I grew up listening and continued to listen when I became an adult, I also went to Graceland when I was 20","Graceland is a mansion on a estate in Memphis, Tennessee, United States, that was owned by Elvis Presley.",The mansion in Tennessee?,I went to Graceland when I was 20 too! He was one of the most celebrated and influential musicians of the 20th century.
1543,Rutgers Scarlet Knights,I have definitely heard of Rutgers before.,"In sports, Rutgers is chiefly known for being the ""Birthplace of College Football"", hosting the first ever intercollegiate football game on November 6, 1869 in which Rutgers defeated a team from the College of New Jersey (now Princeton University) with a score of 6 runs to 4.","Rutgers is known for being the ""Birthplace of College Football:, this is due to hosting the first ever intercollegiate football game.","Rutgers was originally chartered as Queen's College on November 10, 1766. It is the eighth-oldest college in the United States."
1544,Hunting,What kind of animals do you like to hunt?,"The pursuit, capture and release, or capture for food of fish is called fishing, which is not commonly categorised as a form of hunting.","well i like fishing, catch and release, or catching for food is always nice and relaxing","i like big game like deer, elk, deer antelope, foxes, raccoons, rabbits, deer, etc.. i also like to hunt birds and squirrels"
1545,Motivation,"Motivation
I have problem getting motivated","Motivation is the reason for people's actions, desires, and needs.",motivation is peoples reason for there actions I think ,"Motivation is derived from the word ""motive"" which is defined as a need that requires satisfaction."
1546,Broken heart,That sounds painful. What can be done about it?,"The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.",I don't know. I guess time. The cortex in the brain gets overstimulated from the stress and and cause nausea and muscle tightening in the chest. I need to keep myself occupied.,There's nothing you can do. It's like a physical and mental pain that you feel after losing such an important relationship.
1547,Cod,oh cool! Do you have a favorite?,"Cod is popular as a food with a mild flavour and a dense, flaky, white flesh.","I love all cod because it has a great mild flavour and a dense, flaky white flesh! ","No, but I do like the Pacific cod because it is found in both eastern and western regions of the northern Pacific."
1548,Shaun White,That's true. Have you heard of Shaun White?,He is a two-time Olympic gold medalist.,I actually do know who that is and what he looks like!  He's a two-time Olympic gold medalist!,"Yes, he is a three-time Olympic gold medalist. He's also a professional snowboarder, skateboarder and musician."
1549,Nursing,Yes there are lots of masters degrees out there.  Mine was in pure mathematics - I prefer the theoretical over actual numbers like in accounting,"Nursing is a profession within the health care sector focused on the care of individuals, families, and communities so they may attain, maintain, or recover optimal health and quality of life.",Nursing is interesting too because it's a profession within the health care sector to help maintain the health of people  What's your favorite type of math?,I agree.  It's interesting how the history of accounting or accountancy is thousands of years old and can be traced back to ancient civilizations.
1550,Tennessee,"Yes, I was not really that big of a fan to go there, but it was time and chance and we decided to go","The Appalachian Mountains dominate the eastern part of the state, and the Mississippi River forms the state's western border.",Have you visited the Appalachian mountains? I've heard they are incredible,"That's cool, I have never been to Graceland. I know it was built by Ruth Moore, a Memphis socialite, who together with her husband, Thomas Moore, in 1939."
1551,Accounting,Accounting,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.","i love accounting due to the measurement, processing and communication of financial information about economic entities","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
1552,Hunting,Fishing is fun but can take some time,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",yea it can but it is also not considered hunting to pursue animals without intent to kill them such as in wildlife photography or birdwatching,"well i like fishing, catch and release, or catching for food is always nice and relaxing but it can take a long time"
1553,Motivation,"Oh yeah. I do not find reason to do anything, I just want to be idle and do nothing ","Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?,motivation results from the interaction of both conscious and unconscious factors. I think that is why people find it hard to get motivated
1554,Carnitine,"Bodybuilding supplement
I like to take L-Carnitine for my long runs, it seems to help my endurance. Do you take any supplement?",Carnitine was discovered in 1905 as a result of its high concentration in muscle tissue.,"I don't, no. I know Carnitine was discovered in 1905, so it has been used for a long time, but I just try to follow the principles of good nutrition. ","I don't take any supplements, but I do take high protein drinks, branched-chain amino acids (BCAA), glutamine, arginine, essential fatty acids, creatine, HMB, and weight loss products."
1555,Cod,is it kind of meaty would you say?,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).","I would say it is ore fishy, but it can also be processed to make cod liver oil which provides vitains A, D and D along with omega-3-fatty acids which are really good for you! ","Yes, it is a bit meaty, but it's not as meaty as a lot of other fish. It's a great source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids!"
1556,no_passages_used,He's pretty good at snowboarding! I heard he did well in the last Olympics.,no_passages_used,Shaun White I think also holds the record for most Xgames medals.,"Yes, he's pretty good at it!  I think it's interesting that the word ""ski"" is one of a handful of words that Norway has exported to the rest of the world."
1557,Nursing,I love pure mathematics such as number theory and combinatorics.  I love studying prime numbers,"Nurses may be differentiated from other health care providers by their approach to patient care, training, and scope of practice.",I find it amazing that nurses have a great variety of specialties and have the authority of prescribing medications.  Do you ever seek further knowledge in math or do you just work with a math related job?,It's interesting how mathematics has been a human activity from as far back as written records exist.  It's been around for a long time.
1558,Elvis Presley,"No I didnt do that, Elvis was an icon, and I guess always will be","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",Definitely - what an amazing career. Started back in 1954 I believe?,"Yes, he was the catalyst for the cultural revolution that was rock and roll. He was central not only to defining it as a musical genre but in making it a touchstone of youth culture"
1559,Accounting,i have taken some accounting classes in school,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,the modern field was esetablished by the italian mathematician luca pacioli in 1494,The modern field was established by the Italian mathematician Luca Pacioli in 1494.  It was established 
1560,Music festival,"Music festival
I really love music and dancing",Some festivals are focused on women’s music.,"Yeah, I like music too, I have a lot of favorite female singers. I like music festivals too.",I love music festivals too! I love going to music festivals because it is an art form and cultural activity whose medium is sound organized in time.
1561,Motivation,DO you mean maybe what i am doing is not what doing. Is there any cure i can have to get out of this,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?,well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?
1562,Bodybuilding supplement,"Yes that too, but I believe athletes are always looking for an edge. and as long as it is legal to use it is ok.","Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.","I think there are a lot of things that are technically legal but the government doesn't regulate a lot of these things so they may not be safe, so I think it is important to do your homework. I have two sons who are college athletes, and they are discouraged from using supplements.","Yes, I agree, I think it's a good idea to have a healthy diet, but I don't think it should be illegal to use supplements to help with muscle growth. "
1563,Cod,wow that's insanely good for you! I would have to try that!,"In the United Kingdom, Atlantic cod is one of the most common ingredients in fish and chips, along with haddock and plaice.",Another great thing you can try is fish and chips if you are ever in the United Kingdom! Atlantic cod is the most common ingredient in fish and chips in the UK ,"I would definitely try that! In the United Kingdom, Atlantic cod is one of the most common ingredients in fish and chips, along with haddock and plaice."
1564,Shaun White,"I did not know that. I can believe it, though. He is one of the best.","He was born with a Tetralogy of Fallot, a congenital heart defect for which he endured two open-heart operations before the age of one.",He was actually born with a pretty severe heart defect - he had two open heart surgeries before the age of one,"He was born in San Diego, California, so I'm sure he grew up in the mountains."
1565,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Are you familiar with Elvis Presley, the American singer? He also acted.  ","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
1566,Cardigan (sweater),"Cardigan (sweater)
I love to wear Cardigan's in the winter. Do you own any?",A cardigan is a type of knitted garment (sweater) that has an open front.,"A cardigan is also called sweater,is a type of knitted garment ","I don't have any, but I do have a pullover that does not open in front but must be ""pulled over"" the head to be worn."
1567,Accounting,"i have never heard of Luca Pacioli, so he came up with accounting?","Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.","yes , and accounting has been called the language of business, meaures the results of an organization's economic acitivites and conveyes this information to a variety of users","yes, he came up with the concept of accounting in 1494. he was a italian mathematician who was born in 1471"
1568,Music festival,"So, have you ever been to music festival?","They are commonly held outdoors, with tents or roofed temporary stages for the performers.","Nope, but I would really like to. I'm scared of getting too hot, it's outdoors so there's a chance.","No, I haven't, I've never been to a rock festival, but I've been to many rock festivals, some are held only once."
1569,Motivation,I can see you repeated the same thing and means you have nothing more to say about it. Do you have any scientific study on motivation,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?,well maybe you are repeating the same behaviors and need to switch it up a bit to get you out of the rut ?
1570,Bodybuilding supplement,"yes, that seem reasonable since sometimes we don't know what long terms effects these supplements can have on health.  However some of them seems pretty sfe and have been around for a lot of time.",A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,Agreed! Many herbal concoctions have been used since ancient times and are surely just fine!,"Yes, I agree, I think it is important to do your homework, especially when it comes to supplements that are marketed as ""natural"" or ""natural-sounding"" because they are marketed to health-conscious people, diabetics, athletes, and other people who want to lose weight, improve physical fitness, or reduce their sugar intake."
1571,no_passages_used,"oh I would love to go there one day, I hear it's the best! I live in the desert so fish here is definitely NOT fresh",no_passages_used,"That is too bad! I love sea food, especially cod because its flavor is a lot more mild than most fish","I agree! It is also well known for being widely consumed in Portugal and the Basque Country, where it is considered a treasure of the nation's cuisine."
1572,Winter,"Winter
I love winter, it's my favorite season of the year. What do you like about it?",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,I love winter because it is so cold and cozy.,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in most of the tropical zone).
1573,Elvis Presley,I am indeed. I used to love watching his movies on tv when I was a child. Didn't he die back in the 70s?,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Yes, he died on August 16, 1977. I remember it was a huge deal when he died, but I was just a kid. ","Yes, he did. He died suddenly in 1977 at his Graceland estate at the age of 42. "
1574,Cardigan (sweater),What else can you tell me about them?,A more modern version of the garment has no buttons and hangs open by design.,garment has no buttons and hangs open by design,The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s
1575,Accounting,"i was going to be an accountant but other things came up, i wished i have stuck with it","The terms ""accounting"" and ""financial reporting"" are often used as synonyms.",well accounting and financial report are often used as synonyms ,"the terms ""accounting"" and ""financial reporting"" are often used as synonyms. Practitioners of accounting are known as accountants"
1576,Music festival,"Wow, maybe u need to try it, its so interesting","A music festival is a community event oriented towards live performances of singing and instrument playing that is often presented with a theme such as musical genre (e.g., blues, folk,  jazz, classical music), nationality, or locality of musicians, or holiday.",Have you been to one before? What kind of music festival? Blues? Folk? Jazz?,"You should, it's a great way to learn about music education. It touches on all learning domains, including the psychomotor domain."
1577,Accounting,Accounting,"Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.",I am an accountant. It's called the language of business!,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
1578,Bodybuilding supplement,"yes, however I would avoid any prepaid ""special formulas"" where you really don't know what you are taking.",Athletes in ancient Greece were advised to consume large quantities of meat and wine.,In ancient Greece athletes were told to consume lots of wine and meat. Maybe I'll stick to that! LOL,"Agreed! In the 1910s, Eugen Sandow was the first modern bodybuilder to advocate the use of dietary control to enhance muscle growth!"
1579,Bowling,"Bowling
Hi, do you go bowling often",It is one of the major forms of throwing sports.,Not really even when bowling is one of the major forms of throwing sports.  Do you?,"Yes, I do! I like to bowl lawn bowls. It's a sport in which the objective is to roll biased balls so that they stop close to a smaller ball called a ""jack"" or ""kitty""."
1580,Winter,Me too. What about the average temperatures during the season?,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"It depends, but winter can get really cold, like below freezing.",It is the coldest season of the year in polar and temperate zones. It occurs after autumn and before spring.
1581,Elvis Presley,Me too. I remember he was very popular. Did he have a lot of big hits?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.","Yes, he had tons. Rock and roll was a new thing back then, and he had a bunch of chart-topping records.","Yes, he did. He was one of the most commercially successful in many genres of music. "
1582,Cardigan (sweater),Do you know where they originated?,"The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava during the Crimean War.","The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava ,it was a period of the crimean war","Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men's sweaters messed up her hair when she pulled them over her head."""
1583,Auto racing,Auto racing,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",Auto racing is a motorsport that involve multiple automobiles competing against one another.,I love to watch auto racing. It is a motorsport involving the racing of automobiles for competition.
1584,Jazz,"I love blues, it takes me to another world",Jazz is seen by many as 'America's classical music'.,"I like jazz. It's ""Americas classical music""","I've never been to one before, but I would really like to go to one. I think it would be fun to see some of the different genres of music."
1585,Accounting,Interesting.  What kind of things do you account for?,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.","Well I process, measure, and communicate financial information about entities. Do you know any accountants?","Mostly financial accounting. It's the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
1586,Winter,Winter,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,I prefer the winter due to it being the coldest season.,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in most of the tropical zone).
1587,Bowling,yes. I am a professional bowler. ,"The maximum score is 300, which is achieved by getting 12 strikes in a row.","Great, so I guess you have got the maximum score of 300 many times.",That's cool.  Do you bowl in a bowling alley?  I've never been to one.
1588,Winter,The average snowfall can probably be pretty extensive too. What state has the most snowfall?,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"I really don't know, though probably somewhere in New England since they have cold, harsh winters.","I'm not sure, but I do know that it can get really cold in the wintertime."
1589,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,"I used to be really into bowling, both for the sport and the leisure. ","I love to bowl in my spare time. It is a sport in which the objective is to roll biased balls so that they stop close to a smaller ball called a ""jack"" or ""kitty""."
1590,Cardigan (sweater),What kind of material are they generally made from?,It is modelled after the knitted wool waistcoat that British officers supposedly wore during the war.,"It is modelled after the knitted wool waistcoat,worn by the British officers during the war"," Traditionally, cardigans were made of wool but can now be made of cotton, synthetic fibers, or any combination thereof."
1591,no_passages_used,"Have you ever participating in auto racing, or are you a fan?",no_passages_used,"I am just a fan, I would like to participate in one but it is dangerous!","I have not, but I know that auto racing has existed since the invention of the automobile in 1867."
1592,Music festival,"Yeah, jazz is lovely too. But I'm so comfortable with blues",Some festivals are organized as for-profit concerts and others are benefits for a specific charitable cause.,Some festivals are benefits for a specific charitable cause.,I like jazz too. It's a different kind of music. It has a different rhythm and blues style
1593,Accounting,I can't say that I do.  Sounds slightly droll.  How long did it take to become an accountant?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",Several years! Specifically I am in the field of financial accounting.,"It took me about 10 years to get my CPA license. I'm not sure how long it takes to become a Chartered Accountant, but I'm sure it's not as hard as it sounds."
1594,Winter,"Oh, not me! I am just the opposite..... I HATE the cold!",The day on which this occurs has the shortest day and the longest night.,I like that it has the shortest days and the longest night.,Winter is caused by the axis of the Earth in that hemisphere being oriented away from the sun. It occurs after autumn and before spring.
1595,Bowling,"You reach a level where bowling turns into a mind game, and making a small mistake is how you lose","The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.",Do you play ten-pin bowling or other of the variation?,"Yes, it is a mind game. It is also a game of strategy and strategy.  It is a sport that is played on a bowling green which may be flat (for ""flat-green bowls"") or convex or uneven."
1596,Winter,"I'm lucky enough to be in the south, so our winters aren't bad. Who has the most mild winters?",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,Over here in Oklahoma the winters are starting to get more mild and not as cold now.,"I'm not sure, but I know that winter is the coldest season of the year in polar and temperate zones."
1597,Bowling,I use to be in a bowling league.,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,"Cool, that was what I was in! It was mostly for leisure but it got really competitive which is why I kinda stopped bowling.","I used to be in a male only league, but now I'm in a mixed league. "
1598,Cardigan (sweater),That is very interesting. I do know they have become quite popular over the last few years.,The legend of the event and the fame that Lord Cardigan achieved after the war led to the rise of the garment's popularity., legend of the event and the fame that Lord Cardigan achieved after the war led to the rise of the popularity of garments,"Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men's sweaters messed up her hair when she pulled them over her head."""
1599,no_passages_used,It is very dangerous! I heard about a death in an auto race just a few days ago. Sad.,no_passages_used,"That is so sad, however this would not stop me from attempting to participating in Auto racing one day. I'll make sure I am safe",I am sorry to hear that. Auto racing has existed since the invention of the automobile. It is very dangerous.
1600,Ten-pin bowling,"Bowling
I enjoy bowling on occasion.","Ten-pin bowling is a sport in which a player (called a ""bowler"") rolls a bowling ball down a wood-structure or synthetic (polyurethane) lane and towards ten pins positioned at the end of the lane.","Really, I love bowling as well. My friends and I quite often. I never get all pins tho","I love to bowl too! It's a sport in which the objective is to roll biased balls so that they stop close to a smaller ball called a ""jack"" or ""kitty""."
1601,The Walking Dead (TV series),"The Walking Dead (TV series)
I used to love The Walking Dead, but it's been forever since I've watched an episode.  I'm so far behind!","The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",yeah it's such a cool post-apocalyptic tv series,"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series by Robert Kirkman, Tony Moore, and Charlie Adlard."
1602,Winter,"I guess we are pretty opposite people lol. I prefer long days with light, and getting darker later at night.",It occurs after autumn and before spring in each year.,"I also like that it is after autumn and before spring,.","Different cultures define different dates as the start of winter, and some use a definition based on weather."
1603,Ten-pin bowling,"I play ten-pin the most, but I play duck-pin for fun","While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",So do you play in profesional tournament just in the U.S. or around the world?,"Duck-pin is popular in the Northeast United States, as well as Canada's own sport of five-pin bowling."
1604,Snow,What about trees during the winter transition? They can definitely get overburdened with snow.,Snow refers to forms of ice crystals that precipitate from the atmosphere (usually from clouds) and undergo changes on the Earth's surface.,"Yeah, but hey I love snow and ice.","I'm not sure, but I do know that the appearance of flowering plants like the crocus can mark the change from ecological winter to the prevernal season as early as late January in mild temperate climates."
1605,Bowling,"I only bowl for fun, I am not very good.",Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,"Yeah as simple as throws a bowling ball towards a target seems, it is hard.","I'm not either, I'm not very good at all. It's a group event where several teams bowl against each other over the course of a season."
1606,no_passages_used,Nickelback,no_passages_used,I love the band Nickelback. Brings me back to when i was in Junior High.,Have you ever seen a nickelback? It is a coin that is made of 75% copper and 25% nickel.
1607,Dirt track racing,Would you run on a dirt track?,Dirt track racing is the single most common form of auto racing in the United States.,"Yes of course, in fact, dirt track racing is one of the most common source of racing.","I have never raced on a dirt track, however I would love to try it one day. Auto racing has existed since the invention of the automobile."
1608,Pinball,"Oh no, me either! I use the bumpers even as an adult because I think it makes the game more exciting to not gutterball every move!",The primary objective of the game is to score as many points as possible.,I'm very terrible at it and only play for fun. I do score points somehow though. ,"That's a good idea. I like to bowl in sets of six, called an ""over"""
1609,The Walking Dead (TV series),"I'm usually not into that genre of movie or TV show, but the cliffhangers keep you hooked.","""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.","it premiered on october 31, 2010 but i feel like it literally just premiered",yea it's a great tv series that is based on the comic book series by kirkman and moore
1610,You Make It Feel Like Christmas,"Yes, we agree to that. I do like Christmas and that time of the year though.",You Make It Feel Like Christmas is the fourth studio album by American singer-songwriter Gwen Stefani.,I love the song You Make It Feel Like Christmas by Gwen Stefani.,"Different cultures define different dates as the start of winter, and some use a definition based on weather."
1611,Blog,"Blog
I started to blog recently. Mostly to review food.","A blog (a truncation of the expression ""weblog"") is a discussion or informational website published on the World Wide Web consisting of discrete, often informal diary-style text entries (""posts"").",I love reading blogs. It's a great way to discuss topics in diary-style posts,"Do you have a specific topic you want to blog about? I know some blogs provide commentary on a particular subject or topic, ranging from politics to sports."
1612,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Do you like harry potter? Harry Potter is a series of fantasy novels,Have you read the Harry Potter series of fantasy novels written by J.K. Rowling? I love them.
1613,Bowling,Yes I have only thrown a strike a few times.,It is one of the major forms of throwing sports.,"I have thrown my fair share of strikes in one of the major forms of throwing sports, bowling.","Yeah it is really hard, it is different from throwing the ball by a strictly specified biomechanical definition, which restricts the angle of extension of the elbow."
1614,Nickelback,I've never heard of them. What genre of music do they play?,"Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.","Really?! They are a Canadian rock band. They first formed in Alberta, Canada!",They are a rock band from Canada and signed to Universal Music Canada. They are a Canadian rock band.
1615,Auto racing,"Auto racing
I like to study, collect and race cars in my free time.","Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",Same here !  Auto racing is also known as automobile racing,I love to watch auto racing. It is a motorsport involving the racing of automobiles for competition.
1616,Bowling alley,"Yes, I agree. I have never had a perfect score. We have some themed bowling alleys around here locally, and each lane is themed like a superhero","A bowling alley (or bowling center) is a facility where the sport of bowling, often ten-pin bowling, takes place.",Oh that sounds really cool and fun. All of our local bowling alleys are just the basics. A batman theme would really be cool. ,"I've never been to a bowling alley with a superhero theme, but I would love to visit one someday. It would be fun!"
1617,The Walking Dead (TV series),"I didn't even know about the show until they were already on the third season, and to me that seems so long ago.","""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.","yes, it got really popular! it was shown on channel AMC and on Fox",yea i know it is only shown on amc in the US but it is also shown internationally on fox international channels
1618,Harry Potter,"Harry Potter
Hi I love the Harry Potter novels",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,My younger daughter loved them too! She took me along to many of the films that were based on J.K. Rowling! I enjoyed them.,Do you like fantasy novels written by British author J.K. Rowling? I love them too!
1619,Blog,It is a great way for someone to voice their opinions.,"Posts are typically displayed in reverse chronological order, so that the most recent post appears first, at the top of the web page.","The only thing that confuses me is that they are usually displayed in reverse chronological order, so recent posts appear first. After reading blogs for awhile, I finally got used to that concept.","It's a great way to provide commentary on a particular subject or topic, ranging from politics to sports"
1620,Harry Potter,Harry Potter is great.  I read all the books.  Im not sure if the lady who wrote it has any other books though,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,She is a British author J. K. Rowling.,"The novels chronicle the lives of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley"
1621,List of national parks of the United States,"List of national parks of the United States
I would love to visit a national park in the United States.","The United States has 59 protected areas known as national parks that are operated by the National Park Service, an agency of the Department of the Interior.",You should.  The United States has 59 protected areas known as national parks.,"There are over 450 national parks in the United States, its territories, and island possessions. I would love to visit one of them."
1622,Nickelback,I'm dead serious. Do you know what year they formed?,"""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.","Wow! Nickelback formed in 1995.""Billboard"" ranked Nickelback as the most successful rock group of the 2000s!","They formed in the early 90s as a cover band called ""Village Idiot"" by brothers Mike and Chad Kroeger with their cousin Brandon Kroeger and Ryan Peake."
1623,Auto racing,I think that sounds very old fashioned. lol. What cars do you race?,"Almost as soon as automobiles had been invented, races of various sorts were organised, with the first recorded as early as 1867.",I race mustang.  Another fact is that almost as soon as automobiles had been invented races were organized right away ,"I like to race sports cars.  There are now numerous different categories, each with different rules and regulations"
1624,Wii,"Yeah, it is a really neat place. Have you ever played bowling on a gaming console like the Wii? It is pretty fun","The Wii ( ) is a home video game console released by Nintendo on November 19, 2006.",I have tried it a time or 2 and I did like it. I think I do much better on the Wii lol ,"No, I haven't, but I have played on the Wii U. I think it's pretty neat. I've never played on a Wii U, but my friends and I have been playing on the XBox Live. "
1625,The Walking Dead (TV series),"Since I had some catching up to do, I had to stream it on Netflix, or watch the new episodes at a friend's house.","Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",literally everybody likes it! the walkind dead attracted the most 18 to 49 year old viewers of any cable tv series,"yes, it was renewed for a 9th season on october 7, 2018, so you should check it out!"
1626,Harry Potter,It is funny when the books first came out I was not into them or the movies,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","What changed your opinion on the young wizard, Harry Potter, and his friends at Hogwarts?","It's funny, I remember when the first movie came out, I didn't really care for it at all. I was more into the books, but then I got into the movies and I loved them even more! I think I read all of them in one sitting!"
1627,Blog,"Yes, it is confusing at first but from a readers perspective it makes the most sense.","Until 2009, blogs were usually the work of a single individual, occasionally of a small group, and often covered a single subject or topic.","That is true, it does make the most sense. Up until 2009, blogs were usually written by a single writer and usually only covered one topic. Now there are multi-authored blogs. ",I think it makes sense. It's a great way to maintain or add content to a blog.
